t,phase,ex,ey,th_x,th_y,thd_x,thd_y,phi,pos_x,pos_y,dist_origine,vref_x,vref_y,vfb_x,vfb_y,vcmd_x,vcmd_y,tcp_x,tcp_y,d1_x,d1_y,d3_x,d3_y
0.0000,0,0.12206,0.10799,-0.00832,-0.00278,0.00000,0.00000,1.88853,0.13182,-0.29062,0.31912,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14826,0.92071,0.30000,-0.23511,-0.20000,-0.23511
0.0020,0,0.12206,0.10799,-0.00832,-0.00278,0.00016,0.00005,1.88853,0.13182,-0.29062,0.31912,0.00006,0.00005,0.00000,0.00000,0.00006,0.00005,0.14831,0.92071,0.30000,-0.23511,-0.20000,-0.23511
0.0040,0,0.12206,0.10799,-0.00832,-0.00278,0.00027,0.00005,1.88853,0.13182,-0.29062,0.31912,0.00012,0.00011,0.00000,0.00000,0.00012,0.00011,0.14831,0.92067,0.30000,-0.23511,-0.20000,-0.23511
0.0060,0,0.12206,0.10799,-0.00832,-0.00278,0.00037,0.00006,1.88853,0.13182,-0.29062,0.31912,0.00018,0.00016,0.00000,0.00000,0.00018,0.00016,0.14828,0.92069,0.30000,-0.23511,-0.20000,-0.23511
0.0080,0,0.12206,0.10799,-0.00832,-0.00278,0.00047,0.00006,1.88853,0.13182,-0.29062,0.31912,0.00024,0.00022,0.00000,0.00000,0.00024,0.00022,0.14829,0.92071,0.30000,-0.23511,-0.20000,-0.23511
0.0100,0,0.12206,0.10799,-0.00832,-0.00278,0.00057,0.00006,1.88853,0.13182,-0.29062,0.31912,0.00030,0.00027,0.00000,0.00000,0.00030,0.00027,0.14829,0.92069,0.30000,-0.23511,-0.20000,-0.23511
0.0120,0,0.12206,0.10799,-0.00832,-0.00278,0.00068,0.00006,1.88853,0.13182,-0.29062,0.31912,0.00036,0.00032,0.00000,0.00000,0.00036,0.00032,0.14828,0.92070,0.30000,-0.23511,-0.20000,-0.23511
0.0140,0,0.12206,0.10799,-0.00832,-0.00278,0.00078,0.00006,1.88853,0.13182,-0.29062,0.31912,0.00043,0.00038,0.00000,0.00000,0.00043,0.00038,0.14827,0.92068,0.30000,-0.23511,-0.20000,-0.23511
0.0160,0,0.12206,0.10799,-0.00832,-0.00278,0.00088,0.00006,1.88853,0.13182,-0.29062,0.31912,0.00049,0.00043,0.00000,0.00000,0.00049,0.00043,0.14830,0.92072,0.30000,-0.23511,-0.20000,-0.23511
0.0180,0,0.12206,0.10799,-0.00832,-0.00278,0.00098,0.00006,1.88853,0.13182,-0.29062,0.31912,0.00055,0.00048,0.00000,0.00000,0.00055,0.00048,0.14829,0.92070,0.30000,-0.23511,-0.20000,-0.23511
0.0200,0,0.12206,0.10799,-0.00831,-0.00277,0.00109,0.00006,1.88853,0.13182,-0.29062,0.31912,0.00061,0.00054,0.00000,0.00000,0.00061,0.00054,0.14830,0.92069,0.30000,-0.23511,-0.20000,-0.23511
0.0220,0,0.12206,0.10799,-0.00831,-0.00277,0.00119,0.00006,1.88853,0.13182,-0.29062,0.31912,0.00067,0.00059,0.00000,0.00000,0.00067,0.00059,0.14826,0.92070,0.30000,-0.23511,-0.20000,-0.23511
0.0241,0,0.12206,0.10799,-0.00831,-0.00277,0.00129,0.00006,1.88853,0.13182,-0.29062,0.31912,0.00073,0.00065,0.00000,0.00000,0.00073,0.00065,0.14829,0.92069,0.30000,-0.23511,-0.20000,-0.23511
0.0261,0,0.12206,0.10799,-0.00831,-0.00277,0.00139,0.00006,1.88853,0.13182,-0.29062,0.31912,0.00079,0.00070,0.00000,0.00000,0.00079,0.00070,0.14834,0.92068,0.30000,-0.23511,-0.20000,-0.23511
0.0281,0,0.12428,0.10755,-0.00950,-0.00256,0.00188,0.00006,1.88797,0.13083,-0.28851,0.31679,0.00085,0.00075,0.00000,0.00000,0.00085,0.00075,0.14830,0.92071,0.30000,-0.23511,-0.20000,-0.23511
0.0301,0,0.12428,0.10755,-0.00950,-0.00256,0.00201,0.00005,1.88797,0.13083,-0.28851,0.31679,0.00091,0.00081,0.00000,0.00000,0.00091,0.00081,0.14830,0.92071,0.30000,-0.23511,-0.20000,-0.23511
0.0321,0,0.12428,0.10755,-0.00949,-0.00256,0.00214,0.00005,1.88797,0.13083,-0.28851,0.31679,0.00097,0.00086,0.00000,0.00000,0.00097,0.00086,0.14829,0.92072,0.30000,-0.23511,-0.20000,-0.23511
0.0341,0,0.12428,0.10755,-0.00949,-0.00256,0.00226,0.00005,1.88797,0.13083,-0.28851,0.31679,0.00103,0.00091,0.00000,0.00000,0.00103,0.00091,0.14828,0.92069,0.30000,-0.23511,-0.20000,-0.23511
0.0361,0,0.12428,0.10755,-0.00948,-0.00256,0.00239,0.00004,1.88797,0.13083,-0.28851,0.31679,0.00109,0.00097,0.00000,0.00000,0.00109,0.00097,0.14834,0.92071,0.30000,-0.23511,-0.20000,-0.23511
0.0381,0,0.12428,0.10755,-0.00948,-0.00256,0.00251,0.00004,1.88797,0.13083,-0.28851,0.31679,0.00115,0.00102,0.00000,0.00000,0.00115,0.00102,0.14827,0.92071,0.30000,-0.23511,-0.20000,-0.23511
0.0401,0,0.12428,0.10755,-0.00947,-0.00256,0.00264,0.00004,1.88797,0.13083,-0.28851,0.31679,0.00122,0.00108,0.00000,0.00000,0.00122,0.00108,0.14827,0.92072,0.30000,-0.23511,-0.20000,-0.23511
0.0421,0,0.12428,0.10755,-0.00947,-0.00256,0.00276,0.00003,1.88797,0.13083,-0.28851,0.31679,0.00128,0.00113,0.00000,0.00000,0.00128,0.00113,0.14831,0.92073,0.30000,-0.23511,-0.20000,-0.23511
0.0441,0,0.12428,0.10755,-0.00946,-0.00256,0.00289,0.00003,1.88797,0.13083,-0.28851,0.31679,0.00134,0.00118,0.00000,0.00000,0.00134,0.00118,0.14832,0.92073,0.30000,-0.23511,-0.20000,-0.23511
0.0461,0,0.12428,0.10755,-0.00946,-0.00256,0.00301,0.00003,1.88797,0.13083,-0.28851,0.31679,0.00140,0.00124,0.00000,0.00000,0.00140,0.00124,0.14832,0.92070,0.30000,-0.23511,-0.20000,-0.23511
0.0481,0,0.12428,0.10755,-0.00945,-0.00256,0.00314,0.00002,1.88797,0.13083,-0.28851,0.31679,0.00146,0.00129,0.00000,0.00000,0.00146,0.00129,0.14827,0.92073,0.30000,-0.23511,-0.20000,-0.23511
