t,phase,ex,ey,th_x,th_y,thd_x,thd_y,phi,pos_x,pos_y,dist_origine,vref_x,vref_y,vfb_x,vfb_y,vcmd_x,vcmd_y,tcp_x,tcp_y,d1_x,d1_y,d3_x,d3_y
0.0000,0,0.10693,0.00646,0.01287,0.00234,0.00000,0.00000,1.40914,0.19253,-0.22185,0.29375,0.00000,0.00000,0.02400,0.00437,0.00013,0.00013,0.10454,1.01384,0.15000,-0.24609,0.02000,-0.24609
0.0020,0,0.10693,0.00646,0.01287,0.00234,-0.00038,-0.00017,1.40914,0.19253,-0.22185,0.29375,0.00005,0.00000,0.02400,0.00437,0.00038,0.00038,0.10454,1.01384,0.15000,-0.24609,0.02000,-0.24609
0.0040,0,0.10693,0.00646,0.01287,0.00234,-0.00089,-0.00048,1.40914,0.19253,-0.22185,0.29375,0.00011,0.00001,0.02400,0.00437,0.00077,0.00077,0.10450,1.01384,0.15000,-0.24609,0.02000,-0.24609
0.0060,0,0.10693,0.00646,0.01287,0.00234,-0.00153,-0.00091,1.40914,0.19253,-0.22185,0.29375,0.00016,0.00001,0.02399,0.00437,0.00128,0.00128,0.10455,1.01386,0.15000,-0.24609,0.02000,-0.24609
0.0080,0,0.10693,0.00646,0.01286,0.00234,-0.00229,-0.00146,1.40914,0.19253,-0.22185,0.29375,0.00021,0.00001,0.02399,0.00436,0.00192,0.00192,0.10455,1.01386,0.15000,-0.24609,0.02000,-0.24609
0.0101,0,0.10693,0.00646,0.01286,0.00233,-0.00318,-0.00215,1.40914,0.19253,-0.22185,0.29375,0.00027,0.00002,0.02398,0.00435,0.00269,0.00269,0.10454,1.01386,0.15000,-0.24609,0.02000,-0.24609
0.0121,0,0.10693,0.00646,0.01285,0.00233,-0.00420,-0.00296,1.40914,0.19253,-0.22185,0.29375,0.00032,0.00002,0.02396,0.00434,0.00358,0.00358,0.10456,1.01385,0.15000,-0.24609,0.02000,-0.24609
0.0141,0,0.10693,0.00646,0.01284,0.00232,-0.00535,-0.00390,1.40914,0.19253,-0.22185,0.29375,0.00037,0.00002,0.02395,0.00433,0.00461,0.00435,0.10454,1.01386,0.15000,-0.24609,0.02000,-0.24609
0.0161,0,0.10693,0.00646,0.01283,0.00231,-0.00663,-0.00472,1.40914,0.19253,-0.22185,0.29375,0.00043,0.00003,0.02392,0.00432,0.00576,0.00500,0.10458,1.01388,0.15000,-0.24609,0.02000,-0.24609
0.0181,0,0.10693,0.00646,0.01281,0.00230,-0.00803,-0.00541,1.40914,0.19253,-0.22185,0.29375,0.00048,0.00003,0.02390,0.00430,0.00704,0.00551,0.10458,1.01388,0.15000,-0.24609,0.02000,-0.24609
0.0201,0,0.10693,0.00646,0.01280,0.00229,-0.00956,-0.00597,1.40914,0.19253,-0.22185,0.29375,0.00053,0.00003,0.02387,0.00428,0.00845,0.00590,0.10456,1.01388,0.15000,-0.24609,0.02000,-0.24609
0.0221,0,0.10693,0.00646,0.01277,0.00228,-0.01122,-0.00640,1.40914,0.19253,-0.22185,0.29375,0.00059,0.00004,0.02383,0.00425,0.00998,0.00616,0.10464,1.01387,0.15000,-0.24609,0.02000,-0.24609
0.0241,0,0.10693,0.00646,0.01275,0.00227,-0.01300,-0.00670,1.40914,0.19253,-0.22185,0.29375,0.00064,0.00004,0.02378,0.00423,0.01165,0.00629,0.10464,1.01394,0.15000,-0.24609,0.02000,-0.24609
0.0261,0,0.10693,0.00646,0.01272,0.00225,-0.01492,-0.00688,1.40914,0.19253,-0.22185,0.29375,0.00069,0.00004,0.02373,0.00420,0.01344,0.00629,0.10464,1.01394,0.15000,-0.24609,0.02000,-0.24609
0.0281,0,0.10693,0.00646,0.01269,0.00224,-0.01696,-0.00692,1.40914,0.19253,-0.22185,0.29375,0.00075,0.00005,0.02367,0.00418,0.01536,0.00616,0.10469,1.01391,0.15000,-0.24609,0.02000,-0.24609
