t,ex,ey,th_x,th_y,thd_x,thd_y,yaw,vref_x,vref_y,vfb_x,vfb_y,vcmd_x,vcmd_y,tcp_x,tcp_y,dans_cible,th_brut_x,th_brut_y,hx,hy,hdx,hdy,hdyaw,hbouge
0.0001,-0.51601,-0.02268,0.01859,-0.00356,0.00000,0.00000,1.72152,-0.00000,-0.00000,0.14630,-0.02805,0.00013,-0.00013,0.01266,0.86004,0,0.01859,-0.00356,-0.08062,0.46697,0.00424,0.00186,-0.00540,0
0.0020,-0.51601,-0.02268,0.01859,-0.00356,-0.00045,0.00018,1.72152,-0.00014,-0.00001,0.14630,-0.02805,0.00038,-0.00038,0.01259,0.86005,0,0.01859,-0.00356,-0.08062,0.46697,0.00424,0.00186,-0.00540,0
0.0040,-0.51601,-0.02268,0.01859,-0.00356,-0.00101,0.00048,1.72152,-0.00029,-0.00001,0.14628,-0.02805,0.00077,-0.00077,0.01259,0.86010,0,0.01859,-0.00356,-0.08062,0.46697,0.00424,0.00186,-0.00540,0
0.0060,-0.51601,-0.02268,0.01859,-0.00356,-0.00169,0.00089,1.72152,-0.00043,-0.00002,0.14626,-0.02804,0.00128,-0.00128,0.01259,0.86009,0,0.01859,-0.00356,-0.08062,0.46697,0.00424,0.00186,-0.00540,0
0.0080,-0.51601,-0.02268,0.01858,-0.00356,-0.00249,0.00142,1.72152,-0.00057,-0.00003,0.14623,-0.02802,0.00192,-0.00192,0.01261,0.86010,0,0.01859,-0.00356,-0.08062,0.46697,0.00424,0.00186,-0.00540,0
0.0100,-0.51601,-0.02268,0.01858,-0.00356,-0.00340,0.00206,1.72152,-0.00071,-0.00003,0.14618,-0.02799,0.00269,-0.00269,0.01260,0.86005,0,0.01859,-0.00356,-0.08062,0.46697,0.00424,0.00186,-0.00540,0
0.0121,-0.51601,-0.02268,0.01857,-0.00355,-0.00443,0.00282,1.72152,-0.00086,-0.00004,0.14612,-0.02795,0.00358,-0.00358,0.01259,0.86007,0,0.01859,-0.00356,-0.08062,0.46697,0.00424,0.00186,-0.00540,0
0.0141,-0.51601,-0.02268,0.01856,-0.00355,-0.00558,0.00370,1.72152,-0.00100,-0.00004,0.14604,-0.02790,0.00461,-0.00461,0.01269,0.86005,0,0.01859,-0.00356,-0.08062,0.46697,0.00424,0.00186,-0.00540,0
0.0161,-0.51601,-0.02268,0.01855,-0.00354,-0.00684,0.00470,1.72152,-0.00114,-0.00005,0.14594,-0.02783,0.00576,-0.00576,0.01267,0.86006,0,0.01859,-0.00356,-0.08062,0.46697,0.00424,0.00186,-0.00540,0
0.0181,-0.51601,-0.02268,0.01853,-0.00353,-0.00822,0.00581,1.72152,-0.00129,-0.00006,0.14582,-0.02775,0.00704,-0.00704,0.01266,0.86002,0,0.01859,-0.00356,-0.08062,0.46697,0.00424,0.00186,-0.00540,0
0.0201,-0.51601,-0.02268,0.01851,-0.00351,-0.00971,0.00703,1.72152,-0.00143,-0.00006,0.14568,-0.02765,0.00845,-0.00845,0.01274,0.86002,0,0.01859,-0.00356,-0.08062,0.46697,0.00424,0.00186,-0.00540,0
0.0221,-0.51601,-0.02268,0.01849,-0.00350,-0.01132,0.00838,1.72152,-0.00157,-0.00007,0.14552,-0.02753,0.00998,-0.00998,0.01272,0.86002,0,0.01859,-0.00356,-0.08062,0.46697,0.00424,0.00186,-0.00540,0
0.0241,-0.51601,-0.02268,0.01847,-0.00348,-0.01305,0.00983,1.72152,-0.00172,-0.00008,0.14532,-0.02739,0.01158,-0.01158,0.01273,0.85999,0,0.01859,-0.00356,-0.08062,0.46697,0.00424,0.00186,-0.00540,0
0.0261,-0.51601,-0.02268,0.01844,-0.00346,-0.01483,0.01135,1.72152,-0.00186,-0.00008,0.14510,-0.02722,0.01318,-0.01318,0.01274,0.85998,0,0.01859,-0.00356,-0.08062,0.46697,0.00424,0.00186,-0.00540,0
0.0281,-0.51601,-0.02268,0.01841,-0.00343,-0.01661,0.01287,1.72152,-0.00200,-0.00009,0.14485,-0.02703,0.01478,-0.01478,0.01279,0.85996,0,0.01859,-0.00356,-0.08062,0.46697,0.00424,0.00186,-0.00540,0
0.0301,-0.51601,-0.02268,0.01837,-0.00341,-0.01839,0.01438,1.72152,-0.00215,-0.00009,0.14458,-0.02681,0.01638,-0.01638,0.01283,0.85992,0,0.01859,-0.00356,-0.08062,0.46697,0.00424,0.00186,-0.00540,0
0.0321,-0.51601,-0.02268,0.01834,-0.00338,-0.02018,0.01590,1.72152,-0.00229,-0.00010,0.14427,-0.02658,0.01798,-0.01798,0.01285,0.85989,0,0.01859,-0.00356,-0.08062,0.46697,0.00424,0.00186,-0.00540,0
0.0341,-0.51601,-0.02268,0.01829,-0.00334,-0.02196,0.01741,1.72152,-0.00243,-0.00011,0.14394,-0.02631,0.01958,-0.01958,0.01289,0.85987,0,0.01859,-0.00356,-0.08062,0.46697,0.00424,0.00186,-0.00540,0
0.0361,-0.51601,-0.02268,0.01825,-0.00331,-0.02374,0.01892,1.72152,-0.00257,-0.00011,0.14358,-0.02603,0.02118,-0.02118,0.01288,0.85985,0,0.01859,-0.00356,-0.08062,0.46697,0.00424,0.00186,-0.00540,0
0.0382,-0.51601,-0.02268,0.01820,-0.00327,-0.02552,0.02044,1.72152,-0.00272,-0.00012,0.14319,-0.02572,0.02278,-0.02278,0.01296,0.85984,0,0.01859,-0.00356,-0.08062,0.46697,0.00424,0.00186,-0.00540,0
0.0402,-0.51601,-0.02268,0.01815,-0.00323,-0.02729,0.02195,1.72152,-0.00286,-0.00013,0.14277,-0.02539,0.02438,-0.02438,0.01303,0.85979,0,0.01859,-0.00356,-0.08062,0.46697,0.00424,0.00186,-0.00540,0
0.0422,-0.51601,-0.02268,0.01809,-0.00318,-0.02907,0.02346,1.72152,-0.00300,-0.00013,0.14233,-0.02503,0.02598,-0.02586,0.01303,0.85977,0,0.01859,-0.00356,-0.08062,0.46697,0.00424,0.00186,-0.00540,0
0.0442,-0.51601,-0.02268,0.01803,-0.00313,-0.03085,0.02485,1.72152,-0.00315,-0.00014,0.14185,-0.02465,0.02758,-0.02720,0.01312,0.85971,0,0.01859,-0.00356,-0.08062,0.46697,0.00424,0.00186,-0.00540,0
0.0462,-0.51333,-0.02171,0.01159,-0.00440,-0.14885,0.00167,1.72161,-0.00329,-0.00014,0.09200,-0.03435,0.02918,-0.02867,0.01317,0.85970,0,0.01594,-0.00409,-0.07757,0.46661,0.00111,0.00060,0.00329,0
0.0482,-0.51333,-0.02171,0.01129,-0.00440,-0.15050,0.00309,1.72161,-0.00343,-0.00015,0.08964,-0.03432,0.03078,-0.03027,0.01319,0.85967,0,0.01594,-0.00409,-0.07757,0.46661,0.00111,0.00060,0.00329,0
0.0502,-0.51333,-0.02171,0.01099,-0.00439,-0.15215,0.00462,1.72161,-0.00357,-0.00016,0.08726,-0.03426,0.03238,-0.03187,0.01324,0.85963,0,0.01594,-0.00409,-0.07757,0.46661,0.00111,0.00060,0.00329,0
0.0522,-0.51333,-0.02171,0.01068,-0.00438,-0.15379,0.00615,1.72161,-0.00372,-0.00016,0.08485,-0.03417,0.03398,-0.03347,0.01327,0.85958,0,0.01594,-0.00409,-0.07757,0.46661,0.00111,0.00060,0.00329,0
