t,ex,ey,th_x,th_y,thd_x,thd_y,yaw,vref_x,vref_y,vfb_x,vfb_y,vcmd_x,vcmd_y,tcp_x,tcp_y,dans_cible,th_brut_x,th_brut_y,hx,hy,hdx,hdy,hdyaw,hbouge
0.0001,-0.52667,0.01873,0.00646,-0.00092,0.00000,0.00000,1.53124,-0.00000,0.00000,0.06354,-0.00903,0.00013,-0.00013,0.01256,0.86006,0,0.00646,-0.00092,0.00000,0.00000,0.00000,0.00000,0.00000,0
0.0021,-0.52600,0.01852,0.00603,-0.00058,-0.00011,0.00001,1.53220,-0.00008,0.00000,0.05953,-0.00576,0.00038,-0.00038,0.01257,0.86004,0,0.00560,-0.00024,-0.11221,0.46194,0.00268,0.00228,-0.00016,0
0.0041,-0.52600,0.01852,0.00603,-0.00058,-0.00045,0.00025,1.53220,-0.00015,0.00001,0.05952,-0.00575,0.00077,-0.00077,0.01259,0.86005,0,0.00560,-0.00024,-0.11221,0.46194,0.00268,0.00228,-0.00016,0
0.0061,-0.52600,0.01852,0.00603,-0.00058,-0.00090,0.00061,1.53220,-0.00023,0.00001,0.05951,-0.00575,0.00128,-0.00128,0.01260,0.86005,0,0.00560,-0.00024,-0.11221,0.46194,0.00268,0.00228,-0.00016,0
0.0081,-0.52600,0.01852,0.00603,-0.00058,-0.00148,0.00109,1.53220,-0.00031,0.00001,0.05949,-0.00573,0.00192,-0.00192,0.01260,0.86005,0,0.00560,-0.00024,-0.11221,0.46194,0.00268,0.00228,-0.00016,0
0.0101,-0.52600,0.01852,0.00602,-0.00057,-0.00217,0.00168,1.53220,-0.00038,0.00001,0.05945,-0.00570,0.00269,-0.00269,0.01258,0.85999,0,0.00560,-0.00024,-0.11221,0.46194,0.00268,0.00228,-0.00016,0
0.0121,-0.52600,0.01852,0.00602,-0.00057,-0.00297,0.00239,1.53220,-0.00046,0.00002,0.05940,-0.00566,0.00358,-0.00358,0.01257,0.86005,0,0.00560,-0.00024,-0.11221,0.46194,0.00268,0.00228,-0.00016,0
0.0141,-0.52600,0.01852,0.00601,-0.00056,-0.00389,0.00321,1.53220,-0.00054,0.00002,0.05933,-0.00561,0.00461,-0.00461,0.01253,0.86000,0,0.00560,-0.00024,-0.11221,0.46194,0.00268,0.00228,-0.00016,0
0.0161,-0.52600,0.01852,0.00600,-0.00056,-0.00493,0.00415,1.53220,-0.00061,0.00002,0.05925,-0.00553,0.00576,-0.00551,0.01261,0.86002,0,0.00560,-0.00024,-0.11221,0.46194,0.00268,0.00228,-0.00016,0
0.0181,-0.52600,0.01852,0.00599,-0.00055,-0.00609,0.00499,1.53220,-0.00069,0.00002,0.05914,-0.00544,0.00704,-0.00629,0.01261,0.86002,0,0.00560,-0.00024,-0.11221,0.46194,0.00268,0.00228,-0.00016,0
