t,ex,ey,th_x,th_y,thd_x,thd_y,yaw,vref_x,vref_y,vfb_x,vfb_y,vcmd_x,vcmd_y,tcp_x,tcp_y,dans_cible,th_brut_x,th_brut_y,hx,hy,hdx,hdy,hdyaw,hbouge
0.0001,-0.49947,-0.02230,0.00043,-0.00679,0.00000,0.00000,1.57652,-0.00000,-0.00000,0.00254,-0.04002,0.00013,-0.00013,0.01262,0.86014,0,0.00043,-0.00679,-0.07435,0.46552,-0.00348,-0.00103,-0.00300,0
0.0021,-0.49947,-0.02230,0.00043,-0.00679,-0.00012,0.00024,1.57652,-0.00015,-0.00001,0.00254,-0.04002,0.00038,-0.00038,0.01262,0.86013,0,0.00043,-0.00679,-0.07435,0.46552,-0.00348,-0.00103,-0.00300,0
0.0041,-0.49947,-0.02230,0.00043,-0.00678,-0.00036,0.00059,1.57652,-0.00029,-0.00001,0.00253,-0.04001,0.00077,-0.00077,0.01262,0.86013,0,0.00043,-0.00679,-0.07435,0.46552,-0.00348,-0.00103,-0.00300,0
0.0061,-0.49947,-0.02230,0.00043,-0.00678,-0.00072,0.00106,1.57652,-0.00043,-0.00002,0.00253,-0.04000,0.00128,-0.00128,0.01263,0.86010,0,0.00043,-0.00679,-0.07435,0.46552,-0.00348,-0.00103,-0.00300,0
0.0081,-0.49947,-0.02230,0.00043,-0.00678,-0.00119,0.00165,1.57652,-0.00057,-0.00003,0.00251,-0.03999,0.00192,-0.00192,0.01263,0.86013,0,0.00043,-0.00679,-0.07435,0.46552,-0.00348,-0.00103,-0.00300,0
0.0101,-0.49947,-0.02230,0.00042,-0.00678,-0.00178,0.00235,1.57652,-0.00072,-0.00003,0.00250,-0.03996,0.00243,-0.00269,0.01263,0.86011,0,0.00043,-0.00679,-0.07435,0.46552,-0.00348,-0.00103,-0.00300,0
0.0121,-0.49947,-0.02230,0.00042,-0.00677,-0.00226,0.00317,1.57652,-0.00086,-0.00004,0.00247,-0.03993,0.00282,-0.00358,0.01261,0.86009,0,0.00043,-0.00679,-0.07435,0.46552,-0.00348,-0.00103,-0.00300,0
0.0141,-0.49947,-0.02230,0.00041,-0.00676,-0.00261,0.00410,1.57652,-0.00100,-0.00004,0.00244,-0.03989,0.00307,-0.00461,0.01265,0.86012,0,0.00043,-0.00679,-0.07435,0.46552,-0.00348,-0.00103,-0.00300,0
0.0161,-0.49947,-0.02230,0.00041,-0.00675,-0.00285,0.00516,1.57652,-0.00114,-0.00005,0.00241,-0.03983,0.00320,-0.00576,0.01265,0.86010,0,0.00043,-0.00679,-0.07435,0.46552,-0.00348,-0.00103,-0.00300,0
0.0181,-0.49947,-0.02230,0.00040,-0.00674,-0.00298,0.00632,1.57652,-0.00129,-0.00006,0.00237,-0.03977,0.00320,-0.00704,0.01263,0.86007,0,0.00043,-0.00679,-0.07435,0.46552,-0.00348,-0.00103,-0.00300,0
0.0201,-0.49947,-0.02230,0.00040,-0.00673,-0.00298,0.00761,1.57652,-0.00143,-0.00006,0.00234,-0.03968,0.00307,-0.00845,0.01266,0.86009,0,0.00043,-0.00679,-0.07435,0.46552,-0.00348,-0.00103,-0.00300,0
0.0221,-0.49947,-0.02230,0.00039,-0.00671,-0.00287,0.00901,1.57652,-0.00157,-0.00007,0.00230,-0.03959,0.00282,-0.00998,0.01269,0.86008,0,0.00043,-0.00679,-0.07435,0.46552,-0.00348,-0.00103,-0.00300,0
0.0241,-0.49947,-0.02230,0.00039,-0.00669,-0.00265,0.01052,1.57652,-0.00171,-0.00008,0.00227,-0.03947,0.00243,-0.01158,0.01269,0.86002,0,0.00043,-0.00679,-0.07435,0.46552,-0.00348,-0.00103,-0.00300,0
0.0261,-0.49947,-0.02230,0.00038,-0.00667,-0.00231,0.01210,1.57652,-0.00186,-0.00008,0.00224,-0.03934,0.00192,-0.01318,0.01269,0.86003,0,0.00043,-0.00679,-0.07435,0.46552,-0.00348,-0.00103,-0.00300,0
0.0281,-0.49947,-0.02230,0.00038,-0.00664,-0.00185,0.01367,1.57652,-0.00200,-0.00009,0.00221,-0.03919,0.00128,-0.01478,0.01270,0.85998,0,0.00043,-0.00679,-0.07435,0.46552,-0.00348,-0.00103,-0.00300,0
0.0301,-0.49947,-0.02230,0.00037,-0.00662,-0.00127,0.01524,1.57652,-0.00214,-0.00010,0.00219,-0.03902,0.00051,-0.01638,0.01264,0.85996,0,0.00043,-0.00679,-0.07435,0.46552,-0.00348,-0.00103,-0.00300,0
