t,ex,ey,th_x,th_y,thd_x,thd_y,yaw,vref_x,vref_y,vfb_x,vfb_y,vcmd_x,vcmd_y,tcp_x,tcp_y,dans_cible,th_brut_x,th_brut_y,hx,hy,hdx,hdy,hdyaw,hbouge
0.0000,-0.53522,-0.00608,0.01511,-0.00575,0.00000,0.00000,1.25689,-0.00000,-0.00000,0.01467,-0.00558,0.00013,-0.00013,0.01260,0.86013,0,0.01511,-0.00575,-0.09318,0.39423,-0.00884,0.00048,-0.00859,1
0.0020,-0.53522,-0.00608,0.01511,-0.00575,-0.00039,0.00022,1.25689,-0.00014,-0.00000,0.01467,-0.00558,0.00038,-0.00038,0.01254,0.86011,0,0.01511,-0.00575,-0.09318,0.39423,-0.00884,0.00048,-0.00859,1
0.0040,-0.53522,-0.00608,0.01511,-0.00575,-0.00089,0.00055,1.25689,-0.00029,-0.00000,0.01467,-0.00558,0.00077,-0.00077,0.01258,0.86015,0,0.01511,-0.00575,-0.09318,0.39423,-0.00884,0.00048,-0.00859,1
0.0060,-0.53522,-0.00608,0.01511,-0.00575,-0.00151,0.00101,1.25689,-0.00043,-0.00000,0.01466,-0.00558,0.00128,-0.00128,0.01256,0.86014,0,0.01511,-0.00575,-0.09318,0.39423,-0.00884,0.00048,-0.00859,1
0.0080,-0.53522,-0.00608,0.01511,-0.00575,-0.00224,0.00157,1.25689,-0.00057,-0.00001,0.01466,-0.00558,0.00192,-0.00192,0.01258,0.86012,0,0.01511,-0.00575,-0.09318,0.39423,-0.00884,0.00048,-0.00859,1
0.0100,-0.53522,-0.00608,0.01510,-0.00574,-0.00309,0.00226,1.25689,-0.00072,-0.00001,0.01466,-0.00558,0.00269,-0.00269,0.01261,0.86011,0,0.01511,-0.00575,-0.09318,0.39423,-0.00884,0.00048,-0.00859,1
0.0120,-0.53522,-0.00608,0.01509,-0.00574,-0.00406,0.00306,1.25689,-0.00086,-0.00001,0.01465,-0.00557,0.00358,-0.00358,0.01260,0.86011,0,0.01511,-0.00575,-0.09318,0.39423,-0.00884,0.00048,-0.00859,1
0.0140,-0.53522,-0.00608,0.01509,-0.00573,-0.00514,0.00398,1.25689,-0.00100,-0.00001,0.01464,-0.00556,0.00461,-0.00461,0.01262,0.86010,0,0.01511,-0.00575,-0.09318,0.39423,-0.00884,0.00048,-0.00859,1
0.0160,-0.53522,-0.00608,0.01507,-0.00572,-0.00634,0.00501,1.25689,-0.00114,-0.00001,0.01463,-0.00555,0.00576,-0.00557,0.01263,0.86009,0,0.01511,-0.00575,-0.09318,0.39423,-0.00884,0.00048,-0.00859,1
0.0181,-0.53522,-0.00608,0.01506,-0.00571,-0.00766,0.00598,1.25689,-0.00129,-0.00001,0.01461,-0.00554,0.00704,-0.00640,0.01264,0.86007,0,0.01511,-0.00575,-0.09318,0.39423,-0.00884,0.00048,-0.00859,1
0.0201,-0.53522,-0.00608,0.01504,-0.00570,-0.00909,0.00684,1.25689,-0.00143,-0.00002,0.01460,-0.00553,0.00845,-0.00710,0.01267,0.86006,0,0.01511,-0.00575,-0.09318,0.39423,-0.00884,0.00048,-0.00859,1
0.0221,-0.53522,-0.00608,0.01502,-0.00569,-0.01064,0.00758,1.25689,-0.00157,-0.00002,0.01457,-0.00552,0.00998,-0.00768,0.01267,0.86004,0,0.01511,-0.00575,-0.09318,0.39423,-0.00884,0.00048,-0.00859,1
0.0241,-0.53522,-0.00608,0.01500,-0.00567,-0.01230,0.00821,1.25689,-0.00172,-0.00002,0.01455,-0.00550,0.01158,-0.00813,0.01268,0.86005,0,0.01511,-0.00575,-0.09318,0.39423,-0.00884,0.00048,-0.00859,1
0.0261,-0.53522,-0.00608,0.01497,-0.00565,-0.01402,0.00871,1.25689,-0.00186,-0.00002,0.01453,-0.00549,0.01306,-0.00845,0.01272,0.86003,0,0.01511,-0.00575,-0.09318,0.39423,-0.00884,0.00048,-0.00859,1
0.0281,-0.53522,-0.00608,0.01494,-0.00563,-0.01563,0.00910,1.25689,-0.00200,-0.00002,0.01450,-0.00547,0.01440,-0.00864,0.01274,0.86004,0,0.01511,-0.00575,-0.09318,0.39423,-0.00884,0.00048,-0.00859,1
0.0301,-0.53522,-0.00608,0.01491,-0.00562,-0.01712,0.00938,1.25689,-0.00215,-0.00002,0.01446,-0.00545,0.01562,-0.00870,0.01274,0.85998,0,0.01511,-0.00575,-0.09318,0.39423,-0.00884,0.00048,-0.00859,1
0.0321,-0.53522,-0.00608,0.01488,-0.00560,-0.01849,0.00954,1.25689,-0.00229,-0.00003,0.01443,-0.00543,0.01670,-0.00864,0.01278,0.86000,0,0.01511,-0.00575,-0.09318,0.39423,-0.00884,0.00048,-0.00859,1
0.0341,-0.53522,-0.00608,0.01484,-0.00558,-0.01974,0.00958,1.25689,-0.00243,-0.00003,0.01439,-0.00541,0.01766,-0.00844,0.01283,0.85995,0,0.01511,-0.00575,-0.09318,0.39423,-0.00884,0.00048,-0.00859,1
0.0361,-0.53522,-0.00608,0.01480,-0.00556,-0.02088,0.00950,1.25689,-0.00258,-0.00003,0.01435,-0.00540,0.01850,-0.00812,0.01289,0.85997,0,0.01511,-0.00575,-0.09318,0.39423,-0.00884,0.00048,-0.00859,1
0.0381,-0.53522,-0.00608,0.01475,-0.00554,-0.02190,0.00931,1.25689,-0.00272,-0.00003,0.01430,-0.00538,0.01920,-0.00768,0.01297,0.85997,0,0.01511,-0.00575,-0.09318,0.39423,-0.00884,0.00048,-0.00859,1
0.0401,-0.53522,-0.00608,0.01471,-0.00552,-0.02280,0.00900,1.25689,-0.00286,-0.00003,0.01426,-0.00536,0.01978,-0.00710,0.01301,0.85996,0,0.01511,-0.00575,-0.09318,0.39423,-0.00884,0.00048,-0.00859,1
0.0421,-0.53522,-0.00608,0.01466,-0.00550,-0.02358,0.00857,1.25689,-0.00300,-0.00003,0.01421,-0.00534,0.02022,-0.00640,0.01306,0.85989,0,0.01511,-0.00575,-0.09318,0.39423,-0.00884,0.00048,-0.00859,1
0.0443,-0.52442,-0.01567,0.01345,-0.00548,-0.04511,0.00902,1.26018,-0.00316,-0.00004,0.01627,-0.00820,0.02054,-0.00582,0.01311,0.85990,0,0.01451,-0.00575,-0.10345,0.40246,0.00312,-0.00538,-0.00157,1
0.0463,-0.52442,-0.01567,0.01336,-0.00547,-0.04563,0.00860,1.26018,-0.00330,-0.00004,0.01618,-0.00818,0.02074,-0.00537,0.01311,0.85990,0,0.01451,-0.00575,-0.10345,0.40246,0.00312,-0.00538,-0.00157,1
0.0483,-0.52442,-0.01567,0.01327,-0.00545,-0.04604,0.00829,1.26018,-0.00344,-0.00004,0.01609,-0.00817,0.02080,-0.00505,0.01313,0.85988,0,0.01451,-0.00575,-0.10345,0.40246,0.00312,-0.00538,-0.00157,1
0.0503,-0.52442,-0.01567,0.01317,-0.00543,-0.04634,0.00809,1.26018,-0.00358,-0.00004,0.01600,-0.00815,0.02074,-0.00486,0.01319,0.85991,0,0.01451,-0.00575,-0.10345,0.40246,0.00312,-0.00538,-0.00157,1
0.0523,-0.52442,-0.01567,0.01308,-0.00542,-0.04651,0.00802,1.26018,-0.00373,-0.00004,0.01591,-0.00814,0.02054,-0.00479,0.01321,0.85988,0,0.01451,-0.00575,-0.10345,0.40246,0.00312,-0.00538,-0.00157,1
0.0543,-0.52442,-0.01567,0.01299,-0.00540,-0.04657,0.00805,1.26018,-0.00387,-0.00004,0.01582,-0.00812,0.02022,-0.00486,0.01325,0.85990,0,0.01451,-0.00575,-0.10345,0.40246,0.00312,-0.00538,-0.00157,1
0.0563,-0.52442,-0.01567,0.01290,-0.00538,-0.04651,0.00821,1.26018,-0.00401,-0.00005,0.01572,-0.00810,0.01978,-0.00505,0.01325,0.85985,0,0.01451,-0.00575,-0.10345,0.40246,0.00312,-0.00538,-0.00157,1
0.0583,-0.52442,-0.01567,0.01280,-0.00537,-0.04633,0.00848,1.26018,-0.00415,-0.00005,0.01563,-0.00809,0.01920,-0.00537,0.01331,0.85989,0,0.01451,-0.00575,-0.10345,0.40246,0.00312,-0.00538,-0.00157,1
0.0603,-0.52442,-0.01567,0.01271,-0.00535,-0.04603,0.00886,1.26018,-0.00430,-0.00005,0.01554,-0.00807,0.01850,-0.00582,0.01333,0.85988,0,0.01451,-0.00575,-0.10345,0.40246,0.00312,-0.00538,-0.00157,1
