t,ex,ey,th_x,th_y,thd_x,thd_y,yaw,vref_x,vref_y,vfb_x,vfb_y,vcmd_x,vcmd_y,tcp_x,tcp_y,dans_cible,th_brut_x,th_brut_y,hx,hy,hdx,hdy,hdyaw,hbouge
0.0001,-0.49721,-0.00624,-0.01525,0.00220,0.00000,0.00000,1.60633,0.00000,0.00000,-0.25000,0.01790,-0.00013,0.00013,0.01249,0.86001,0,-0.01525,0.00220,-0.10187,0.46364,0.00195,-0.00097,0.00372,0
0.0021,-0.49721,-0.00624,-0.01525,0.00220,0.00039,-0.00016,1.60633,0.00000,0.00000,-0.25000,0.01790,-0.00038,0.00038,0.01253,0.86001,0,-0.01525,0.00220,-0.10187,0.46364,0.00195,-0.00097,0.00372,0
0.0041,-0.49721,-0.00624,-0.01525,0.00220,0.00089,-0.00043,1.60633,0.00000,0.00000,-0.25000,0.01789,-0.00077,0.00077,0.01254,0.86000,0,-0.01525,0.00220,-0.10187,0.46364,0.00195,-0.00097,0.00372,0
0.0061,-0.49721,-0.00624,-0.01525,0.00220,0.00151,-0.00082,1.60633,0.00000,0.00000,-0.25000,0.01788,-0.00128,0.00128,0.01252,0.86003,0,-0.01525,0.00220,-0.10187,0.46364,0.00195,-0.00097,0.00372,0
0.0081,-0.49721,-0.00624,-0.01524,0.00220,0.00225,-0.00132,1.60633,0.00000,0.00000,-0.25000,0.01786,-0.00192,0.00192,0.01252,0.86003,0,-0.01525,0.00220,-0.10187,0.46364,0.00195,-0.00097,0.00372,0
0.0101,-0.49721,-0.00624,-0.01524,0.00219,0.00310,-0.00194,1.60633,0.00000,0.00000,-0.25000,0.01783,-0.00269,0.00269,0.01251,0.86003,0,-0.01525,0.00220,-0.10187,0.46364,0.00195,-0.00097,0.00372,0
0.0121,-0.49721,-0.00624,-0.01523,0.00219,0.00407,-0.00268,1.60633,0.00000,0.00000,-0.25000,0.01778,-0.00358,0.00358,0.01247,0.86001,0,-0.01525,0.00220,-0.10187,0.46364,0.00195,-0.00097,0.00372,0
0.0141,-0.49721,-0.00624,-0.01522,0.00218,0.00516,-0.00353,1.60633,0.00000,0.00000,-0.25000,0.01772,-0.00461,0.00461,0.01251,0.86004,0,-0.01525,0.00220,-0.10187,0.46364,0.00195,-0.00097,0.00372,0
0.0161,-0.49721,-0.00624,-0.01521,0.00217,0.00636,-0.00450,1.60633,0.00000,0.00000,-0.25000,0.01764,-0.00576,0.00576,0.01251,0.86002,0,-0.01525,0.00220,-0.10187,0.46364,0.00195,-0.00097,0.00372,0
0.0181,-0.49721,-0.00624,-0.01519,0.00216,0.00768,-0.00559,1.60633,0.00000,0.00000,-0.25000,0.01754,-0.00704,0.00704,0.01246,0.86005,0,-0.01525,0.00220,-0.10187,0.46364,0.00195,-0.00097,0.00372,0
