t,ex,ey,th_x,th_y,thd_x,thd_y,yaw,vref_x,vref_y,vfb_x,vfb_y,vcmd_x,vcmd_y,tcp_x,tcp_y,dans_cible,th_brut_x,th_brut_y,hx,hy,hdx,hdy,hdyaw,hbouge
0.0000,-0.49296,-0.01969,-0.00378,-0.00453,0.00000,0.00000,1.90790,-0.00000,-0.00000,-0.03723,-0.04457,-0.00013,-0.00013,0.01259,0.86007,0,-0.00378,-0.00453,-0.07637,0.46634,-0.00319,-0.00130,0.00755,0
0.0020,-0.49296,-0.01969,-0.00378,-0.00453,0.00018,0.00020,1.90790,-0.00014,-0.00001,-0.03722,-0.04457,-0.00038,-0.00038,0.01258,0.86010,0,-0.00378,-0.00453,-0.07637,0.46634,-0.00319,-0.00130,0.00755,0
0.0040,-0.49296,-0.01969,-0.00378,-0.00453,0.00048,0.00051,1.90790,-0.00029,-0.00001,-0.03722,-0.04456,-0.00077,-0.00077,0.01263,0.86012,0,-0.00378,-0.00453,-0.07637,0.46634,-0.00319,-0.00130,0.00755,0
0.0060,-0.49296,-0.01969,-0.00378,-0.00453,0.00090,0.00094,1.90790,-0.00043,-0.00002,-0.03720,-0.04455,-0.00128,-0.00128,0.01257,0.86010,0,-0.00378,-0.00453,-0.07637,0.46634,-0.00319,-0.00130,0.00755,0
0.0080,-0.49296,-0.01969,-0.00378,-0.00452,0.00143,0.00149,1.90790,-0.00057,-0.00002,-0.03718,-0.04452,-0.00192,-0.00192,0.01258,0.86008,0,-0.00378,-0.00453,-0.07637,0.46634,-0.00319,-0.00130,0.00755,0
0.0100,-0.49296,-0.01969,-0.00377,-0.00452,0.00208,0.00215,1.90790,-0.00071,-0.00003,-0.03715,-0.04449,-0.00269,-0.00269,0.01258,0.86010,0,-0.00378,-0.00453,-0.07637,0.46634,-0.00319,-0.00130,0.00755,0
0.0120,-0.49296,-0.01969,-0.00377,-0.00452,0.00285,0.00293,1.90790,-0.00086,-0.00003,-0.03710,-0.04444,-0.00358,-0.00358,0.01259,0.86006,0,-0.00378,-0.00453,-0.07637,0.46634,-0.00319,-0.00130,0.00755,0
0.0140,-0.49296,-0.01969,-0.00376,-0.00451,0.00373,0.00382,1.90790,-0.00100,-0.00004,-0.03703,-0.04437,-0.00461,-0.00461,0.01262,0.86008,0,-0.00378,-0.00453,-0.07637,0.46634,-0.00319,-0.00130,0.00755,0
0.0160,-0.49296,-0.01969,-0.00376,-0.00450,0.00473,0.00483,1.90790,-0.00114,-0.00005,-0.03695,-0.04429,-0.00576,-0.00576,0.01257,0.86008,0,-0.00378,-0.00453,-0.07637,0.46634,-0.00319,-0.00130,0.00755,0
0.0180,-0.49296,-0.01969,-0.00374,-0.00449,0.00584,0.00596,1.90790,-0.00128,-0.00005,-0.03685,-0.04418,-0.00704,-0.00704,0.01253,0.86008,0,-0.00378,-0.00453,-0.07637,0.46634,-0.00319,-0.00130,0.00755,0
0.0200,-0.49296,-0.01969,-0.00373,-0.00448,0.00707,0.00720,1.90790,-0.00143,-0.00006,-0.03672,-0.04405,-0.00845,-0.00845,0.01257,0.86006,0,-0.00378,-0.00453,-0.07637,0.46634,-0.00319,-0.00130,0.00755,0
0.0220,-0.49296,-0.01969,-0.00372,-0.00446,0.00842,0.00856,1.90790,-0.00157,-0.00006,-0.03657,-0.04390,-0.00998,-0.00998,0.01251,0.86003,0,-0.00378,-0.00453,-0.07637,0.46634,-0.00319,-0.00130,0.00755,0
0.0240,-0.49296,-0.01969,-0.00370,-0.00444,0.00988,0.01004,1.90790,-0.00171,-0.00007,-0.03639,-0.04371,-0.01158,-0.01158,0.01248,0.86001,0,-0.00378,-0.00453,-0.07637,0.46634,-0.00319,-0.00130,0.00755,0
0.0260,-0.49296,-0.01969,-0.00368,-0.00442,0.01140,0.01157,1.90790,-0.00186,-0.00007,-0.03618,-0.04350,-0.01318,-0.01318,0.01247,0.86000,0,-0.00378,-0.00453,-0.07637,0.46634,-0.00319,-0.00130,0.00755,0
0.0280,-0.49296,-0.01969,-0.00365,-0.00440,0.01292,0.01311,1.90790,-0.00200,-0.00008,-0.03595,-0.04326,-0.01478,-0.01478,0.01239,0.86000,0,-0.00378,-0.00453,-0.07637,0.46634,-0.00319,-0.00130,0.00755,0
0.0300,-0.49296,-0.01969,-0.00362,-0.00437,0.01444,0.01464,1.90790,-0.00214,-0.00009,-0.03568,-0.04298,-0.01638,-0.01638,0.01241,0.85996,0,-0.00378,-0.00453,-0.07637,0.46634,-0.00319,-0.00130,0.00755,0
0.0320,-0.49296,-0.01969,-0.00359,-0.00434,0.01596,0.01617,1.90790,-0.00228,-0.00009,-0.03538,-0.04268,-0.01798,-0.01798,0.01238,0.85997,0,-0.00378,-0.00453,-0.07637,0.46634,-0.00319,-0.00130,0.00755,0
0.0340,-0.49296,-0.01969,-0.00356,-0.00430,0.01748,0.01770,1.90790,-0.00243,-0.00010,-0.03505,-0.04235,-0.01958,-0.01958,0.01236,0.85993,0,-0.00378,-0.00453,-0.07637,0.46634,-0.00319,-0.00130,0.00755,0
0.0360,-0.49296,-0.01969,-0.00352,-0.00427,0.01899,0.01923,1.90790,-0.00257,-0.00010,-0.03469,-0.04198,-0.02118,-0.02118,0.01232,0.85991,0,-0.00378,-0.00453,-0.07637,0.46634,-0.00319,-0.00130,0.00755,0
0.0380,-0.49296,-0.01969,-0.00348,-0.00423,0.02051,0.02076,1.90790,-0.00271,-0.00011,-0.03431,-0.04159,-0.02278,-0.02278,0.01230,0.85988,0,-0.00378,-0.00453,-0.07637,0.46634,-0.00319,-0.00130,0.00755,0
0.0400,-0.49296,-0.01969,-0.00344,-0.00418,0.02202,0.02229,1.90790,-0.00285,-0.00011,-0.03389,-0.04117,-0.02438,-0.02438,0.01225,0.85983,0,-0.00378,-0.00453,-0.07637,0.46634,-0.00319,-0.00130,0.00755,0
0.0421,-0.49296,-0.01969,-0.00340,-0.00414,0.02354,0.02382,1.90790,-0.00300,-0.00012,-0.03344,-0.04071,-0.02598,-0.02598,0.01225,0.85982,0,-0.00378,-0.00453,-0.07637,0.46634,-0.00319,-0.00130,0.00755,0
0.0441,-0.49296,-0.01969,-0.00335,-0.00409,0.02505,0.02535,1.90790,-0.00314,-0.00013,-0.03297,-0.04023,-0.02758,-0.02758,0.01222,0.85979,0,-0.00378,-0.00453,-0.07637,0.46634,-0.00319,-0.00130,0.00755,0
0.0461,-0.49296,-0.01969,-0.00330,-0.00404,0.02657,0.02687,1.90790,-0.00328,-0.00013,-0.03246,-0.03972,-0.02918,-0.02918,0.01213,0.85978,0,-0.00378,-0.00453,-0.07637,0.46634,-0.00319,-0.00130,0.00755,0
0.0481,-0.49296,-0.01969,-0.00324,-0.00398,0.02808,0.02840,1.90790,-0.00342,-0.00014,-0.03193,-0.03917,-0.03078,-0.03078,0.01210,0.85973,0,-0.00378,-0.00453,-0.07637,0.46634,-0.00319,-0.00130,0.00755,0
0.0501,-0.49296,-0.01969,-0.00318,-0.00392,0.02959,0.02992,1.90790,-0.00357,-0.00014,-0.03136,-0.03860,-0.03238,-0.03238,0.01204,0.85970,0,-0.00378,-0.00453,-0.07637,0.46634,-0.00319,-0.00130,0.00755,0
0.0521,-0.49296,-0.01969,-0.00312,-0.00386,0.03110,0.03144,1.90790,-0.00371,-0.00015,-0.03077,-0.03800,-0.03398,-0.03398,0.01198,0.85965,0,-0.00378,-0.00453,-0.07637,0.46634,-0.00319,-0.00130,0.00755,0
