t,height,roll_deg,pitch_deg,yaw_deg,x_cam,y_cam,z_cam,marker_id,height_relative_m,height_relative_mm
5.44751,0.59671,175.032,-2.15,-177.792,-0.10201,0.25099,0.59671,8,-0.00006331,-0.06331
5.48457,0.59546,175.2,-2.447,-177.954,-0.10171,0.25054,0.59546,8,0.00118669,1.18669
5.51399,0.59656,174.865,-1.993,-177.872,-0.10169,0.25063,0.59656,8,0.00008669,0.08669
5.54726,0.59647,175.126,-2.239,-177.755,-0.10218,0.25094,0.59647,8,0.00017669,0.17669
5.5827,0.59651,175.124,-2.237,-177.869,-0.10181,0.25101,0.59651,8,0.00013669,0.13669
5.61369,0.59578,175.18,-2.323,-177.941,-0.10177,0.25074,0.59578,8,0.00086669,0.86669
5.64563,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
5.68409,0.59651,175.124,-2.237,-177.869,-0.10181,0.25101,0.59651,8,0.00013669,0.13669
5.71491,0.59629,175.182,-2.22,-177.961,-0.10183,0.2506,0.59629,8,0.00035669,0.35669
5.7464,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8,0.00018669,0.18669
5.78521,0.59724,174.616,-1.841,-177.854,-0.10164,0.25082,0.59724,8,-0.00059331,-0.59331
5.8153,0.59676,175.029,-2.149,-177.904,-0.10196,0.25075,0.59676,8,-0.00011331,-0.11331
5.84592,0.59674,174.892,-2.157,-177.773,-0.10213,0.25095,0.59674,8,-0.00009331,-0.09331
5.88261,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
5.91416,0.59727,174.933,-1.92,-177.817,-0.10191,0.25093,0.59727,8,-0.00062331,-0.62331
5.94698,0.59755,174.612,-1.698,-177.842,-0.10171,0.25072,0.59755,8,-0.00090331,-0.90331
5.98434,0.59657,175.165,-2.097,-177.835,-0.10195,0.25104,0.59657,8,0.00007669,0.07669
6.01435,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
6.05202,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
6.08366,0.59648,174.949,-2.145,-177.922,-0.10173,0.25064,0.59648,8,0.00016669,0.16669
6.11562,0.59633,174.945,-2.1,-177.834,-0.10184,0.25089,0.59633,8,0.00031669,0.31669
6.15166,0.59633,174.945,-2.1,-177.834,-0.10184,0.25089,0.59633,8,0.00031669,0.31669
6.18388,0.59616,175.268,-2.374,-177.899,-0.10194,0.25084,0.59616,8,0.00048669,0.48669
6.21777,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8,0.00018669,0.18669
6.24961,0.59593,175.047,-2.375,-177.897,-0.10183,0.25069,0.59593,8,0.00071669,0.71669
