t,height,roll_deg,pitch_deg,yaw_deg,x_cam,y_cam,z_cam,marker_id
1.53485,0.54941,177.258,-0.666,-176.116,-0.05715,0.21609,0.54941,8
1.56904,0.54881,177.662,-0.952,-176.094,-0.05732,0.21621,0.54881,8
1.6042,0.54941,177.258,-0.666,-176.116,-0.05715,0.21609,0.54941,8
1.63683,0.54925,177.412,-0.565,-176.15,-0.05708,0.21613,0.54925,8
1.66746,0.5493,177.622,-0.727,-176.178,-0.05702,0.21619,0.5493,8
1.70434,0.54869,177.729,-1.01,-176.158,-0.05714,0.21623,0.54869,8
1.73555,0.54882,177.369,-0.942,-176.095,-0.05728,0.21613,0.54882,8
1.76697,0.54942,177.553,-0.673,-176.115,-0.0572,0.21616,0.54942,8
1.80526,0.54882,177.369,-0.942,-176.095,-0.05728,0.21613,0.54882,8
1.8367,0.54942,177.553,-0.673,-176.115,-0.0572,0.21616,0.54942,8
1.86682,0.54881,177.662,-0.952,-176.094,-0.05732,0.21621,0.54881,8
1.90326,0.54941,177.258,-0.666,-176.116,-0.05715,0.21609,0.54941,8
1.93492,0.54941,177.258,-0.666,-176.116,-0.05715,0.21609,0.54941,8
1.97252,0.54882,177.369,-0.942,-176.095,-0.05728,0.21613,0.54882,8
2.00505,0.54882,177.369,-0.942,-176.095,-0.05728,0.21613,0.54882,8
2.03507,0.54881,177.662,-0.952,-176.094,-0.05732,0.21621,0.54881,8
2.07354,0.54823,177.561,-1.059,-176.15,-0.05717,0.21598,0.54823,8
2.1044,0.54823,177.561,-1.059,-176.15,-0.05717,0.21598,0.54823,8
2.13653,0.54941,177.258,-0.666,-176.116,-0.05715,0.21609,0.54941,8
2.17341,0.54951,177.039,-0.662,-175.991,-0.05734,0.21628,0.54951,8
2.20428,0.54942,177.553,-0.673,-176.115,-0.0572,0.21616,0.54942,8
2.23507,0.54882,177.369,-0.942,-176.095,-0.05728,0.21613,0.54882,8
2.2731,0.54821,177.858,-1.074,-176.15,-0.05721,0.21605,0.54821,8
2.30481,0.54941,177.258,-0.666,-176.116,-0.05715,0.21609,0.54941,8
2.33501,0.54864,177.816,-0.855,-176.128,-0.05725,0.21624,0.54864,8
2.37207,0.54881,177.662,-0.952,-176.094,-0.05732,0.21621,0.54881,8
2.40298,0.54881,177.662,-0.952,-176.094,-0.05732,0.21621,0.54881,8
2.4414,0.54882,177.369,-0.942,-176.095,-0.05728,0.21613,0.54882,8
2.47377,0.54881,177.662,-0.952,-176.094,-0.05732,0.21621,0.54881,8
2.50469,0.54881,177.662,-0.952,-176.094,-0.05732,0.21621,0.54881,8
2.5414,0.54882,177.369,-0.942,-176.095,-0.05728,0.21613,0.54882,8
2.5731,0.54942,177.553,-0.673,-176.115,-0.0572,0.21616,0.54942,8
2.603,0.54882,177.369,-0.942,-176.095,-0.05728,0.21613,0.54882,8
2.63956,0.54882,177.369,-0.942,-176.095,-0.05728,0.21613,0.54882,8
2.67536,0.54881,177.662,-0.952,-176.094,-0.05732,0.21621,0.54881,8
2.70368,0.54809,177.924,-1.133,-176.214,-0.05703,0.21607,0.54809,8
2.74015,0.54882,177.369,-0.942,-176.095,-0.05728,0.21613,0.54882,8
2.77218,0.54864,177.816,-0.855,-176.128,-0.05725,0.21624,0.54864,8
2.8055,0.54881,177.662,-0.952,-176.094,-0.05732,0.21621,0.54881,8
2.83935,0.54881,177.662,-0.952,-176.094,-0.05732,0.21621,0.54881,8
2.8711,0.54882,177.369,-0.942,-176.095,-0.05728,0.21613,0.54882,8
2.90415,0.5487,177.438,-0.999,-176.158,-0.0571,0.21616,0.5487,8
2.94055,0.54881,177.662,-0.952,-176.094,-0.05732,0.21621,0.54881,8
2.97289,0.54882,177.369,-0.942,-176.095,-0.05728,0.21613,0.54882,8
3.00944,0.54881,177.662,-0.952,-176.094,-0.05732,0.21621,0.54881,8
3.03962,0.54942,177.553,-0.673,-176.115,-0.0572,0.21616,0.54942,8
3.07341,0.54942,177.553,-0.673,-176.115,-0.0572,0.21616,0.54942,8
3.11158,0.54882,177.369,-0.942,-176.095,-0.05728,0.21613,0.54882,8
3.13888,0.54882,177.369,-0.942,-176.095,-0.05728,0.21613,0.54882,8
3.17237,0.54942,177.553,-0.673,-176.115,-0.0572,0.21616,0.54942,8
3.20979,0.54941,177.258,-0.666,-176.116,-0.05715,0.21609,0.54941,8
3.23981,0.54941,177.258,-0.666,-176.116,-0.05715,0.21609,0.54941,8
3.2714,0.54882,177.369,-0.942,-176.095,-0.05728,0.21613,0.54882,8
3.30825,0.54881,177.662,-0.952,-176.094,-0.05732,0.21621,0.54881,8
3.33952,0.54941,177.258,-0.666,-176.116,-0.05715,0.21609,0.54941,8
3.37174,0.54919,177.064,-0.876,-176.115,-0.05724,0.21617,0.54919,8
3.40925,0.54881,177.662,-0.952,-176.094,-0.05732,0.21621,0.54881,8
3.43999,0.54882,177.369,-0.942,-176.095,-0.05728,0.21613,0.54882,8
3.47969,0.54885,177.582,-1.107,-176.124,-0.05721,0.2162,0.54885,8
3.50706,0.5487,177.438,-0.999,-176.158,-0.0571,0.21616,0.5487,8
3.54044,0.54882,177.369,-0.942,-176.095,-0.05728,0.21613,0.54882,8
3.57524,0.54882,177.369,-0.942,-176.095,-0.05728,0.21613,0.54882,8
3.60943,0.54869,177.729,-1.01,-176.158,-0.05714,0.21623,0.54869,8
3.6394,0.54882,177.369,-0.942,-176.095,-0.05728,0.21613,0.54882,8
3.6763,0.54882,177.369,-0.942,-176.095,-0.05728,0.21613,0.54882,8
3.70978,0.54823,177.561,-1.059,-176.15,-0.05717,0.21598,0.54823,8
3.74181,0.54882,177.369,-0.942,-176.095,-0.05728,0.21613,0.54882,8
3.77665,0.54882,177.369,-0.942,-176.095,-0.05728,0.21613,0.54882,8
3.808,0.54881,177.662,-0.952,-176.094,-0.05732,0.21621,0.54881,8
3.84175,0.54884,177.58,-0.847,-176.106,-0.05738,0.21624,0.54884,8
3.87748,0.54882,177.369,-0.942,-176.095,-0.05728,0.21613,0.54882,8
3.90843,0.54881,177.662,-0.952,-176.094,-0.05732,0.21621,0.54881,8
3.94178,0.54881,177.662,-0.952,-176.094,-0.05732,0.21621,0.54881,8
3.97711,0.54941,177.258,-0.666,-176.116,-0.05715,0.21609,0.54941,8
4.00852,0.54881,177.662,-0.952,-176.094,-0.05732,0.21621,0.54881,8
4.04478,0.54869,177.729,-1.01,-176.158,-0.05714,0.21623,0.54869,8
4.07656,0.5487,177.597,-0.948,-176.221,-0.05709,0.21593,0.5487,8
4.10868,0.54881,177.662,-0.952,-176.094,-0.05732,0.21621,0.54881,8
4.14474,0.54851,177.67,-1.006,-176.18,-0.05697,0.21617,0.54851,8
4.17714,0.54882,177.369,-0.942,-176.095,-0.05728,0.21613,0.54882,8
4.2088,0.54882,177.369,-0.942,-176.095,-0.05728,0.21613,0.54882,8
4.24431,0.54882,177.369,-0.942,-176.095,-0.05728,0.21613,0.54882,8
4.27495,0.54881,177.662,-0.952,-176.094,-0.05732,0.21621,0.54881,8
4.30986,0.54864,177.816,-0.855,-176.128,-0.05725,0.21624,0.54864,8
4.34536,0.54939,177.474,-0.836,-176.039,-0.05743,0.21636,0.54939,8
4.37467,0.55476,177.896,0.161,-176.263,-0.05799,0.21694,0.55476,8
4.47615,0.57883,178.354,4.36,-175.824,-0.03768,0.22015,0.57883,8
4.50901,0.5786,176.187,1.29,-176.03,-0.03257,0.21732,0.5786,8
4.54436,0.57735,179.627,1.165,-176.195,-0.03059,0.21818,0.57735,8
4.5774,0.57458,179.057,0.316,-176.839,-0.03083,0.21706,0.57458,8
4.61289,0.57788,174.603,-1.969,-176.457,-0.03142,0.21666,0.57788,8
4.64544,0.57782,173.906,-2.715,-176.458,-0.03158,0.21554,0.57782,8
4.67533,0.57821,172.601,-4.083,-176.021,-0.0321,0.2146,0.57821,8
4.71327,0.57779,174.3,-2.731,-176.294,-0.03189,0.21497,0.57779,8
4.74295,0.57705,174.745,-1.454,-176.504,-0.03156,0.21531,0.57705,8
4.77739,0.57572,175.175,-1.665,-176.688,-0.03134,0.21533,0.57572,8
4.81361,0.5764,175.625,-0.57,-176.746,-0.03096,0.21606,0.5764,8
4.84315,0.57482,177.141,-0.389,-176.808,-0.03092,0.21627,0.57482,8
4.87652,0.57512,176.774,-0.38,-176.839,-0.03118,0.21628,0.57512,8
4.91282,0.57511,176.755,-0.032,-176.817,-0.03107,0.21631,0.57511,8
4.94331,0.57465,176.871,-0.306,-176.898,-0.03117,0.21616,0.57465,8
4.97722,0.57544,176.912,0.242,-176.863,-0.03109,0.21626,0.57544,8
5.01388,0.57533,177.006,0.236,-176.814,-0.03097,0.21653,0.57533,8
5.04373,0.57359,178.058,-0.389,-176.924,-0.0313,0.21611,0.57359,8
5.08115,0.57483,176.708,-0.073,-176.846,-0.0312,0.21623,0.57483,8
5.11108,0.57488,176.703,-0.076,-176.956,-0.03084,0.21631,0.57488,8
5.1457,0.575,177.363,0.013,-176.822,-0.03127,0.21644,0.575,8
5.17965,0.57404,177.608,-0.135,-176.85,-0.03118,0.21648,0.57404,8
5.21348,0.57432,177.317,-0.139,-176.943,-0.03096,0.21653,0.57432,8
5.24491,0.57495,177.012,0.136,-176.905,-0.03114,0.21641,0.57495,8
5.28139,0.57423,176.993,-0.179,-176.954,-0.03093,0.21643,0.57423,8
5.31166,0.57432,177.317,-0.139,-176.943,-0.03096,0.21653,0.57432,8
5.34315,0.57511,176.755,-0.031,-176.817,-0.03138,0.21631,0.57511,8
5.38042,0.57521,177.077,0.011,-176.804,-0.03141,0.21642,0.57521,8
5.4111,0.57458,177.495,0.148,-176.878,-0.03103,0.21641,0.57458,8
5.44543,0.5746,177.361,-0.1,-176.914,-0.03113,0.21661,0.5746,8
5.481,0.57479,177.205,0.145,-176.861,-0.03117,0.21639,0.57479,8
5.51354,0.57439,177.149,-0.308,-176.805,-0.03139,0.21641,0.57439,8
5.54756,0.57531,177.087,0.419,-176.89,-0.03102,0.21631,0.57531,8
5.58001,0.57445,177.697,-0.029,-176.929,-0.03108,0.21642,0.57445,8
5.61229,0.57521,177.077,0.011,-176.804,-0.03141,0.21642,0.57521,8
5.64999,0.57493,177.032,-0.025,-176.833,-0.03124,0.21604,0.57493,8
5.67893,0.57434,177.234,-0.318,-176.866,-0.03121,0.21615,0.57434,8
5.71341,0.57459,177.497,0.153,-176.878,-0.03103,0.21611,0.57459,8
5.74872,0.57433,177.319,-0.131,-176.943,-0.03096,0.21593,0.57433,8
5.78163,0.57447,177.248,0.102,-176.951,-0.03082,0.21605,0.57447,8
5.81418,0.57426,177.824,0.084,-176.958,-0.03093,0.21607,0.57426,8
5.84957,0.57471,177.376,0.139,-176.982,-0.03082,0.21617,0.57471,8
5.87916,0.57434,177.234,-0.318,-176.866,-0.03121,0.21615,0.57434,8
5.91281,0.57454,177.581,0.148,-176.938,-0.03085,0.21615,0.57454,8
5.94791,0.57321,178.094,-0.432,-176.903,-0.03131,0.21599,0.57321,8
5.98148,0.57492,177.031,-0.03,-176.833,-0.03124,0.21634,0.57492,8
6.01233,0.5746,177.361,-0.1,-176.914,-0.03113,0.21661,0.5746,8
6.05096,0.5735,177.796,-0.439,-176.995,-0.03109,0.21636,0.5735,8
6.07988,0.57426,177.321,-0.137,-176.832,-0.03132,0.21646,0.57426,8
6.11883,0.57479,177.203,0.14,-176.861,-0.03117,0.21669,0.57479,8
6.14694,0.57479,177.205,0.145,-176.861,-0.03117,0.21639,0.57479,8
6.18173,0.57479,177.205,0.145,-176.861,-0.03117,0.21639,0.57479,8
6.21631,0.57482,177.621,0.184,-176.909,-0.03102,0.21653,0.57482,8
6.24912,0.57475,177.291,0.139,-176.921,-0.031,0.21643,0.57475,8
6.27941,0.57475,177.291,0.139,-176.921,-0.031,0.21643,0.57475,8
6.32061,0.57468,177.294,0.137,-176.811,-0.03136,0.21665,0.57468,8
6.34725,0.57508,177.248,0.186,-176.831,-0.03135,0.21647,0.57508,8
6.38687,0.57504,177.333,0.181,-176.892,-0.03117,0.21651,0.57504,8
6.41624,0.57544,177.208,0.043,-176.836,-0.03141,0.21654,0.57544,8
6.44967,0.57411,178.026,-0.101,-177.01,-0.03097,0.21608,0.57411,8
6.48034,0.57568,176.92,0.238,-176.835,-0.03148,0.21625,0.57568,8
6.51519,0.57563,176.634,0.238,-176.847,-0.03123,0.21623,0.57563,8
6.54929,0.57357,179.189,1.317,-177.076,-0.03083,0.21641,0.57357,8
6.58838,0.57426,178.924,1.865,-176.99,-0.03083,0.21661,0.57426,8
6.61486,0.57426,178.509,1.767,-177.063,-0.03063,0.21656,0.57426,8
6.64832,0.57502,178.618,2.225,-177.001,-0.03062,0.21662,0.57502,8
6.68539,0.5743,178.42,1.569,-176.991,-0.03088,0.21679,0.5743,8
6.71592,0.57339,179.005,1.486,-177.0,-0.0308,0.2166,0.57339,8
6.74822,0.57474,177.981,1.804,-177.036,-0.03072,0.21662,0.57474,8
6.78474,0.5743,178.42,1.569,-176.991,-0.03088,0.21679,0.5743,8
6.81809,0.5743,178.42,1.569,-176.991,-0.03088,0.21679,0.5743,8
6.84944,0.57455,178.114,1.564,-176.977,-0.03104,0.21678,0.57455,8
6.88712,0.5745,178.294,1.814,-177.049,-0.03056,0.21664,0.5745,8
6.91531,0.57375,178.526,1.256,-176.966,-0.03103,0.21685,0.57375,8
6.94748,0.5745,178.294,1.814,-177.049,-0.03056,0.21664,0.5745,8
6.98713,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
7.01517,0.57324,178.817,1.212,-177.124,-0.03065,0.21655,0.57324,8
7.05092,0.5745,178.294,1.814,-177.049,-0.03056,0.21664,0.5745,8
7.08427,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
7.11699,0.5743,178.42,1.569,-176.991,-0.03088,0.21679,0.5743,8
7.15334,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
7.18421,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
7.21639,0.5745,178.294,1.814,-177.049,-0.03056,0.21664,0.5745,8
7.25347,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
7.28546,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
7.3171,0.5743,178.42,1.569,-176.991,-0.03088,0.21679,0.5743,8
7.35305,0.57419,178.697,1.863,-177.008,-0.03059,0.21662,0.57419,8
7.38449,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
7.41601,0.5745,178.294,1.814,-177.049,-0.03056,0.21664,0.5745,8
7.45309,0.5745,178.294,1.814,-177.049,-0.03056,0.21664,0.5745,8
7.48342,0.5745,178.294,1.814,-177.049,-0.03056,0.21664,0.5745,8
7.51639,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
7.55366,0.5745,178.294,1.814,-177.049,-0.03056,0.21664,0.5745,8
7.58532,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
7.62099,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
7.65325,0.5743,178.42,1.569,-176.991,-0.03088,0.21679,0.5743,8
7.68421,0.5743,178.346,1.544,-176.934,-0.03106,0.21674,0.5743,8
7.72138,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
7.75164,0.5745,178.294,1.814,-177.049,-0.03056,0.21664,0.5745,8
7.78386,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
7.82394,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
7.85102,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
7.88517,0.5745,178.294,1.814,-177.049,-0.03056,0.21664,0.5745,8
7.92029,0.5743,178.42,1.569,-176.991,-0.03088,0.21679,0.5743,8
7.95301,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
7.984,0.5745,178.294,1.814,-177.049,-0.03056,0.21664,0.5745,8
8.02232,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
8.0531,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
8.08565,0.57399,178.321,1.489,-176.966,-0.03089,0.21667,0.57399,8
8.12025,0.5743,178.42,1.569,-176.991,-0.03088,0.21679,0.5743,8
8.15262,0.5743,178.42,1.569,-176.991,-0.03088,0.21679,0.5743,8
8.18859,0.5745,178.294,1.814,-177.049,-0.03056,0.21664,0.5745,8
8.22001,0.57391,178.062,1.451,-177.041,-0.03069,0.21662,0.57391,8
8.25422,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
8.28919,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
8.3205,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
8.35112,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
8.38877,0.5743,178.42,1.569,-176.991,-0.03088,0.21679,0.5743,8
8.42433,0.57375,178.526,1.256,-176.966,-0.03103,0.21685,0.57375,8
8.45134,0.5745,178.294,1.814,-177.049,-0.03056,0.21664,0.5745,8
8.49103,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
8.51905,0.57399,178.321,1.489,-176.966,-0.03089,0.21667,0.57399,8
8.55117,0.5745,178.294,1.814,-177.049,-0.03056,0.21664,0.5745,8
8.59161,0.5745,178.294,1.814,-177.049,-0.03056,0.21664,0.5745,8
8.62111,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
8.65688,0.5743,178.42,1.569,-176.991,-0.03088,0.21679,0.5743,8
8.68829,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
8.72171,0.5743,178.42,1.569,-176.991,-0.03088,0.21679,0.5743,8
8.75636,0.5745,178.215,1.782,-176.993,-0.03074,0.21659,0.5745,8
8.78833,0.5743,178.42,1.569,-176.991,-0.03088,0.21679,0.5743,8
8.81979,0.5743,178.42,1.569,-176.991,-0.03088,0.21679,0.5743,8
8.85592,0.5745,178.294,1.814,-177.049,-0.03056,0.21664,0.5745,8
8.89132,0.5743,178.42,1.569,-176.991,-0.03088,0.21679,0.5743,8
8.91973,0.5745,178.294,1.814,-177.049,-0.03056,0.21664,0.5745,8
8.95605,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
8.98771,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
9.02531,0.5745,178.294,1.814,-177.049,-0.03056,0.21664,0.5745,8
9.05502,0.57419,178.697,1.863,-177.008,-0.03059,0.21662,0.57419,8
9.08777,0.57372,178.615,1.456,-177.038,-0.03078,0.21663,0.57372,8
9.11992,0.57367,178.792,1.553,-176.983,-0.03074,0.21668,0.57367,8
9.15659,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
9.18714,0.57355,178.839,1.26,-177.092,-0.03082,0.21663,0.57355,8
9.22387,0.5743,178.42,1.569,-176.991,-0.03088,0.21679,0.5743,8
9.25644,0.5745,178.294,1.814,-177.049,-0.03056,0.21664,0.5745,8
9.32422,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
9.35517,0.5743,178.42,1.569,-176.991,-0.03088,0.21679,0.5743,8
9.38733,0.5743,178.346,1.544,-176.934,-0.03106,0.21674,0.5743,8
9.42527,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
9.45524,0.5745,178.294,1.814,-177.049,-0.03056,0.21664,0.5745,8
9.48714,0.5745,178.294,1.814,-177.049,-0.03056,0.21664,0.5745,8
9.52595,0.5743,178.42,1.569,-176.991,-0.03088,0.21679,0.5743,8
9.55532,0.57482,178.316,1.874,-177.017,-0.03074,0.21672,0.57482,8
9.5874,0.5745,178.294,1.814,-177.049,-0.03056,0.21664,0.5745,8
9.62584,0.5745,178.294,1.814,-177.049,-0.03056,0.21664,0.5745,8
9.65588,0.57355,178.839,1.26,-177.092,-0.03082,0.21663,0.57355,8
9.69327,0.57398,178.397,1.514,-177.023,-0.03071,0.21671,0.57398,8
9.72323,0.5743,178.42,1.569,-176.991,-0.03088,0.21679,0.5743,8
9.75517,0.5743,178.42,1.569,-176.991,-0.03088,0.21679,0.5743,8
9.79431,0.5745,178.215,1.782,-176.993,-0.03074,0.21659,0.5745,8
9.82596,0.57398,178.812,1.607,-176.951,-0.03091,0.21676,0.57398,8
9.85587,0.57391,178.062,1.451,-177.041,-0.03069,0.21662,0.57391,8
9.89386,0.57372,178.543,1.432,-176.982,-0.03096,0.21659,0.57372,8
9.92521,0.5743,178.42,1.569,-176.991,-0.03088,0.21679,0.5743,8
9.95728,0.57442,177.957,1.744,-177.068,-0.03054,0.21654,0.57442,8
9.99144,0.5745,178.294,1.814,-177.049,-0.03056,0.21664,0.5745,8
10.02347,0.5743,178.42,1.569,-176.991,-0.03088,0.21679,0.5743,8
