t,v_cmd,v_mes,x_rel
5.4489,-0.04936,-0.04889,0.01875
5.4569,-0.04954,-0.04889,0.01835
5.4649,-0.04970,-0.04936,0.01796
5.4729,-0.04982,-0.04936,0.01756
5.4809,-0.04991,-0.04970,0.01717
5.4889,-0.04997,-0.04970,0.01677
5.4969,-0.05000,-0.04991,0.01637
5.5049,-0.04999,-0.04991,0.01597
5.5129,-0.04996,-0.05000,0.01557
5.5209,-0.04989,-0.05000,0.01517
5.5289,-0.04979,-0.04996,0.01477
5.5370,-0.04966,-0.04996,0.01437
5.5450,-0.04950,-0.04979,0.01397
5.5530,-0.04931,-0.04979,0.01357
5.5610,-0.04909,-0.04950,0.01318
5.5690,-0.04883,-0.04950,0.01278
5.5770,-0.04855,-0.04909,0.01239
5.5850,-0.04823,-0.04909,0.01239
5.5930,-0.04788,-0.04909,0.01200
5.6010,-0.04751,-0.04855,0.01161
5.6090,-0.04710,-0.04855,0.01122
5.6170,-0.04666,-0.04751,0.01084
5.6250,-0.04619,-0.04751,0.01046
5.6330,-0.04570,-0.04666,0.01009
5.6410,-0.04517,-0.04666,0.00971
5.6490,-0.04462,-0.04570,0.00935
5.6570,-0.04404,-0.04570,0.00898
5.6650,-0.04343,-0.04462,0.00862
5.6730,-0.04279,-0.04462,0.00827
5.6810,-0.04213,-0.04343,0.00792
5.6891,-0.04144,-0.04343,0.00757
5.6971,-0.04072,-0.04213,0.00723
5.7051,-0.03998,-0.04213,0.00690
5.7131,-0.03921,-0.04072,0.00657
5.7211,-0.03842,-0.04072,0.00624
5.7291,-0.03760,-0.03921,0.00593
5.7371,-0.03676,-0.03921,0.00562
5.7451,-0.03590,-0.03760,0.00531
5.7531,-0.03501,-0.03760,0.00501
5.7611,-0.03410,-0.03590,0.00472
5.7691,-0.03317,-0.03590,0.00444
5.7771,-0.03222,-0.03410,0.00416
5.7851,-0.03125,-0.03410,0.00389
5.7931,-0.03026,-0.03222,0.00363
5.8011,-0.02925,-0.03222,0.00337
5.8091,-0.02822,-0.03026,0.00313
5.8171,-0.02717,-0.03026,0.00289
5.8251,-0.02611,-0.02822,0.00266
5.8331,-0.02503,-0.02822,0.00266
5.8411,-0.02393,-0.02822,0.00243
5.8491,-0.02282,-0.02611,0.00222
5.8572,-0.02169,-0.02611,0.00201
5.8652,-0.02055,-0.02282,0.00182
5.8732,-0.01940,-0.02282,0.00164
5.8812,-0.01824,-0.02055,0.00147
5.8892,-0.01706,-0.02055,0.00131
5.8972,-0.01587,-0.01824,0.00116
5.9052,-0.01467,-0.01824,0.00102
5.9132,-0.01347,-0.01587,0.00089
5.9212,-0.01225,-0.01587,0.00076
5.9292,-0.01103,-0.01347,0.00065
5.9372,-0.00980,-0.01347,0.00054
5.9452,-0.00857,-0.01103,0.00045
5.9532,-0.00732,-0.01103,0.00036
5.9612,-0.00608,-0.00857,0.00029
5.9692,-0.00483,-0.00857,0.00022
5.9772,-0.00358,-0.00608,0.00017
5.9852,-0.00232,-0.00608,0.00012
5.9932,-0.00106,-0.00358,0.00009
6.0012,0.00019,-0.00358,0.00006
6.0092,0.00145,-0.00106,0.00005
6.0172,0.00271,-0.00106,0.00004
6.0252,0.00396,0.00145,0.00005
6.0332,0.00521,0.00145,0.00006
6.0413,0.00646,0.00396,0.00009
6.0493,0.00771,0.00396,0.00012
6.0573,0.00895,0.00646,0.00017
6.0653,0.01018,0.00646,0.00022
6.0733,0.01141,0.00895,0.00029
6.0813,0.01263,0.00895,0.00029
6.0893,0.01384,0.00895,0.00036
6.0973,0.01504,0.01141,0.00045
6.1053,0.01624,0.01141,0.00054
6.1133,0.01742,0.01504,0.00065
6.1213,0.01859,0.01504,0.00077
6.1293,0.01975,0.01742,0.00091
6.1373,0.02090,0.01742,0.00105
6.1453,0.02204,0.01975,0.00121
6.1533,0.02316,0.01975,0.00136
6.1613,0.02427,0.02204,0.00154
6.1693,0.02536,0.02204,0.00171
6.1773,0.02643,0.02427,0.00191
6.1853,0.02749,0.02427,0.00210
6.1933,0.02853,0.02643,0.00231
6.2013,0.02956,0.02643,0.00252
6.2093,0.03056,0.02853,0.00275
6.2173,0.03155,0.02853,0.00297
6.2253,0.03251,0.03056,0.00322
6.2333,0.03346,0.03056,0.00346
6.2413,0.03438,0.03251,0.00372
6.2493,0.03528,0.03251,0.00398
6.2574,0.03616,0.03438,0.00425
6.2654,0.03702,0.03438,0.00453
6.2734,0.03785,0.03616,0.00482
6.2814,0.03866,0.03616,0.00511
6.2894,0.03945,0.03785,0.00541
6.2974,0.04021,0.03785,0.00571
6.3054,0.04094,0.03945,0.00602
6.3134,0.04165,0.03945,0.00634
6.3214,0.04233,0.04094,0.00667
6.3294,0.04299,0.04094,0.00699
6.3374,0.04362,0.04094,0.00699
6.3454,0.04422,0.04233,0.00733
6.3534,0.04479,0.04233,0.00767
6.3614,0.04534,0.04362,0.00802
6.3694,0.04585,0.04362,0.00837
6.3774,0.04634,0.04534,0.00873
6.3854,0.04680,0.04534,0.00909
6.3934,0.04722,0.04634,0.00946
6.4014,0.04762,0.04634,0.00983
6.4094,0.04799,0.04722,0.01021
6.4174,0.04833,0.04722,0.01059
6.4254,0.04863,0.04799,0.01097
6.4334,0.04891,0.04799,0.01135
6.4414,0.04916,0.04863,0.01174
6.4494,0.04937,0.04863,0.01213
6.4575,0.04955,0.04916,0.01253
6.4655,0.04971,0.04916,0.01292
6.4735,0.04983,0.04955,0.01331
6.4815,0.04992,0.04955,0.01371
6.4895,0.04997,0.04983,0.01411
6.4975,0.05000,0.04983,0.01451
6.5055,0.04999,0.04997,0.01491
6.5135,0.04996,0.04997,0.01531
6.5215,0.04989,0.04999,0.01571
6.5295,0.04979,0.04999,0.01611
6.5375,0.04965,0.04989,0.01651
6.5455,0.04949,0.04989,0.01691
6.5535,0.04930,0.04965,0.01730
6.5615,0.04907,0.04965,0.01770
6.5695,0.04881,0.04930,0.01810
6.5775,0.04852,0.04930,0.01849
6.5855,0.04821,0.04930,0.01849
6.5935,0.04786,0.04881,0.01888
6.6015,0.04748,0.04881,0.01927
6.6095,0.04707,0.04786,0.01965
6.6175,0.04663,0.04786,0.02004
6.6255,0.04616,0.04707,0.02041
6.6335,0.04566,0.04707,0.02079
6.6415,0.04514,0.04616,0.02116
6.6495,0.04458,0.04616,0.02153
6.6575,0.04400,0.04514,0.02189
6.6655,0.04339,0.04514,0.02225
6.6735,0.04275,0.04400,0.02260
6.6816,0.04209,0.04400,0.02296
6.6896,0.04139,0.04275,0.02330
6.6976,0.04067,0.04275,0.02364
6.7056,0.03993,0.04139,0.02397
6.7136,0.03916,0.04139,0.02430
6.7216,0.03837,0.03993,0.02462
6.7296,0.03755,0.03993,0.02494
6.7376,0.03671,0.03837,0.02525
6.7456,0.03584,0.03837,0.02556
6.7536,0.03495,0.03671,0.02585
6.7616,0.03404,0.03671,0.02615
6.7696,0.03311,0.03495,0.02643
6.7776,0.03216,0.03495,0.02671
6.7856,0.03119,0.03311,0.02698
6.7936,0.03019,0.03311,0.02698
6.8016,0.02918,0.03311,0.02724
6.8096,0.02815,0.03119,0.02749
6.8176,0.02710,0.03119,0.02774
6.8256,0.02604,0.02815,0.02797
6.8336,0.02496,0.02815,0.02820
6.8417,0.02386,0.02604,0.02841
6.8497,0.02275,0.02604,0.02862
6.8577,0.02162,0.02386,0.02881
6.8657,0.02048,0.02386,0.02900
6.8737,0.01933,0.02162,0.02917
6.8817,0.01816,0.02162,0.02935
6.8897,0.01698,0.01933,0.02950
6.8977,0.01580,0.01933,0.02966
6.9057,0.01460,0.01698,0.02980
6.9137,0.01339,0.01698,0.02993
6.9217,0.01218,0.01460,0.03005
6.9297,0.01095,0.01460,0.03017
6.9377,0.00972,0.01218,0.03027
6.9457,0.00849,0.01218,0.03037
6.9537,0.00725,0.00972,0.03045
6.9617,0.00600,0.00972,0.03053
6.9697,0.00475,0.00725,0.03059
6.9777,0.00350,0.00725,0.03065
6.9857,0.00224,0.00475,0.03069
6.9937,0.00099,0.00475,0.03073
7.0017,-0.00027,0.00224,0.03075
7.0097,-0.00153,0.00224,0.03076
7.0177,-0.00278,-0.00027,0.03077
7.0257,-0.00404,-0.00027,0.03076
7.0337,-0.00529,-0.00278,0.03074
7.0417,-0.00654,-0.00278,0.03072
7.0497,-0.00778,-0.00278,0.03072
7.0577,-0.00902,-0.00529,0.03068
7.0658,-0.01026,-0.00529,0.03064
7.0738,-0.01148,-0.00778,0.03058
7.0818,-0.01270,-0.00778,0.03052
7.0898,-0.01391,-0.01148,0.03043
7.0978,-0.01512,-0.01148,0.03034
7.1058,-0.01631,-0.01391,0.03023
7.1138,-0.01749,-0.01391,0.03012
7.1218,-0.01867,-0.01631,0.02999
7.1298,-0.01983,-0.01631,0.02986
7.1378,-0.02097,-0.01867,0.02972
7.1458,-0.02211,-0.01867,0.02957
7.1538,-0.02323,-0.02097,0.02940
7.1618,-0.02433,-0.02097,0.02924
7.1698,-0.02542,-0.02323,0.02905
7.1778,-0.02650,-0.02323,0.02887
7.1858,-0.02756,-0.02542,0.02867
7.1938,-0.02860,-0.02542,0.02846
7.2018,-0.02962,-0.02756,0.02824
7.2099,-0.03063,-0.02756,0.02802
7.2179,-0.03161,-0.02962,0.02779
7.2259,-0.03258,-0.02962,0.02755
7.2339,-0.03352,-0.03161,0.02730
7.2419,-0.03444,-0.03161,0.02705
7.2499,-0.03534,-0.03352,0.02678
7.2579,-0.03622,-0.03352,0.02651
7.2659,-0.03708,-0.03534,0.02623
7.2739,-0.03791,-0.03534,0.02595
7.2819,-0.03872,-0.03534,0.02595
7.2899,-0.03950,-0.03708,0.02565
7.2979,-0.04026,-0.03708,0.02536
7.3059,-0.04099,-0.03872,0.02505
7.3139,-0.04170,-0.03872,0.02474
7.3219,-0.04238,-0.04099,0.02441
7.3299,-0.04303,-0.04099,0.02409
7.3379,-0.04366,-0.04238,0.02375
7.3460,-0.04426,-0.04238,0.02341
7.3540,-0.04483,-0.04366,0.02306
7.3620,-0.04537,-0.04366,0.02271
7.3700,-0.04589,-0.04483,0.02235
7.3780,-0.04637,-0.04483,0.02199
7.3860,-0.04683,-0.04589,0.02163
7.3940,-0.04725,-0.04589,0.02126
7.4020,-0.04765,-0.04683,0.02089
7.4100,-0.04801,-0.04683,0.02051
7.4180,-0.04835,-0.04765,0.02013
7.4260,-0.04865,-0.04765,0.01975
7.4340,-0.04893,-0.04835,0.01936
7.4420,-0.04917,-0.04835,0.01898
7.4500,-0.04938,-0.04893,0.01859
7.4580,-0.04957,-0.04893,0.01819
7.4660,-0.04972,-0.04938,0.01780
7.4740,-0.04983,-0.04938,0.01740
7.4820,-0.04992,-0.04972,0.01701
7.4900,-0.04998,-0.04972,0.01661
7.4980,-0.05000,-0.04992,0.01621
7.5060,-0.04999,-0.04992,0.01581
7.5140,-0.04995,-0.05000,0.01541
7.5220,-0.04988,-0.05000,0.01501
7.5300,-0.04978,-0.04995,0.01461
7.5380,-0.04964,-0.04995,0.01461
7.5460,-0.04948,-0.04995,0.01421
7.5541,-0.04928,-0.04978,0.01381
7.5621,-0.04905,-0.04978,0.01341
7.5701,-0.04879,-0.04928,0.01302
7.5781,-0.04850,-0.04928,0.01263
7.5861,-0.04818,-0.04879,0.01224
7.5941,-0.04783,-0.04879,0.01184
7.6021,-0.04745,-0.04818,0.01146
7.6101,-0.04704,-0.04818,0.01107
7.6181,-0.04660,-0.04745,0.01069
7.6261,-0.04613,-0.04745,0.01031
7.6341,-0.04563,-0.04660,0.00994
7.6421,-0.04510,-0.04660,0.00957
7.6501,-0.04454,-0.04563,0.00920
7.6581,-0.04396,-0.04563,0.00884
7.6661,-0.04335,-0.04454,0.00848
7.6741,-0.04271,-0.04454,0.00812
7.6821,-0.04204,-0.04335,0.00778
7.6901,-0.04134,-0.04335,0.00743
7.6981,-0.04062,-0.04204,0.00709
7.7061,-0.03988,-0.04204,0.00676
7.7141,-0.03911,-0.04062,0.00643
7.7221,-0.03831,-0.04062,0.00611
7.7301,-0.03749,-0.03911,0.00579
7.7381,-0.03665,-0.03911,0.00548
7.7461,-0.03578,-0.03749,0.00518
7.7541,-0.03489,-0.03749,0.00488
7.7621,-0.03398,-0.03578,0.00459
7.7701,-0.03305,-0.03578,0.00430
7.7781,-0.03209,-0.03398,0.00403
7.7862,-0.03112,-0.03398,0.00376
7.7942,-0.03013,-0.03209,0.00350
7.8022,-0.02911,-0.03209,0.00350
7.8102,-0.02808,-0.03209,0.00324
7.8182,-0.02703,-0.03013,0.00300
7.8262,-0.02597,-0.03013,0.00276
7.8342,-0.02488,-0.02703,0.00254
7.8422,-0.02379,-0.02703,0.00232
7.8502,-0.02267,-0.02488,0.00212
7.8582,-0.02154,-0.02488,0.00192
7.8662,-0.02040,-0.02267,0.00174
7.8742,-0.01925,-0.02267,0.00156
7.8822,-0.01808,-0.02040,0.00139
7.8902,-0.01690,-0.02040,0.00123
7.8982,-0.01572,-0.01808,0.00108
7.9062,-0.01452,-0.01808,0.00094
7.9142,-0.01331,-0.01572,0.00081
7.9222,-0.01209,-0.01572,0.00068
7.9302,-0.01087,-0.01331,0.00057
7.9383,-0.00964,-0.01331,0.00046
7.9463,-0.00840,-0.01087,0.00038
7.9543,-0.00716,-0.01087,0.00029
7.9623,-0.00591,-0.00840,0.00022
7.9703,-0.00466,-0.00840,0.00015
7.9783,-0.00341,-0.00591,0.00010
7.9863,-0.00216,-0.00591,0.00005
7.9943,-0.00090,-0.00341,0.00002
8.0023,0.00036,-0.00341,-0.00000
8.0103,0.00162,-0.00090,-0.00002
8.0183,0.00287,-0.00090,-0.00002
8.0263,0.00413,0.00162,-0.00001
8.0343,0.00538,0.00162,0.00000
8.0423,0.00663,0.00413,0.00003
8.0503,0.00787,0.00413,0.00003
8.0583,0.00911,0.00413,0.00006
8.0663,0.01034,0.00663,0.00011
8.0743,0.01157,0.00663,0.00017
8.0823,0.01279,0.01034,0.00024
8.0903,0.01400,0.01034,0.00032
8.0983,0.01520,0.01279,0.00042
8.1063,0.01639,0.01279,0.00053
8.1143,0.01758,0.01520,0.00064
8.1223,0.01875,0.01520,0.00077
8.1303,0.01991,0.01758,0.00090
8.1383,0.02105,0.01758,0.00104
8.1463,0.02219,0.01991,0.00120
8.1544,0.02331,0.01991,0.00136
8.1624,0.02441,0.02219,0.00154
8.1704,0.02550,0.02219,0.00171
8.1784,0.02657,0.02441,0.00191
8.1864,0.02763,0.02441,0.00210
8.1944,0.02867,0.02657,0.00231
8.2024,0.02969,0.02657,0.00252
8.2104,0.03069,0.02867,0.00275
8.2184,0.03167,0.02867,0.00298
8.2264,0.03264,0.03069,0.00322
8.2344,0.03358,0.03069,0.00347
8.2424,0.03450,0.03264,0.00373
8.2504,0.03540,0.03264,0.00399
8.2584,0.03628,0.03450,0.00426
8.2664,0.03713,0.03450,0.00454
8.2744,0.03796,0.03628,0.00483
8.2825,0.03877,0.03628,0.00512
8.2905,0.03955,0.03796,0.00542
8.2985,0.04031,0.03796,0.00542
8.3065,0.04104,0.03796,0.00573
8.3145,0.04175,0.03955,0.00604
8.3225,0.04242,0.03955,0.00636
8.3305,0.04308,0.04175,0.00669
8.3385,0.04370,0.04175,0.00702
8.3465,0.04430,0.04308,0.00737
8.3545,0.04487,0.04308,0.00771
8.3625,0.04541,0.04430,0.00806
8.3705,0.04592,0.04430,0.00842
8.3785,0.04640,0.04541,0.00878
8.3865,0.04686,0.04541,0.00914
8.3945,0.04728,0.04640,0.00952
8.4025,0.04767,0.04640,0.00989
8.4105,0.04804,0.04728,0.01026
8.4185,0.04837,0.04728,0.01064
8.4265,0.04867,0.04804,0.01103
8.4345,0.04895,0.04804,0.01141
8.4425,0.04919,0.04867,0.01180
8.4505,0.04940,0.04867,0.01219
8.4586,0.04958,0.04919,0.01258
8.4666,0.04972,0.04919,0.01298
8.4746,0.04984,0.04958,0.01337
8.4826,0.04992,0.04958,0.01377
8.4906,0.04998,0.04984,0.01417
8.4986,0.05000,0.04984,0.01457
8.5066,0.04999,0.04998,0.01497
8.5146,0.04995,0.04998,0.01537
8.5226,0.04987,0.04999,0.01577
8.5306,0.04977,0.04999,0.01617
8.5386,0.04963,0.04987,0.01657
8.5466,0.04947,0.04987,0.01657
8.5546,0.04927,0.04987,0.01696
8.5626,0.04904,0.04963,0.01736
8.5706,0.04878,0.04963,0.01776
8.5786,0.04848,0.04927,0.01815
8.5866,0.04816,0.04927,0.01855
8.5946,0.04781,0.04848,0.01894
8.6026,0.04742,0.04848,0.01932
8.6106,0.04701,0.04781,0.01971
8.6186,0.04657,0.04781,0.02009
8.6266,0.04610,0.04701,0.02046
8.6346,0.04559,0.04701,0.02084
8.6426,0.04506,0.04610,0.02121
8.6506,0.04451,0.04610,0.02158
8.6586,0.04392,0.04506,0.02194
8.6666,0.04330,0.04506,0.02230
8.6746,0.04266,0.04392,0.02265
8.6826,0.04199,0.04392,0.02300
8.6906,0.04130,0.04266,0.02335
8.6986,0.04058,0.04266,0.02369
8.7066,0.03983,0.04130,0.02402
8.7147,0.03906,0.04130,0.02435
8.7227,0.03826,0.03983,0.02467
8.7307,0.03744,0.03983,0.02499
8.7387,0.03659,0.03826,0.02529
8.7467,0.03572,0.03826,0.02560
8.7547,0.03483,0.03659,0.02589
8.7627,0.03392,0.03659,0.02619
8.7707,0.03299,0.03483,0.02647
8.7787,0.03203,0.03483,0.02675
8.7867,0.03105,0.03299,0.02701
8.7947,0.03006,0.03299,0.02728
8.8027,0.02905,0.03105,0.02753
8.8107,0.02801,0.03105,0.02753
8.8187,0.02696,0.03105,0.02777
8.8267,0.02590,0.02905,0.02801
8.8347,0.02481,0.02905,0.02824
8.8427,0.02371,0.02590,0.02845
8.8507,0.02260,0.02590,0.02866
8.8587,0.02147,0.02371,0.02885
8.8667,0.02033,0.02371,0.02904
8.8747,0.01917,0.02147,0.02922
8.8827,0.01801,0.02147,0.02939
8.8907,0.01683,0.01917,0.02954
8.8987,0.01564,0.01917,0.02970
8.9067,0.01444,0.01683,0.02983
8.9147,0.01323,0.01683,0.02997
8.9227,0.01202,0.01444,0.03009
8.9307,0.01079,0.01444,0.03020
8.9387,0.00956,0.01202,0.03030
8.9468,0.00833,0.01202,0.03040
8.9548,0.00708,0.00956,0.03048
8.9628,0.00584,0.00956,0.03055
8.9708,0.00459,0.00708,0.03061
8.9788,0.00333,0.00708,0.03067
8.9868,0.00208,0.00459,0.03071
8.9948,0.00082,0.00459,0.03075
9.0028,-0.00044,0.00208,0.03077
9.0108,-0.00169,0.00208,0.03078
9.0188,-0.00295,-0.00044,0.03078
9.0268,-0.00420,-0.00044,0.03078
9.0348,-0.00546,-0.00044,0.03078
9.0428,-0.00670,-0.00295,0.03076
9.0508,-0.00795,-0.00295,0.03074
9.0588,-0.00919,-0.00546,0.03070
9.0668,-0.01042,-0.00546,0.03065
9.0748,-0.01165,-0.00919,0.03059
9.0828,-0.01287,-0.00919,0.03051
9.0908,-0.01408,-0.01165,0.03042
9.0988,-0.01528,-0.01165,0.03033
9.1068,-0.01647,-0.01408,0.03022
9.1149,-0.01765,-0.01408,0.03011
9.1229,-0.01882,-0.01647,0.02998
9.1309,-0.01998,-0.01647,0.02985
9.1389,-0.02113,-0.01882,0.02970
9.1469,-0.02226,-0.01882,0.02955
9.1549,-0.02338,-0.02113,0.02938
9.1629,-0.02448,-0.02113,0.02921
9.1709,-0.02557,-0.02338,0.02903
9.1789,-0.02664,-0.02338,0.02884
9.1869,-0.02770,-0.02557,0.02864
9.1949,-0.02874,-0.02557,0.02843
9.2029,-0.02976,-0.02770,0.02821
9.2109,-0.03076,-0.02770,0.02799
9.2189,-0.03174,-0.02976,0.02776
9.2269,-0.03270,-0.02976,0.02752
9.2350,-0.03365,-0.03174,0.02727
9.2430,-0.03457,-0.03174,0.02701
9.2510,-0.03547,-0.03365,0.02675
9.2590,-0.03634,-0.03365,0.02648
9.2670,-0.03719,-0.03547,0.02619
9.2750,-0.03802,-0.03547,0.02591
9.2830,-0.03882,-0.03719,0.02561
9.2910,-0.03960,-0.03719,0.02561
9.2990,-0.04036,-0.03719,0.02532
9.3070,-0.04109,-0.03882,0.02501
9.3150,-0.04179,-0.03882,0.02470
9.3230,-0.04247,-0.04109,0.02437
9.3310,-0.04312,-0.04109,0.02404
9.3390,-0.04374,-0.04247,0.02370
9.3470,-0.04434,-0.04247,0.02336
9.3550,-0.04490,-0.04374,0.02301
9.3630,-0.04544,-0.04374,0.02266
9.3710,-0.04595,-0.04490,0.02231
9.3791,-0.04643,-0.04490,0.02195
9.3871,-0.04689,-0.04595,0.02158
9.3951,-0.04731,-0.04595,0.02121
9.4031,-0.04770,-0.04689,0.02084
9.4111,-0.04806,-0.04689,0.02046
9.4191,-0.04839,-0.04770,0.02008
9.4271,-0.04869,-0.04770,0.01970
9.4351,-0.04896,-0.04839,0.01931
9.4431,-0.04920,-0.04839,0.01893
9.4511,-0.04941,-0.04896,0.01853
9.4591,-0.04959,-0.04896,0.01814
9.4671,-0.04973,-0.04941,0.01775
9.4751,-0.04985,-0.04941,0.01735
9.4831,-0.04993,-0.04973,0.01695
9.4911,-0.04998,-0.04973,0.01656
9.4991,-0.05000,-0.04993,0.01616
9.5071,-0.04999,-0.04993,0.01576
9.5151,-0.04994,-0.05000,0.01536
9.5231,-0.04987,-0.05000,0.01496
9.5311,-0.04976,-0.04994,0.01456
9.5391,-0.04962,-0.04994,0.01416
9.5471,-0.04945,-0.04976,0.01376
9.5551,-0.04925,-0.04976,0.01376
9.5632,-0.04902,-0.04976,0.01336
9.5712,-0.04876,-0.04945,0.01297
9.5792,-0.04846,-0.04945,0.01257
9.5872,-0.04814,-0.04876,0.01218
9.5952,-0.04778,-0.04876,0.01179
9.6032,-0.04740,-0.04814,0.01141
9.6112,-0.04698,-0.04814,0.01102
9.6192,-0.04654,-0.04740,0.01064
9.6272,-0.04606,-0.04740,0.01026
9.6352,-0.04556,-0.04654,0.00989
9.6432,-0.04503,-0.04654,0.00952
9.6512,-0.04446,-0.04556,0.00915
9.6592,-0.04388,-0.04556,0.00879
9.6672,-0.04326,-0.04446,0.00843
9.6752,-0.04261,-0.04446,0.00807
9.6832,-0.04194,-0.04326,0.00773
9.6912,-0.04125,-0.04326,0.00738
9.6992,-0.04052,-0.04194,0.00705
9.7072,-0.03977,-0.04194,0.00671
9.7152,-0.03900,-0.04052,0.00638
9.7232,-0.03820,-0.04052,0.00606
9.7312,-0.03738,-0.03900,0.00575
9.7392,-0.03653,-0.03900,0.00544
9.7473,-0.03566,-0.03738,0.00514
9.7553,-0.03477,-0.03738,0.00484
9.7633,-0.03385,-0.03566,0.00455
9.7713,-0.03292,-0.03566,0.00426
9.7793,-0.03196,-0.03385,0.00399
9.7873,-0.03098,-0.03385,0.00372
9.7953,-0.02999,-0.03196,0.00346
9.8033,-0.02897,-0.03196,0.00321
9.8113,-0.02794,-0.02999,0.00297
9.8194,-0.02687,-0.02999,0.00297
9.8274,-0.02580,-0.02999,0.00273
9.8354,-0.02472,-0.02794,0.00250
9.8434,-0.02362,-0.02794,0.00228
9.8514,-0.02250,-0.02472,0.00207
9.8594,-0.02137,-0.02472,0.00188
9.8674,-0.02023,-0.02250,0.00169
9.8754,-0.01908,-0.02250,0.00151
9.8834,-0.01791,-0.02023,0.00135
9.8914,-0.01673,-0.02023,0.00119
9.8994,-0.01554,-0.01791,0.00104
9.9074,-0.01434,-0.01791,0.00090
9.9154,-0.01313,-0.01554,0.00077
9.9234,-0.01191,-0.01554,0.00065
9.9314,-0.01069,-0.01313,0.00054
9.9394,-0.00946,-0.01313,0.00043
9.9474,-0.00822,-0.01069,0.00035
9.9554,-0.00698,-0.01069,0.00026
9.9635,-0.00573,-0.00822,0.00019
9.9715,-0.00448,-0.00822,0.00013
9.9795,-0.00322,-0.00573,0.00008
9.9875,-0.00197,-0.00573,0.00003
9.9955,-0.00071,-0.00322,0.00000
