t,height,roll_deg,pitch_deg,yaw_deg,x_cam,y_cam,z_cam,marker_id
1.60491,0.56622,174.521,-3.549,-178.506,-0.1069,0.23771,0.56622,8
1.64011,0.5663,174.581,-3.407,-178.587,-0.10669,0.23751,0.5663,8
1.67188,0.56622,174.521,-3.549,-178.506,-0.1069,0.23771,0.56622,8
1.70797,0.5665,174.012,-3.491,-178.471,-0.10684,0.23757,0.5665,8
1.73775,0.56677,174.445,-3.336,-178.533,-0.10681,0.23767,0.56677,8
1.77401,0.56659,174.251,-3.329,-178.527,-0.10672,0.23754,0.56659,8
1.80172,0.5663,174.581,-3.407,-178.587,-0.10669,0.23751,0.5663,8
1.83962,0.56674,174.134,-3.363,-178.483,-0.10679,0.2375,0.56674,8
1.8709,0.56699,174.516,-3.35,-178.518,-0.10702,0.23776,0.56699,8
1.90793,0.56629,174.268,-3.432,-178.537,-0.10666,0.23735,0.56629,8
1.93985,0.56674,174.134,-3.363,-178.483,-0.10679,0.2375,0.56674,8
1.97292,0.56699,174.516,-3.35,-178.518,-0.10702,0.23776,0.56699,8
2.00711,0.56659,174.251,-3.329,-178.527,-0.10672,0.23754,0.56659,8
2.04074,0.56693,174.328,-3.37,-178.488,-0.10689,0.23763,0.56693,8
2.0707,0.56747,174.252,-3.159,-178.516,-0.1068,0.23758,0.56747,8
2.1096,0.56636,174.326,-3.413,-178.599,-0.10651,0.23755,0.56636,8
2.13746,0.56677,174.445,-3.336,-178.533,-0.10681,0.23767,0.56677,8
2.17085,0.56677,174.445,-3.336,-178.533,-0.10681,0.23767,0.56677,8
2.20748,0.56659,174.251,-3.329,-178.527,-0.10672,0.23754,0.56659,8
2.23994,0.56629,174.268,-3.432,-178.537,-0.10666,0.23735,0.56629,8
2.27277,0.56622,174.521,-3.549,-178.506,-0.1069,0.23771,0.56622,8
2.30759,0.56681,174.321,-3.342,-178.513,-0.10693,0.23764,0.56681,8
2.33992,0.56677,174.445,-3.336,-178.533,-0.10681,0.23767,0.56677,8
2.37158,0.56731,174.37,-3.124,-178.56,-0.10673,0.23762,0.56731,8
2.41111,0.56677,174.445,-3.336,-178.533,-0.10681,0.23767,0.56677,8
2.438,0.56715,174.399,-3.384,-178.474,-0.1071,0.23772,0.56715,8
2.47604,0.56677,174.445,-3.336,-178.533,-0.10681,0.23767,0.56677,8
2.50725,0.56677,174.445,-3.336,-178.533,-0.10681,0.23767,0.56677,8
2.5429,0.56677,174.445,-3.336,-178.533,-0.10681,0.23767,0.56677,8
2.57479,0.56677,174.445,-3.336,-178.533,-0.10681,0.23767,0.56677,8
2.60647,0.56659,174.251,-3.329,-178.527,-0.10672,0.23754,0.56659,8
2.64514,0.56693,174.328,-3.37,-178.488,-0.10689,0.23763,0.56693,8
2.67362,0.56728,174.057,-3.153,-178.51,-0.1067,0.23746,0.56728,8
2.70743,0.56654,174.521,-3.421,-178.605,-0.10661,0.23768,0.56654,8
2.74589,0.56677,174.445,-3.336,-178.533,-0.10681,0.23767,0.56677,8
2.77477,0.5663,174.581,-3.407,-178.587,-0.10669,0.23751,0.5663,8
2.80618,0.56699,174.516,-3.35,-178.518,-0.10702,0.23776,0.56699,8
2.84615,0.5663,174.581,-3.407,-178.587,-0.10669,0.23751,0.5663,8
2.8743,0.56659,174.251,-3.329,-178.527,-0.10672,0.23754,0.56659,8
2.9067,0.56693,174.328,-3.37,-178.488,-0.10689,0.23763,0.56693,8
2.94546,0.56622,174.521,-3.549,-178.506,-0.1069,0.23771,0.56622,8
2.97578,0.56681,174.321,-3.342,-178.513,-0.10693,0.23764,0.56681,8
3.00552,0.56693,174.328,-3.37,-178.488,-0.10689,0.23763,0.56693,8
3.04345,0.56659,174.251,-3.329,-178.527,-0.10672,0.23754,0.56659,8
3.07491,0.56677,174.445,-3.336,-178.533,-0.10681,0.23767,0.56677,8
3.11144,0.56622,174.521,-3.549,-178.506,-0.1069,0.23771,0.56622,8
3.14156,0.56622,174.521,-3.549,-178.506,-0.1069,0.23771,0.56622,8
3.17627,0.56638,174.404,-3.581,-178.461,-0.10697,0.23767,0.56638,8
3.21036,0.56699,174.516,-3.35,-178.518,-0.10702,0.23776,0.56699,8
3.24206,0.56636,174.18,-3.316,-178.542,-0.10651,0.23745,0.56636,8
3.27379,0.56677,174.445,-3.336,-178.533,-0.10681,0.23767,0.56677,8
3.3118,0.56622,174.521,-3.549,-178.506,-0.1069,0.23771,0.56622,8
3.34207,0.56677,174.445,-3.336,-178.533,-0.10681,0.23767,0.56677,8
3.37355,0.5663,174.581,-3.407,-178.587,-0.10669,0.23751,0.5663,8
3.4107,0.56677,174.445,-3.336,-178.533,-0.10681,0.23767,0.56677,8
3.44372,0.56659,174.251,-3.329,-178.527,-0.10672,0.23754,0.56659,8
3.47534,0.56693,174.328,-3.37,-178.488,-0.10689,0.23763,0.56693,8
3.51177,0.56659,174.251,-3.329,-178.527,-0.10672,0.23754,0.56659,8
3.54408,0.56622,174.521,-3.549,-178.506,-0.1069,0.23771,0.56622,8
3.58319,0.56677,174.445,-3.336,-178.533,-0.10681,0.23767,0.56677,8
3.60945,0.56731,174.37,-3.124,-178.56,-0.10673,0.23762,0.56731,8
3.6433,0.56677,174.445,-3.336,-178.533,-0.10681,0.23767,0.56677,8
3.67743,0.56677,174.445,-3.336,-178.533,-0.10681,0.23767,0.56677,8
3.71147,0.56677,174.445,-3.336,-178.533,-0.10681,0.23767,0.56677,8
3.74692,0.56693,174.328,-3.37,-178.488,-0.10689,0.23763,0.56693,8
3.77744,0.56693,174.328,-3.37,-178.488,-0.10689,0.23763,0.56693,8
3.80958,0.56677,174.445,-3.336,-178.533,-0.10681,0.23767,0.56677,8
3.84712,0.56677,174.445,-3.336,-178.533,-0.10681,0.23767,0.56677,8
3.87776,0.56677,174.445,-3.336,-178.533,-0.10681,0.23767,0.56677,8
3.91189,0.56622,174.521,-3.549,-178.506,-0.1069,0.23771,0.56622,8
3.94322,0.56659,174.251,-3.329,-178.527,-0.10672,0.23754,0.56659,8
3.97769,0.56638,174.404,-3.581,-178.461,-0.10697,0.23767,0.56638,8
4.01018,0.56677,174.445,-3.336,-178.533,-0.10681,0.23767,0.56677,8
4.04294,0.56622,174.521,-3.549,-178.506,-0.1069,0.23771,0.56622,8
4.07834,0.5666,174.475,-3.596,-178.447,-0.10718,0.23776,0.5666,8
4.10992,0.5674,173.973,-3.039,-178.571,-0.1066,0.23751,0.5674,8
4.14998,0.56715,174.399,-3.384,-178.474,-0.1071,0.23772,0.56715,8
4.17892,0.56677,174.445,-3.336,-178.533,-0.10681,0.23767,0.56677,8
4.20967,0.5662,174.21,-3.572,-178.456,-0.10687,0.23755,0.5662,8
4.24799,0.56693,174.328,-3.37,-178.488,-0.10689,0.23763,0.56693,8
4.28219,0.56693,174.328,-3.37,-178.488,-0.10689,0.23763,0.56693,8
4.31301,0.56677,174.445,-3.336,-178.533,-0.10681,0.23767,0.56677,8
4.34629,0.56622,174.521,-3.549,-178.506,-0.1069,0.23771,0.56622,8
4.37878,0.56636,174.326,-3.413,-178.599,-0.10651,0.23755,0.56636,8
4.40999,0.56677,174.445,-3.336,-178.533,-0.10681,0.23767,0.56677,8
4.44778,0.56654,174.521,-3.421,-178.605,-0.10661,0.23768,0.56654,8
4.47766,0.56677,174.445,-3.336,-178.533,-0.10681,0.23767,0.56677,8
4.51171,0.56617,174.46,-3.688,-178.531,-0.10705,0.23767,0.56617,8
4.57736,0.60389,171.609,-0.322,-178.288,-0.11399,0.2466,0.60389,8
4.61049,0.60765,171.887,-1.785,-177.96,-0.11278,0.24996,0.60765,8
4.64275,0.60459,172.842,-0.382,-177.071,-0.10599,0.25569,0.60459,8
4.67758,0.59579,175.405,-1.699,-177.451,-0.09991,0.25478,0.59579,8
4.71015,0.59976,175.895,-2.225,-177.798,-0.10132,0.25405,0.59976,8
4.7445,0.61022,175.205,-1.342,-177.834,-0.10399,0.25521,0.61022,8
4.78556,0.59758,176.125,-2.772,-178.305,-0.10182,0.25107,0.59758,8
4.80915,0.60098,175.858,-1.641,-178.112,-0.10271,0.25153,0.60098,8
4.84701,0.59758,175.173,-2.513,-178.063,-0.10182,0.2512,0.59758,8
4.87748,0.59743,175.531,-2.272,-177.926,-0.10163,0.25146,0.59743,8
4.91189,0.59721,174.892,-2.06,-177.85,-0.10178,0.25091,0.59721,8
4.94762,0.59651,175.124,-2.237,-177.869,-0.10181,0.25101,0.59651,8
4.97819,0.59625,175.027,-2.253,-177.885,-0.10189,0.2509,0.59625,8
5.01361,0.59679,174.946,-2.003,-177.911,-0.10148,0.25085,0.59679,8
5.04721,0.59606,175.002,-2.089,-177.984,-0.10144,0.25058,0.59606,8
5.08001,0.59633,175.083,-2.092,-177.967,-0.10135,0.251,0.59633,8
5.11356,0.59601,175.402,-2.323,-177.943,-0.10187,0.25089,0.59601,8
5.14589,0.59673,174.633,-1.925,-177.834,-0.10158,0.25066,0.59673,8
5.17819,0.59736,174.707,-1.781,-177.918,-0.1015,0.25075,0.59736,8
5.21778,0.59703,175.028,-2.006,-177.78,-0.10208,0.25089,0.59703,8
5.24604,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
5.27748,0.59657,175.165,-2.097,-177.835,-0.10195,0.25104,0.59657,8
5.31367,0.59671,175.032,-2.15,-177.792,-0.10201,0.25099,0.59671,8
5.34785,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
5.37764,0.59633,174.945,-2.1,-177.834,-0.10184,0.25089,0.59633,8
5.41859,0.59633,174.945,-2.1,-177.834,-0.10184,0.25089,0.59633,8
5.44751,0.59671,175.032,-2.15,-177.792,-0.10201,0.25099,0.59671,8
5.48457,0.59546,175.2,-2.447,-177.954,-0.10171,0.25054,0.59546,8
5.51399,0.59656,174.865,-1.993,-177.872,-0.10169,0.25063,0.59656,8
5.54726,0.59647,175.126,-2.239,-177.755,-0.10218,0.25094,0.59647,8
5.5827,0.59651,175.124,-2.237,-177.869,-0.10181,0.25101,0.59651,8
5.61369,0.59578,175.18,-2.323,-177.941,-0.10177,0.25074,0.59578,8
5.64563,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
5.68409,0.59651,175.124,-2.237,-177.869,-0.10181,0.25101,0.59651,8
5.71491,0.59629,175.182,-2.22,-177.961,-0.10183,0.2506,0.59629,8
5.7464,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8
5.78521,0.59724,174.616,-1.841,-177.854,-0.10164,0.25082,0.59724,8
5.8153,0.59676,175.029,-2.149,-177.904,-0.10196,0.25075,0.59676,8
5.84592,0.59674,174.892,-2.157,-177.773,-0.10213,0.25095,0.59674,8
5.88261,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
5.91416,0.59727,174.933,-1.92,-177.817,-0.10191,0.25093,0.59727,8
5.94698,0.59755,174.612,-1.698,-177.842,-0.10171,0.25072,0.59755,8
5.98434,0.59657,175.165,-2.097,-177.835,-0.10195,0.25104,0.59657,8
6.01435,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
6.05202,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
6.08366,0.59648,174.949,-2.145,-177.922,-0.10173,0.25064,0.59648,8
6.11562,0.59633,174.945,-2.1,-177.834,-0.10184,0.25089,0.59633,8
6.15166,0.59633,174.945,-2.1,-177.834,-0.10184,0.25089,0.59633,8
6.18388,0.59616,175.268,-2.374,-177.899,-0.10194,0.25084,0.59616,8
6.21777,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8
6.24961,0.59593,175.047,-2.375,-177.897,-0.10183,0.25069,0.59593,8
6.28258,0.59629,175.085,-2.093,-177.853,-0.10172,0.25093,0.59629,8
6.31801,0.59755,174.612,-1.698,-177.842,-0.10171,0.25072,0.59755,8
6.35159,0.59546,175.2,-2.447,-177.954,-0.10171,0.25054,0.59546,8
6.38296,0.59644,174.951,-2.147,-177.81,-0.10179,0.25087,0.59644,8
6.41953,0.59593,175.047,-2.375,-177.897,-0.10183,0.25069,0.59593,8
6.45157,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8
6.48248,0.59688,174.846,-1.87,-177.859,-0.10174,0.25083,0.59688,8
6.51576,0.59633,174.945,-2.1,-177.834,-0.10184,0.25089,0.59633,8
6.54963,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
6.58384,0.59593,175.047,-2.375,-177.897,-0.10183,0.25069,0.59593,8
6.61943,0.59727,174.933,-1.92,-177.817,-0.10191,0.25093,0.59727,8
6.64968,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8
6.68328,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
6.71933,0.59633,174.945,-2.1,-177.834,-0.10184,0.25089,0.59633,8
6.75059,0.59643,175.349,-2.381,-177.882,-0.10216,0.25095,0.59643,8
6.7816,0.59657,175.165,-2.097,-177.835,-0.10195,0.25104,0.59657,8
6.82514,0.59578,175.18,-2.323,-177.941,-0.10177,0.25074,0.59578,8
6.85028,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
6.88258,0.59616,175.268,-2.374,-177.899,-0.10194,0.25084,0.59616,8
6.91797,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
6.95141,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8
6.98134,0.59658,175.305,-2.088,-177.967,-0.10177,0.25084,0.59658,8
7.02223,0.59674,174.892,-2.157,-177.773,-0.10213,0.25095,0.59674,8
7.04944,0.59659,174.766,-1.869,-177.878,-0.10152,0.25072,0.59659,8
7.08587,0.59648,174.949,-2.145,-177.922,-0.10173,0.25064,0.59648,8
7.11767,0.5973,174.792,-1.927,-177.798,-0.10203,0.25089,0.5973,8
7.15052,0.59674,174.892,-2.157,-177.773,-0.10213,0.25095,0.59674,8
7.18901,0.59688,174.846,-1.87,-177.859,-0.10174,0.25083,0.59688,8
7.21784,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8
7.2516,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
7.28705,0.59727,174.933,-1.92,-177.817,-0.10191,0.25093,0.59727,8
7.31877,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
7.35152,0.59593,175.047,-2.375,-177.897,-0.10183,0.25069,0.59593,8
7.38642,0.59633,174.945,-2.1,-177.834,-0.10184,0.25089,0.59633,8
7.42124,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8
7.44996,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8
7.48728,0.59633,174.945,-2.1,-177.834,-0.10184,0.25089,0.59633,8
7.51771,0.59587,175.236,-2.162,-178.022,-0.10154,0.25054,0.59587,8
7.55126,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8
7.58575,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8
7.61814,0.5971,174.885,-2.012,-177.874,-0.10183,0.25092,0.5971,8
7.65538,0.59546,175.2,-2.447,-177.954,-0.10171,0.25054,0.59546,8
7.68599,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
7.71737,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
7.75417,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
7.78717,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8
7.81852,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
7.85571,0.59546,175.2,-2.447,-177.954,-0.10171,0.25054,0.59546,8
7.88562,0.59634,175.082,-2.092,-177.966,-0.10167,0.25069,0.59634,8
7.91752,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8
7.95483,0.59593,175.047,-2.375,-177.897,-0.10183,0.25069,0.59593,8
7.98656,0.59657,175.165,-2.097,-177.835,-0.10195,0.25104,0.59657,8
8.01728,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8
8.05426,0.59648,174.949,-2.145,-177.922,-0.10173,0.25064,0.59648,8
8.08778,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
8.12194,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
8.15487,0.59688,174.846,-1.87,-177.859,-0.10174,0.25083,0.59688,8
8.18679,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
8.22779,0.59688,174.846,-1.87,-177.859,-0.10174,0.25083,0.59688,8
8.25334,0.59688,174.846,-1.87,-177.859,-0.10174,0.25083,0.59688,8
8.28546,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
8.32389,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
8.35385,0.59671,175.032,-2.15,-177.792,-0.10201,0.25099,0.59671,8
8.3865,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8
8.42431,0.59657,175.165,-2.097,-177.835,-0.10195,0.25104,0.59657,8
8.4541,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8
8.48702,0.59648,174.949,-2.145,-177.922,-0.10173,0.25064,0.59648,8
8.52596,0.59673,174.633,-1.925,-177.834,-0.10158,0.25066,0.59673,8
8.55485,0.59659,174.766,-1.869,-177.878,-0.10152,0.25072,0.59659,8
8.5857,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8
8.62335,0.59546,175.2,-2.447,-177.954,-0.10171,0.25054,0.59546,8
8.65805,0.59673,174.633,-1.925,-177.834,-0.10158,0.25066,0.59673,8
8.69029,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
8.72159,0.59657,175.165,-2.097,-177.835,-0.10195,0.25104,0.59657,8
8.7542,0.59633,174.945,-2.1,-177.834,-0.10184,0.25089,0.59633,8
8.79252,0.59704,174.85,-1.917,-177.948,-0.10163,0.25058,0.59704,8
8.822,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8
8.85682,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
8.89168,0.59727,174.933,-1.92,-177.817,-0.10191,0.25093,0.59727,8
8.92379,0.59727,174.933,-1.92,-177.817,-0.10191,0.25093,0.59727,8
8.95583,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
8.99158,0.59688,174.846,-1.87,-177.859,-0.10174,0.25083,0.59688,8
9.02463,0.59648,174.949,-2.145,-177.922,-0.10173,0.25064,0.59648,8
9.05347,0.59688,174.846,-1.87,-177.859,-0.10174,0.25083,0.59688,8
9.09242,0.59727,174.933,-1.92,-177.817,-0.10191,0.25093,0.59727,8
9.12151,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8
9.15412,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8
9.19113,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
9.22234,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
9.25949,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
9.29142,0.59688,174.846,-1.87,-177.859,-0.10174,0.25083,0.59688,8
9.32133,0.59593,175.047,-2.375,-177.897,-0.10183,0.25069,0.59593,8
9.35925,0.5966,175.025,-2.104,-177.816,-0.10207,0.251,0.5966,8
9.39206,0.59602,175.102,-2.215,-177.978,-0.10161,0.25049,0.59602,8
9.42254,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
9.45833,0.59633,174.945,-2.1,-177.834,-0.10184,0.25089,0.59633,8
9.49108,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
9.52141,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8
9.55898,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
9.59072,0.59688,174.846,-1.87,-177.859,-0.10174,0.25083,0.59688,8
9.62289,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
9.6589,0.59682,174.806,-2.01,-177.892,-0.1016,0.25081,0.59682,8
9.68941,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
9.72834,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
9.75813,0.59701,174.658,-2.076,-177.791,-0.10209,0.25095,0.59701,8
9.78942,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
9.82986,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8
9.86048,0.59742,174.746,-1.641,-177.885,-0.10164,0.25077,0.59742,8
9.89425,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
9.92589,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
9.96141,0.59674,174.892,-2.157,-177.773,-0.10213,0.25095,0.59674,8
9.9894,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8
10.02956,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8
