t,height,roll_deg,pitch_deg,yaw_deg,x_cam,y_cam,z_cam,marker_id,height_relative_m,height_relative_mm
8.31858,0.59211,177.356,-0.326,-176.873,-0.07838,0.23435,0.59211,8,0.00453669,4.53669
8.35193,0.59243,177.513,-0.13,-176.929,-0.07834,0.23423,0.59243,8,0.00421669,4.21669
8.38636,0.59335,177.15,0.244,-176.919,-0.07816,0.23425,0.59335,8,0.00329669,3.29669
8.41853,0.5917,177.38,-0.526,-176.893,-0.07832,0.23414,0.5917,8,0.00494669,4.94669
8.45601,0.59236,177.431,-0.323,-176.851,-0.07858,0.23444,0.59236,8,0.00428669,4.28669
8.4892,0.59155,177.541,-0.425,-176.931,-0.07825,0.23418,0.59155,8,0.00509669,5.09669
8.52057,0.59288,177.091,-0.147,-176.859,-0.07834,0.23425,0.59288,8,0.00376669,3.76669
8.55489,0.59274,177.253,-0.04,-176.896,-0.07827,0.2343,0.59274,8,0.00390669,3.90669
8.58725,0.59274,177.253,-0.04,-176.896,-0.07827,0.2343,0.59274,8,0.00390669,3.90669
8.62019,0.59236,177.431,-0.323,-176.851,-0.07858,0.23444,0.59236,8,0.00428669,4.28669
8.65569,0.59233,177.277,-0.24,-176.915,-0.07821,0.23409,0.59233,8,0.00431669,4.31669
8.68825,0.5925,177.138,-0.073,-176.974,-0.0781,0.23416,0.5925,8,0.00414669,4.14669
8.71849,0.59288,177.091,-0.147,-176.859,-0.07834,0.23425,0.59288,8,0.00376669,3.76669
8.75611,0.59243,177.513,-0.13,-176.929,-0.07834,0.23423,0.59243,8,0.00421669,4.21669
8.78641,0.59274,177.253,-0.04,-176.896,-0.07827,0.2343,0.59274,8,0.00390669,3.90669
