t,height,roll_deg,pitch_deg,yaw_deg,x_cam,y_cam,z_cam,marker_id,height_relative_m,height_relative_mm
8.82076,0.59274,177.253,-0.04,-176.896,-0.07827,0.2343,0.59274,8,0.00390669,3.90669
8.85634,0.59155,177.541,-0.425,-176.931,-0.07825,0.23418,0.59155,8,0.00509669,5.09669
8.88648,0.59288,177.091,-0.147,-176.859,-0.07834,0.23425,0.59288,8,0.00376669,3.76669
8.91926,0.59274,177.253,-0.04,-176.896,-0.07827,0.2343,0.59274,8,0.00390669,3.90669
8.95805,0.59211,177.356,-0.326,-176.873,-0.07838,0.23435,0.59211,8,0.00453669,4.53669
8.98982,0.59218,176.994,-0.255,-176.918,-0.07814,0.23397,0.59218,8,0.00446669,4.46669
9.02291,0.59295,177.172,0.043,-176.938,-0.0781,0.23404,0.59295,8,0.00369669,3.69669
9.05435,0.59226,177.195,-0.429,-176.836,-0.07845,0.2343,0.59226,8,0.00438669,4.38669
9.08651,0.59288,177.091,-0.147,-176.859,-0.07834,0.23425,0.59288,8,0.00376669,3.76669
9.1249,0.59335,177.15,0.244,-176.919,-0.07816,0.23425,0.59335,8,0.00329669,3.29669
9.15683,0.59288,177.091,-0.147,-176.859,-0.07834,0.23425,0.59288,8,0.00376669,3.76669
9.18657,0.59274,177.253,-0.04,-176.896,-0.07827,0.2343,0.59274,8,0.00390669,3.90669
9.2241,0.5925,177.138,-0.073,-176.974,-0.0781,0.23416,0.5925,8,0.00414669,4.14669
9.25448,0.59274,177.253,-0.04,-176.896,-0.07827,0.2343,0.59274,8,0.00390669,3.90669
9.28623,0.59194,177.455,-0.523,-176.871,-0.07852,0.23423,0.59194,8,0.00470669,4.70669
9.32394,0.59218,177.439,-0.135,-176.952,-0.07814,0.23414,0.59218,8,0.00446669,4.46669
9.35602,0.59319,176.793,-0.087,-176.881,-0.0783,0.23427,0.59319,8,0.00345669,3.45669
9.38644,0.59233,177.277,-0.24,-176.915,-0.07821,0.23409,0.59233,8,0.00431669,4.31669
9.42693,0.59211,177.356,-0.326,-176.873,-0.07838,0.23435,0.59211,8,0.00453669,4.53669
9.45587,0.59288,177.091,-0.147,-176.859,-0.07834,0.23425,0.59288,8,0.00376669,3.76669
9.49163,0.59236,177.431,-0.323,-176.851,-0.07858,0.23444,0.59236,8,0.00428669,4.28669
9.52342,0.59319,176.793,-0.087,-176.881,-0.0783,0.23427,0.59319,8,0.00345669,3.45669
9.55655,0.59211,177.356,-0.326,-176.873,-0.07838,0.23435,0.59211,8,0.00453669,4.53669
9.59134,0.59273,177.179,-0.216,-176.93,-0.07814,0.23428,0.59273,8,0.00391669,3.91669
9.62504,0.59257,176.9,-0.365,-176.858,-0.07841,0.23432,0.59257,8,0.00407669,4.07669
9.65486,0.59288,177.091,-0.147,-176.859,-0.07834,0.23425,0.59288,8,0.00376669,3.76669
9.69222,0.59236,177.431,-0.323,-176.851,-0.07858,0.23444,0.59236,8,0.00428669,4.28669
9.72333,0.5917,177.38,-0.526,-176.893,-0.07832,0.23414,0.5917,8,0.00494669,4.94669
9.75429,0.59268,177.135,-0.257,-176.872,-0.07854,0.23446,0.59268,8,0.00396669,3.96669
9.79281,0.59236,177.431,-0.323,-176.851,-0.07858,0.23444,0.59236,8,0.00428669,4.28669
9.82305,0.59194,177.455,-0.523,-176.871,-0.07852,0.23423,0.59194,8,0.00470669,4.70669
9.85501,0.59218,177.439,-0.135,-176.952,-0.07814,0.23414,0.59218,8,0.00446669,4.46669
9.8929,0.59257,176.9,-0.234,-176.934,-0.07807,0.23416,0.59257,8,0.00407669,4.07669
9.92224,0.59274,177.253,-0.04,-176.896,-0.07827,0.2343,0.59274,8,0.00390669,3.90669
9.95569,0.59305,176.953,0.019,-176.918,-0.07823,0.23432,0.59305,8,0.00359669,3.59669
9.99132,0.59283,176.976,-0.358,-176.835,-0.07861,0.23441,0.59283,8,0.00381669,3.81669
10.02467,0.59288,177.091,-0.147,-176.859,-0.07834,0.23425,0.59288,8,0.00376669,3.76669
