t,phase,th_x,th_y,thd_x,thd_y,vcmd_x,vcmd_y,tcp_x,tcp_y,th_brut_x,th_brut_y
0.0622,0,0.00292,-0.00062,-0.00988,0.00035,0.00934,0.00000,0.03217,0.93915,0.00218,-0.00080
0.0642,0,0.00290,-0.00062,-0.01003,0.00036,0.00947,0.00000,0.03217,0.93918,0.00218,-0.00080
0.0662,0,0.00288,-0.00062,-0.01021,0.00038,0.00964,0.00000,0.03224,0.93916,0.00218,-0.00080
0.0682,0,0.00286,-0.00062,-0.01041,0.00039,0.00984,0.00000,0.03226,0.93918,0.00218,-0.00080
0.0703,0,0.00284,-0.00062,-0.01065,0.00040,0.01007,0.00000,0.03231,0.93917,0.00218,-0.00080
0.0723,0,0.00281,-0.00062,-0.01091,0.00041,0.01033,0.00000,0.03223,0.93917,0.00218,-0.00080
0.0743,0,0.00279,-0.00062,-0.01120,0.00042,0.01062,0.00000,0.03227,0.93919,0.00218,-0.00080
0.0763,0,0.00277,-0.00061,-0.01153,0.00043,0.01095,0.00000,0.03233,0.93916,0.00218,-0.00080
0.0783,0,0.00275,-0.00061,-0.01188,0.00044,0.01131,0.00000,0.03231,0.93917,0.00218,-0.00080
0.0803,0,0.00272,-0.00061,-0.01226,0.00045,0.01170,0.00000,0.03238,0.93917,0.00218,-0.00080
0.0823,0,0.00270,-0.00061,-0.01267,0.00047,0.01212,0.00000,0.03232,0.93915,0.00218,-0.00080
0.0843,0,0.00267,-0.00061,-0.01311,0.00048,0.01257,0.00000,0.03244,0.93918,0.00218,-0.00080
0.0863,0,0.00264,-0.00061,-0.01357,0.00049,0.01299,0.00000,0.03245,0.93918,0.00218,-0.00080
0.0883,0,0.00262,-0.00061,-0.01401,0.00050,0.01338,0.00000,0.03246,0.93918,0.00218,-0.00080
0.0903,0,0.00259,-0.00061,-0.01442,0.00051,0.01374,0.00000,0.03248,0.93919,0.00218,-0.00080
0.0923,0,0.00256,-0.00061,-0.01480,0.00052,0.01407,0.00000,0.03253,0.93918,0.00218,-0.00080
0.0943,0,0.00253,-0.00061,-0.01515,0.00053,0.01436,0.00000,0.03252,0.93916,0.00218,-0.00080
0.0963,0,-0.00198,-0.00128,-0.06048,-0.00629,0.01462,0.00000,0.03262,0.93918,0.00018,-0.00104
0.0983,0,-0.00210,-0.00130,-0.06068,-0.00626,0.01485,0.00000,0.03262,0.93918,0.00018,-0.00104
0.1003,0,-0.00222,-0.00131,-0.06085,-0.00624,0.01505,0.00000,0.03262,0.93918,0.00018,-0.00104
0.1023,0,-0.00234,-0.00132,-0.06099,-0.00621,0.01522,0.00000,0.03261,0.93916,0.00018,-0.00104
0.1043,0,-0.00246,-0.00133,-0.06110,-0.00619,0.01541,0.00000,0.03266,0.93916,0.00018,-0.00104
0.1063,0,-0.00259,-0.00135,-0.06124,-0.00616,0.01564,0.00000,0.03268,0.93918,0.00018,-0.00104
0.1083,0,-0.00271,-0.00136,-0.06140,-0.00614,0.01591,0.00000,0.03274,0.93916,0.00018,-0.00104
0.1104,0,-0.00283,-0.00137,-0.06159,-0.00612,0.01620,0.00000,0.03278,0.93915,0.00018,-0.00104
0.1124,0,-0.00295,-0.00138,-0.06181,-0.00609,0.01653,0.00000,0.03280,0.93916,0.00018,-0.00104
0.1144,0,-0.00308,-0.00139,-0.06205,-0.00606,0.01688,0.00000,0.03281,0.93914,0.00018,-0.00104
0.1164,0,-0.00320,-0.00141,-0.06233,-0.00604,0.01721,0.00000,0.03287,0.93919,0.00018,-0.00104
0.1184,0,-0.00333,-0.00142,-0.06257,-0.00601,0.01750,0.00000,0.03291,0.93917,0.00018,-0.00104
0.1204,0,-0.00345,-0.00143,-0.06278,-0.00599,0.01777,0.00000,0.03292,0.93914,0.00018,-0.00104
0.1224,0,-0.00358,-0.00144,-0.06295,-0.00596,0.01802,0.00000,0.03300,0.93917,0.00018,-0.00104
0.1244,0,-0.00370,-0.00145,-0.06312,-0.00593,0.01830,0.00000,0.03297,0.93917,0.00018,-0.00104
0.1264,0,-0.00383,-0.00147,-0.06331,-0.00591,0.01858,0.00000,0.03301,0.93916,0.00018,-0.00104
0.1284,0,-0.00396,-0.00148,-0.06350,-0.00588,0.01886,0.00000,0.03300,0.93916,0.00018,-0.00104
0.1304,0,-0.00409,-0.00149,-0.06368,-0.00585,0.01914,0.00000,0.03307,0.93913,0.00018,-0.00104
0.1324,0,-0.00421,-0.00150,-0.06387,-0.00583,0.01942,0.00000,0.03314,0.93916,0.00018,-0.00104
0.1344,0,-0.00434,-0.00151,-0.06404,-0.00580,0.01970,0.00000,0.03315,0.93917,0.00018,-0.00104
0.1364,0,-0.00447,-0.00152,-0.06422,-0.00577,0.01998,0.00000,0.03318,0.93915,0.00018,-0.00104
0.1384,0,-0.00460,-0.00154,-0.06439,-0.00574,0.02025,0.00000,0.03324,0.93915,0.00018,-0.00104
0.1404,0,-0.00473,-0.00155,-0.06456,-0.00572,0.02053,0.00000,0.03330,0.93914,0.00018,-0.00104
0.1424,0,-0.00486,-0.00156,-0.06473,-0.00569,0.02080,0.00000,0.03338,0.93914,0.00018,-0.00104
0.1444,0,-0.00499,-0.00157,-0.06489,-0.00566,0.02107,0.00000,0.03339,0.93915,0.00018,-0.00104
0.1464,0,-0.00512,-0.00158,-0.06505,-0.00563,0.02135,0.00000,0.03341,0.93914,0.00018,-0.00104
0.1484,0,-0.00525,-0.00159,-0.06521,-0.00560,0.02162,0.00000,0.03346,0.93915,0.00018,-0.00104
0.1504,0,-0.00538,-0.00160,-0.06536,-0.00557,0.02190,0.00000,0.03346,0.93914,0.00018,-0.00104
0.1524,0,-0.00551,-0.00162,-0.06551,-0.00554,0.02217,0.00000,0.03350,0.93912,0.00018,-0.00104
0.1544,0,-0.00564,-0.00163,-0.06566,-0.00551,0.02244,0.00000,0.03359,0.93915,0.00018,-0.00104
0.1564,0,-0.00577,-0.00164,-0.06581,-0.00548,0.02271,0.00000,0.03365,0.93915,0.00018,-0.00104
0.1584,0,-0.00590,-0.00165,-0.06595,-0.00545,0.02298,0.00000,0.03367,0.93915,0.00018,-0.00104
0.1604,0,-0.00603,-0.00166,-0.06609,-0.00542,0.02324,0.00000,0.03367,0.93911,0.00018,-0.00104
0.1624,0,-0.00617,-0.00167,-0.06622,-0.00539,0.02351,0.00000,0.03373,0.93913,0.00018,-0.00104
0.1644,0,-0.00630,-0.00168,-0.06635,-0.00536,0.02378,0.00000,0.03382,0.93914,0.00018,-0.00104
0.1664,0,-0.00530,-0.00139,-0.05963,-0.00350,0.02404,0.00000,0.03389,0.93910,-0.00270,-0.00119
0.1684,0,-0.00542,-0.00140,-0.05978,-0.00347,0.02430,0.00000,0.03389,0.93910,-0.00270,-0.00119
0.1704,0,-0.00554,-0.00140,-0.05992,-0.00345,0.02457,0.00000,0.03388,0.93912,-0.00270,-0.00119
0.1724,0,-0.00566,-0.00141,-0.06006,-0.00342,0.02483,0.00000,0.03396,0.93912,-0.00270,-0.00119
0.1744,0,-0.00578,-0.00142,-0.06020,-0.00340,0.02509,0.00000,0.03407,0.93909,-0.00270,-0.00119
0.1764,0,-0.00590,-0.00142,-0.06033,-0.00337,0.02535,0.00000,0.03412,0.93913,-0.00270,-0.00119
0.1784,0,-0.00602,-0.00143,-0.06047,-0.00335,0.02561,0.00000,0.03415,0.93912,-0.00270,-0.00119
0.1804,0,-0.00614,-0.00144,-0.06059,-0.00332,0.02587,0.00000,0.03415,0.93910,-0.00270,-0.00119
0.1824,0,-0.00626,-0.00144,-0.06072,-0.00329,0.02613,0.00000,0.03424,0.93911,-0.00270,-0.00119
0.1844,0,-0.00639,-0.00145,-0.06084,-0.00327,0.02638,0.00000,0.03426,0.93913,-0.00270,-0.00119
0.1864,0,-0.00651,-0.00146,-0.06096,-0.00324,0.02664,0.00000,0.03435,0.93912,-0.00270,-0.00119
0.1884,0,-0.00663,-0.00146,-0.06108,-0.00321,0.02689,0.00000,0.03439,0.93911,-0.00270,-0.00119
0.1904,0,-0.00675,-0.00147,-0.06119,-0.00319,0.02715,0.00000,0.03445,0.93910,-0.00270,-0.00119
0.1924,0,-0.00687,-0.00148,-0.06130,-0.00316,0.02740,0.00000,0.03446,0.93914,-0.00270,-0.00119
0.1944,0,-0.00700,-0.00148,-0.06140,-0.00313,0.02765,0.00000,0.03453,0.93913,-0.00270,-0.00119
0.1964,0,-0.00712,-0.00149,-0.06151,-0.00311,0.02790,0.00000,0.03461,0.93912,-0.00270,-0.00119
0.1984,0,-0.00724,-0.00149,-0.06161,-0.00308,0.02815,0.00000,0.03472,0.93909,-0.00270,-0.00119
0.2004,0,-0.00737,-0.00150,-0.06170,-0.00305,0.02840,0.00000,0.03471,0.93911,-0.00270,-0.00119
0.2025,0,-0.00749,-0.00151,-0.06180,-0.00302,0.02865,0.00000,0.03473,0.93908,-0.00270,-0.00119
0.2045,0,-0.00761,-0.00151,-0.06189,-0.00300,0.02890,0.00000,0.03480,0.93909,-0.00270,-0.00119
0.2065,0,-0.00774,-0.00152,-0.06198,-0.00297,0.02914,0.00000,0.03485,0.93909,-0.00270,-0.00119
0.2085,0,-0.00786,-0.00152,-0.06206,-0.00294,0.02939,0.00000,0.03490,0.93911,-0.00270,-0.00119
0.2105,0,-0.00799,-0.00153,-0.06214,-0.00291,0.02963,0.00000,0.03497,0.93908,-0.00270,-0.00119
0.2125,0,-0.00811,-0.00154,-0.06222,-0.00289,0.02987,0.00000,0.03498,0.93908,-0.00270,-0.00119
0.2145,0,-0.00823,-0.00154,-0.06229,-0.00286,0.03011,0.00000,0.03506,0.93908,-0.00270,-0.00119
0.2165,0,-0.00836,-0.00155,-0.06236,-0.00283,0.03036,0.00000,0.03512,0.93907,-0.00270,-0.00119
0.2185,0,-0.00848,-0.00155,-0.06243,-0.00280,0.03060,0.00000,0.03527,0.93908,-0.00270,-0.00119
0.2205,0,-0.00861,-0.00156,-0.06250,-0.00277,0.03083,0.00000,0.03526,0.93909,-0.00270,-0.00119
0.2225,0,-0.00873,-0.00156,-0.06256,-0.00274,0.03107,0.00000,0.03531,0.93908,-0.00270,-0.00119
0.2245,0,-0.00886,-0.00157,-0.06262,-0.00272,0.03131,0.00000,0.03542,0.93908,-0.00270,-0.00119
0.2265,0,-0.00898,-0.00158,-0.06267,-0.00269,0.03154,0.00000,0.03543,0.93906,-0.00270,-0.00119
0.2285,0,-0.00911,-0.00158,-0.06272,-0.00266,0.03178,0.00000,0.03552,0.93907,-0.00270,-0.00119
0.2305,0,-0.00844,-0.00152,-0.05920,-0.00232,0.03201,0.00000,0.03569,0.93907,-0.00580,-0.00139
0.2325,0,-0.00856,-0.00152,-0.05926,-0.00230,0.03224,0.00000,0.03569,0.93907,-0.00580,-0.00139
0.2345,0,-0.00867,-0.00153,-0.05932,-0.00227,0.03247,0.00000,0.03569,0.93904,-0.00580,-0.00139
0.2365,0,-0.00879,-0.00153,-0.05937,-0.00224,0.03270,0.00000,0.03579,0.93905,-0.00580,-0.00139
0.2385,0,-0.00891,-0.00154,-0.05942,-0.00221,0.03293,0.00000,0.03582,0.93908,-0.00580,-0.00139
0.2405,0,-0.00903,-0.00154,-0.05946,-0.00219,0.03315,0.00000,0.03588,0.93903,-0.00580,-0.00139
0.2425,0,-0.00915,-0.00154,-0.05951,-0.00216,0.03338,0.00000,0.03600,0.93905,-0.00580,-0.00139
0.2445,0,-0.00927,-0.00155,-0.05955,-0.00213,0.03360,0.00000,0.03603,0.93907,-0.00580,-0.00139
0.2465,0,-0.00939,-0.00155,-0.05958,-0.00210,0.03383,0.00000,0.03614,0.93904,-0.00580,-0.00139
0.2485,0,-0.00951,-0.00156,-0.05962,-0.00207,0.03405,0.00000,0.03614,0.93907,-0.00580,-0.00139
0.2505,0,-0.00963,-0.00156,-0.05965,-0.00204,0.03427,0.00000,0.03623,0.93909,-0.00580,-0.00139
0.2525,0,-0.00975,-0.00157,-0.05967,-0.00202,0.03449,0.00000,0.03630,0.93906,-0.00580,-0.00139
0.2545,0,-0.00987,-0.00157,-0.05969,-0.00199,0.03470,0.00000,0.03639,0.93903,-0.00580,-0.00139
0.2565,0,-0.00998,-0.00157,-0.05971,-0.00196,0.03492,0.00000,0.03641,0.93907,-0.00580,-0.00139
0.2585,0,-0.01010,-0.00158,-0.05973,-0.00193,0.03513,0.00000,0.03647,0.93905,-0.00580,-0.00139
0.2605,0,-0.01022,-0.00158,-0.05974,-0.00190,0.03535,0.00000,0.03659,0.93906,-0.00580,-0.00139
0.2625,0,-0.01034,-0.00159,-0.05975,-0.00187,0.03556,0.00000,0.03660,0.93907,-0.00580,-0.00139
0.2645,0,-0.01046,-0.00159,-0.05976,-0.00184,0.03577,0.00000,0.03668,0.93904,-0.00580,-0.00139
0.2665,0,-0.01058,-0.00159,-0.05976,-0.00181,0.03598,0.00000,0.03677,0.93904,-0.00580,-0.00139
0.2685,0,-0.01070,-0.00160,-0.05976,-0.00179,0.03619,0.00000,0.03688,0.93902,-0.00580,-0.00139
0.2705,0,-0.01082,-0.00160,-0.05976,-0.00176,0.03640,0.00000,0.03690,0.93902,-0.00580,-0.00139
0.2725,0,-0.01094,-0.00160,-0.05975,-0.00173,0.03660,0.00000,0.03696,0.93905,-0.00580,-0.00139
0.2745,0,-0.01106,-0.00161,-0.05974,-0.00170,0.03681,0.00000,0.03706,0.93903,-0.00580,-0.00139
0.2765,0,-0.01118,-0.00161,-0.05972,-0.00167,0.03701,0.00000,0.03714,0.93902,-0.00580,-0.00139
0.2785,0,-0.01130,-0.00161,-0.05971,-0.00164,0.03721,0.00000,0.03717,0.93903,-0.00580,-0.00139
0.2805,0,-0.01142,-0.00162,-0.05969,-0.00161,0.03741,0.00000,0.03727,0.93904,-0.00580,-0.00139
0.2825,0,-0.01154,-0.00162,-0.05966,-0.00158,0.03761,0.00000,0.03737,0.93904,-0.00580,-0.00139
0.2845,0,-0.01166,-0.00162,-0.05963,-0.00155,0.03781,0.00000,0.03741,0.93903,-0.00580,-0.00139
0.2865,0,-0.01178,-0.00163,-0.05960,-0.00152,0.03801,0.00000,0.03749,0.93903,-0.00580,-0.00139
0.2885,0,-0.01190,-0.00163,-0.05957,-0.00149,0.03820,0.00000,0.03759,0.93901,-0.00580,-0.00139
0.2905,0,-0.01201,-0.00163,-0.05953,-0.00146,0.03840,0.00000,0.03765,0.93902,-0.00580,-0.00139
0.2925,0,-0.01213,-0.00163,-0.05949,-0.00143,0.03859,0.00000,0.03771,0.93907,-0.00580,-0.00139
0.2945,0,-0.01225,-0.00164,-0.05944,-0.00140,0.03878,0.00000,0.03780,0.93900,-0.00580,-0.00139
0.2965,0,-0.01237,-0.00164,-0.05939,-0.00137,0.03897,0.00000,0.03785,0.93904,-0.00580,-0.00139
0.2985,0,-0.01249,-0.00164,-0.05934,-0.00134,0.03916,0.00000,0.03795,0.93903,-0.00580,-0.00139
0.3005,0,-0.01196,-0.00146,-0.05693,-0.00065,0.03935,0.00000,0.03807,0.93904,-0.00929,-0.00132
0.3025,0,-0.01207,-0.00147,-0.05688,-0.00063,0.03953,0.00000,0.03807,0.93904,-0.00929,-0.00132
0.3045,0,-0.01218,-0.00147,-0.05683,-0.00060,0.03971,0.00000,0.03813,0.93903,-0.00929,-0.00132
0.3065,0,-0.01230,-0.00147,-0.05678,-0.00057,0.03990,0.00000,0.03826,0.93904,-0.00929,-0.00132
0.3085,0,-0.01241,-0.00147,-0.05672,-0.00055,0.04008,0.00000,0.03830,0.93905,-0.00929,-0.00132
0.3105,0,-0.01252,-0.00147,-0.05666,-0.00052,0.04026,0.00000,0.03837,0.93904,-0.00929,-0.00132
0.3125,0,-0.01264,-0.00147,-0.05660,-0.00049,0.04044,0.00000,0.03849,0.93902,-0.00929,-0.00132
0.3145,0,-0.01275,-0.00147,-0.05653,-0.00047,0.04061,0.00000,0.03858,0.93905,-0.00929,-0.00132
0.3165,0,-0.01286,-0.00147,-0.05646,-0.00044,0.04079,0.00000,0.03871,0.93901,-0.00929,-0.00132
0.3185,0,-0.01298,-0.00147,-0.05638,-0.00041,0.04096,0.00000,0.03873,0.93905,-0.00929,-0.00132
0.3205,0,-0.01309,-0.00147,-0.05631,-0.00038,0.04113,0.00000,0.03881,0.93904,-0.00929,-0.00132
0.3225,0,-0.01320,-0.00148,-0.05623,-0.00036,0.04130,0.00000,0.03884,0.93905,-0.00929,-0.00132
0.3245,0,-0.01331,-0.00148,-0.05614,-0.00033,0.04147,0.00000,0.03895,0.93903,-0.00929,-0.00132
0.3265,0,-0.01343,-0.00148,-0.05605,-0.00030,0.04164,0.00000,0.03908,0.93905,-0.00929,-0.00132
0.3285,0,-0.01354,-0.00148,-0.05596,-0.00028,0.04181,0.00000,0.03913,0.93907,-0.00929,-0.00132
0.3305,0,-0.01365,-0.00148,-0.05587,-0.00025,0.04197,0.00000,0.03920,0.93908,-0.00929,-0.00132
0.3325,0,-0.01376,-0.00148,-0.05577,-0.00022,0.04213,0.00000,0.03928,0.93904,-0.00929,-0.00132
0.3345,0,-0.01387,-0.00148,-0.05567,-0.00020,0.04230,0.00000,0.03938,0.93904,-0.00929,-0.00132
0.3365,0,-0.01398,-0.00148,-0.05556,-0.00017,0.04246,0.00000,0.03945,0.93903,-0.00929,-0.00132
0.3385,0,-0.01410,-0.00148,-0.05545,-0.00014,0.04261,0.00000,0.03950,0.93904,-0.00929,-0.00132
0.3405,0,-0.01421,-0.00148,-0.05534,-0.00012,0.04277,0.00000,0.03965,0.93907,-0.00929,-0.00132
0.3425,0,-0.01432,-0.00148,-0.05523,-0.00009,0.04293,0.00000,0.03970,0.93905,-0.00929,-0.00132
0.3445,0,-0.01443,-0.00148,-0.05511,-0.00006,0.04308,0.00000,0.03975,0.93909,-0.00929,-0.00132
0.3466,0,-0.01454,-0.00148,-0.05499,-0.00004,0.04323,0.00000,0.03993,0.93903,-0.00929,-0.00132
0.3486,0,-0.01465,-0.00148,-0.05486,-0.00001,0.04338,0.00000,0.03993,0.93905,-0.00929,-0.00132
0.3506,0,-0.01476,-0.00148,-0.05473,0.00002,0.04353,0.00000,0.04005,0.93905,-0.00929,-0.00132
0.3526,0,-0.01487,-0.00148,-0.05460,0.00005,0.04368,0.00000,0.04012,0.93905,-0.00929,-0.00132
0.3546,0,-0.01497,-0.00148,-0.05446,0.00007,0.04383,0.00000,0.04018,0.93903,-0.00929,-0.00132
0.3566,0,-0.01508,-0.00148,-0.05432,0.00010,0.04397,0.00000,0.04032,0.93906,-0.00929,-0.00132
0.3586,0,-0.01519,-0.00148,-0.05418,0.00013,0.04411,0.00000,0.04039,0.93906,-0.00929,-0.00132
0.3606,0,-0.01530,-0.00148,-0.05403,0.00015,0.04425,0.00000,0.04048,0.93906,-0.00929,-0.00132
0.3626,0,-0.01541,-0.00148,-0.05388,0.00018,0.04439,0.00000,0.04061,0.93904,-0.00929,-0.00132
0.3646,0,-0.01552,-0.00148,-0.05373,0.00021,0.04453,0.00000,0.04063,0.93903,-0.00929,-0.00132
0.3666,0,-0.01520,-0.00169,-0.05215,-0.00049,0.04467,0.00000,0.04083,0.93902,-0.01283,-0.00183
0.3686,0,-0.01530,-0.00169,-0.05200,-0.00046,0.04480,0.00000,0.04083,0.93902,-0.01283,-0.00183
0.3706,0,-0.01540,-0.00170,-0.05184,-0.00043,0.04494,0.00000,0.04096,0.93906,-0.01283,-0.00183
0.3726,0,-0.01551,-0.00170,-0.05169,-0.00040,0.04507,0.00000,0.04093,0.93904,-0.01283,-0.00183
0.3746,0,-0.01561,-0.00170,-0.05152,-0.00037,0.04520,0.00000,0.04109,0.93905,-0.01283,-0.00183
0.3766,0,-0.01571,-0.00170,-0.05136,-0.00034,0.04532,0.00000,0.04117,0.93903,-0.01283,-0.00183
0.3786,0,-0.01582,-0.00170,-0.05119,-0.00031,0.04545,0.00000,0.04128,0.93909,-0.01283,-0.00183
0.3806,0,-0.01592,-0.00170,-0.05102,-0.00028,0.04558,0.00000,0.04138,0.93905,-0.01283,-0.00183
0.3826,0,-0.01602,-0.00170,-0.05084,-0.00025,0.04570,0.00000,0.04140,0.93907,-0.01283,-0.00183
0.3846,0,-0.01612,-0.00170,-0.05066,-0.00022,0.04582,0.00000,0.04155,0.93904,-0.01283,-0.00183
0.3866,0,-0.01622,-0.00170,-0.05048,-0.00019,0.04594,0.00000,0.04163,0.93907,-0.01283,-0.00183
0.3886,0,-0.01632,-0.00170,-0.05029,-0.00016,0.04606,0.00000,0.04172,0.93905,-0.01283,-0.00183
0.3906,0,-0.01642,-0.00170,-0.05010,-0.00012,0.04618,0.00000,0.04179,0.93907,-0.01283,-0.00183
0.3926,0,-0.01652,-0.00170,-0.04991,-0.00009,0.04629,0.00000,0.04191,0.93902,-0.01283,-0.00183
0.3946,0,-0.01662,-0.00170,-0.04971,-0.00006,0.04640,0.00000,0.04198,0.93909,-0.01283,-0.00183
0.3966,0,-0.01672,-0.00170,-0.04951,-0.00003,0.04651,0.00000,0.04208,0.93907,-0.01283,-0.00183
0.3986,0,-0.01682,-0.00170,-0.04931,-0.00000,0.04662,0.00000,0.04219,0.93904,-0.01283,-0.00183
0.4006,0,-0.01692,-0.00170,-0.04910,0.00003,0.04673,0.00000,0.04225,0.93907,-0.01283,-0.00183
0.4026,0,-0.01702,-0.00170,-0.04889,0.00006,0.04684,0.00000,0.04232,0.93909,-0.01283,-0.00183
0.4046,0,-0.01712,-0.00170,-0.04868,0.00009,0.04694,0.00000,0.04240,0.93906,-0.01283,-0.00183
0.4066,0,-0.01721,-0.00170,-0.04847,0.00012,0.04705,0.00000,0.04256,0.93907,-0.01283,-0.00183
0.4086,0,-0.01731,-0.00170,-0.04825,0.00015,0.04715,0.00000,0.04260,0.93905,-0.01283,-0.00183
0.4106,0,-0.01741,-0.00170,-0.04802,0.00018,0.04725,0.00000,0.04274,0.93905,-0.01283,-0.00183
0.4126,0,-0.01750,-0.00170,-0.04780,0.00022,0.04734,0.00000,0.04284,0.93906,-0.01283,-0.00183
0.4146,0,-0.01760,-0.00170,-0.04757,0.00025,0.04744,0.00000,0.04290,0.93908,-0.01283,-0.00183
0.4166,0,-0.01769,-0.00170,-0.04733,0.00028,0.04754,0.00000,0.04300,0.93909,-0.01283,-0.00183
0.4186,0,-0.01779,-0.00170,-0.04710,0.00031,0.04763,0.00000,0.04312,0.93911,-0.01283,-0.00183
0.4206,0,-0.01788,-0.00170,-0.04686,0.00034,0.04772,0.00000,0.04321,0.93908,-0.01283,-0.00183
0.4226,0,-0.01797,-0.00170,-0.04662,0.00037,0.04781,0.00000,0.04326,0.93909,-0.01283,-0.00183
0.4246,0,-0.01807,-0.00170,-0.04637,0.00040,0.04790,0.00000,0.04334,0.93907,-0.01283,-0.00183
0.4266,0,-0.01816,-0.00170,-0.04612,0.00043,0.04798,0.00000,0.04346,0.93907,-0.01283,-0.00183
0.4286,0,-0.01825,-0.00169,-0.04587,0.00046,0.04806,0.00000,0.04351,0.93910,-0.01283,-0.00183
0.4306,0,-0.01816,-0.00163,-0.04502,0.00070,0.04815,0.00000,0.04375,0.93910,-0.01609,-0.00159
0.4326,0,-0.01825,-0.00163,-0.04476,0.00073,0.04823,0.00000,0.04375,0.93910,-0.01609,-0.00159
0.4346,0,-0.01834,-0.00163,-0.04450,0.00076,0.04831,0.00000,0.04379,0.93908,-0.01609,-0.00159
0.4366,0,-0.01842,-0.00163,-0.04424,0.00079,0.04838,0.00000,0.04397,0.93907,-0.01609,-0.00159
0.4386,0,-0.01851,-0.00162,-0.04398,0.00082,0.04846,0.00000,0.04402,0.93909,-0.01609,-0.00159
0.4406,0,-0.01860,-0.00162,-0.04371,0.00085,0.04853,0.00000,0.04412,0.93906,-0.01609,-0.00159
0.4426,0,-0.01869,-0.00162,-0.04343,0.00088,0.04860,0.00000,0.04422,0.93912,-0.01609,-0.00159
0.4446,0,-0.01877,-0.00162,-0.04316,0.00091,0.04867,0.00000,0.04436,0.93909,-0.01609,-0.00159
