t,phase,th_x,th_y,thd_x,thd_y,vcmd_x,vcmd_y,tcp_x,tcp_y,th_brut_x,th_brut_y
0.1461,0,-0.00066,-0.00049,-0.01591,-0.00003,0.02132,0.00000,0.08431,1.03150,0.00021,-0.00047
0.1481,0,-0.00069,-0.00049,-0.01615,-0.00002,0.02159,0.00000,0.08431,1.03150,0.00021,-0.00047
0.1501,0,-0.00072,-0.00049,-0.01639,-0.00001,0.02186,0.00000,0.08441,1.03148,0.00021,-0.00047
0.1521,0,-0.00075,-0.00049,-0.01663,-0.00000,0.02213,0.00000,0.08446,1.03147,0.00021,-0.00047
0.1541,0,-0.00079,-0.00049,-0.01687,0.00001,0.02240,0.00000,0.08449,1.03149,0.00021,-0.00047
0.1561,0,-0.00082,-0.00049,-0.01710,0.00001,0.02267,0.00000,0.08455,1.03148,0.00021,-0.00047
0.1581,0,-0.00086,-0.00049,-0.01734,0.00002,0.02294,0.00000,0.08457,1.03149,0.00021,-0.00047
0.1601,0,-0.00089,-0.00049,-0.01757,0.00003,0.02321,0.00000,0.08466,1.03147,0.00021,-0.00047
0.1621,0,-0.00093,-0.00049,-0.01780,0.00004,0.02347,0.00000,0.08470,1.03147,0.00021,-0.00047
0.1642,0,-0.00096,-0.00048,-0.01803,0.00005,0.02374,0.00000,0.08468,1.03150,0.00021,-0.00047
0.1662,0,-0.00100,-0.00048,-0.01826,0.00006,0.02400,0.00000,0.08475,1.03150,0.00021,-0.00047
0.1682,0,-0.00103,-0.00048,-0.01848,0.00007,0.02427,0.00000,0.08474,1.03150,0.00021,-0.00047
0.1702,0,-0.00107,-0.00048,-0.01871,0.00008,0.02453,0.00000,0.08485,1.03150,0.00021,-0.00047
0.1722,0,-0.00111,-0.00048,-0.01893,0.00008,0.02479,0.00000,0.08483,1.03152,0.00021,-0.00047
0.1742,0,-0.00143,-0.00042,-0.02079,0.00046,0.02506,0.00000,0.08493,1.03151,-0.00074,-0.00043
0.1762,0,-0.00147,-0.00042,-0.02101,0.00047,0.02532,0.00000,0.08493,1.03151,-0.00074,-0.00043
0.1782,0,-0.00151,-0.00042,-0.02122,0.00048,0.02558,0.00000,0.08505,1.03150,-0.00074,-0.00043
0.1802,0,-0.00156,-0.00042,-0.02143,0.00048,0.02583,0.00000,0.08507,1.03150,-0.00074,-0.00043
0.1822,0,-0.00160,-0.00042,-0.02164,0.00049,0.02609,0.00000,0.08511,1.03149,-0.00074,-0.00043
0.1842,0,-0.00164,-0.00042,-0.02185,0.00050,0.02635,0.00000,0.08512,1.03150,-0.00074,-0.00043
0.1862,0,-0.00169,-0.00041,-0.02206,0.00051,0.02660,0.00000,0.08523,1.03152,-0.00074,-0.00043
0.1882,0,-0.00173,-0.00041,-0.02226,0.00051,0.02686,0.00000,0.08526,1.03152,-0.00074,-0.00043
0.1902,0,-0.00178,-0.00041,-0.02247,0.00052,0.02711,0.00000,0.08537,1.03155,-0.00074,-0.00043
0.1922,0,-0.00182,-0.00041,-0.02267,0.00053,0.02737,0.00000,0.08538,1.03151,-0.00074,-0.00043
0.1942,0,-0.00187,-0.00041,-0.02287,0.00054,0.02762,0.00000,0.08541,1.03154,-0.00074,-0.00043
0.1962,0,-0.00191,-0.00041,-0.02307,0.00054,0.02787,0.00000,0.08542,1.03151,-0.00074,-0.00043
0.1982,0,-0.00196,-0.00041,-0.02326,0.00055,0.02812,0.00000,0.08552,1.03153,-0.00074,-0.00043
0.2002,0,-0.00201,-0.00041,-0.02346,0.00056,0.02837,0.00000,0.08563,1.03155,-0.00074,-0.00043
0.2022,0,-0.00205,-0.00041,-0.02365,0.00057,0.02862,0.00000,0.08567,1.03154,-0.00074,-0.00043
0.2042,0,-0.00210,-0.00041,-0.02384,0.00057,0.02886,0.00000,0.08569,1.03153,-0.00074,-0.00043
0.2062,0,-0.00215,-0.00040,-0.02403,0.00058,0.02911,0.00000,0.08575,1.03152,-0.00074,-0.00043
0.2082,0,-0.00220,-0.00040,-0.02422,0.00059,0.02935,0.00000,0.08579,1.03152,-0.00074,-0.00043
0.2102,0,-0.00224,-0.00040,-0.02440,0.00060,0.02960,0.00000,0.08587,1.03154,-0.00074,-0.00043
0.2122,0,-0.00229,-0.00040,-0.02459,0.00060,0.02984,0.00000,0.08588,1.03155,-0.00074,-0.00043
0.2142,0,-0.00234,-0.00040,-0.02477,0.00061,0.03008,0.00000,0.08592,1.03154,-0.00074,-0.00043
0.2162,0,-0.00239,-0.00040,-0.02495,0.00062,0.03032,0.00000,0.08601,1.03155,-0.00074,-0.00043
0.2182,0,-0.00244,-0.00040,-0.02513,0.00062,0.03056,0.00000,0.08608,1.03152,-0.00074,-0.00043
0.2202,0,-0.00249,-0.00040,-0.02530,0.00063,0.03080,0.00000,0.08617,1.03153,-0.00074,-0.00043
0.2222,0,-0.00254,-0.00039,-0.02548,0.00064,0.03103,0.00000,0.08616,1.03155,-0.00074,-0.00043
0.2242,0,-0.00259,-0.00039,-0.02565,0.00065,0.03127,0.00000,0.08622,1.03153,-0.00074,-0.00043
0.2262,0,-0.00265,-0.00039,-0.02582,0.00065,0.03150,0.00000,0.08632,1.03154,-0.00074,-0.00043
0.2282,0,-0.00270,-0.00039,-0.02599,0.00066,0.03174,0.00000,0.08641,1.03154,-0.00074,-0.00043
0.2302,0,-0.00275,-0.00039,-0.02615,0.00067,0.03197,0.00000,0.08643,1.03155,-0.00074,-0.00043
0.2322,0,-0.00280,-0.00039,-0.02632,0.00067,0.03220,0.00000,0.08655,1.03155,-0.00074,-0.00043
0.2342,0,-0.00286,-0.00039,-0.02648,0.00068,0.03243,0.00000,0.08660,1.03156,-0.00074,-0.00043
0.2362,0,-0.00291,-0.00038,-0.02664,0.00069,0.03266,0.00000,0.08662,1.03152,-0.00074,-0.00043
0.2382,0,-0.00296,-0.00038,-0.02680,0.00069,0.03289,0.00000,0.08667,1.03158,-0.00074,-0.00043
0.2402,0,-0.00319,-0.00019,-0.02771,0.00151,0.03312,0.00000,0.08680,1.03154,-0.00221,-0.00018
0.2422,0,-0.00324,-0.00019,-0.02786,0.00152,0.03334,0.00000,0.08680,1.03154,-0.00221,-0.00018
0.2442,0,-0.00330,-0.00019,-0.02801,0.00152,0.03356,0.00000,0.08688,1.03157,-0.00221,-0.00018
0.2462,0,-0.00335,-0.00019,-0.02815,0.00152,0.03379,0.00000,0.08693,1.03153,-0.00221,-0.00018
0.2482,0,-0.00341,-0.00018,-0.02830,0.00153,0.03401,0.00000,0.08698,1.03154,-0.00221,-0.00018
0.2502,0,-0.00347,-0.00018,-0.02844,0.00153,0.03423,0.00000,0.08707,1.03154,-0.00221,-0.00018
0.2522,0,-0.00352,-0.00018,-0.02858,0.00153,0.03445,0.00000,0.08718,1.03157,-0.00221,-0.00018
0.2542,0,-0.00358,-0.00017,-0.02872,0.00153,0.03467,0.00000,0.08724,1.03155,-0.00221,-0.00018
0.2562,0,-0.00364,-0.00017,-0.02885,0.00154,0.03488,0.00000,0.08727,1.03156,-0.00221,-0.00018
0.2582,0,-0.00370,-0.00017,-0.02898,0.00154,0.03510,0.00000,0.08735,1.03154,-0.00221,-0.00018
0.2602,0,-0.00375,-0.00016,-0.02911,0.00154,0.03531,0.00000,0.08745,1.03154,-0.00221,-0.00018
0.2622,0,-0.00381,-0.00016,-0.02924,0.00155,0.03553,0.00000,0.08745,1.03154,-0.00221,-0.00018
0.2642,0,-0.00387,-0.00016,-0.02937,0.00155,0.03574,0.00000,0.08757,1.03157,-0.00221,-0.00018
0.2662,0,-0.00393,-0.00015,-0.02949,0.00155,0.03595,0.00000,0.08759,1.03157,-0.00221,-0.00018
0.2682,0,-0.00399,-0.00015,-0.02962,0.00156,0.03616,0.00000,0.08768,1.03156,-0.00221,-0.00018
0.2702,0,-0.00405,-0.00015,-0.02974,0.00156,0.03636,0.00000,0.08776,1.03157,-0.00221,-0.00018
0.2722,0,-0.00411,-0.00015,-0.02985,0.00156,0.03657,0.00000,0.08781,1.03156,-0.00221,-0.00018
0.2742,0,-0.00417,-0.00014,-0.02997,0.00156,0.03677,0.00000,0.08787,1.03158,-0.00221,-0.00018
0.2762,0,-0.00423,-0.00014,-0.03008,0.00157,0.03698,0.00000,0.08794,1.03157,-0.00221,-0.00018
0.2782,0,-0.00429,-0.00014,-0.03019,0.00157,0.03718,0.00000,0.08805,1.03158,-0.00221,-0.00018
0.2802,0,-0.00435,-0.00013,-0.03030,0.00157,0.03738,0.00000,0.08819,1.03157,-0.00221,-0.00018
0.2822,0,-0.00441,-0.00013,-0.03040,0.00157,0.03758,0.00000,0.08823,1.03158,-0.00221,-0.00018
0.2842,0,-0.00447,-0.00013,-0.03051,0.00158,0.03778,0.00000,0.08833,1.03155,-0.00221,-0.00018
0.2862,0,-0.00453,-0.00012,-0.03061,0.00158,0.03798,0.00000,0.08834,1.03155,-0.00221,-0.00018
0.2882,0,-0.00459,-0.00012,-0.03071,0.00158,0.03817,0.00000,0.08846,1.03157,-0.00221,-0.00018
0.2902,0,-0.00465,-0.00012,-0.03080,0.00158,0.03836,0.00000,0.08854,1.03157,-0.00221,-0.00018
0.2922,0,-0.00472,-0.00011,-0.03090,0.00158,0.03856,0.00000,0.08859,1.03157,-0.00221,-0.00018
0.2942,0,-0.00478,-0.00011,-0.03099,0.00159,0.03875,0.00000,0.08869,1.03154,-0.00221,-0.00018
0.2962,0,-0.00484,-0.00011,-0.03108,0.00159,0.03894,0.00000,0.08871,1.03161,-0.00221,-0.00018
0.2982,0,-0.00490,-0.00010,-0.03116,0.00159,0.03913,0.00000,0.08890,1.03156,-0.00221,-0.00018
0.3002,0,-0.00496,-0.00010,-0.03125,0.00159,0.03932,0.00000,0.08890,1.03156,-0.00221,-0.00018
0.3022,0,-0.00503,-0.00010,-0.03133,0.00159,0.03950,0.00000,0.08895,1.03156,-0.00221,-0.00018
0.3042,0,-0.00509,-0.00010,-0.03141,0.00159,0.03969,0.00000,0.08905,1.03161,-0.00221,-0.00018
0.3062,0,-0.00516,-0.00008,-0.03154,0.00164,0.03987,0.00000,0.08921,1.03158,-0.00394,-0.00014
0.3082,0,-0.00522,-0.00008,-0.03161,0.00164,0.04005,0.00000,0.08930,1.03155,-0.00394,-0.00014
0.3102,0,-0.00529,-0.00007,-0.03168,0.00164,0.04023,0.00000,0.08930,1.03155,-0.00394,-0.00014
0.3122,0,-0.00535,-0.00007,-0.03175,0.00164,0.04041,0.00000,0.08936,1.03159,-0.00394,-0.00014
0.3142,0,-0.00541,-0.00007,-0.03182,0.00164,0.04059,0.00000,0.08949,1.03155,-0.00394,-0.00014
0.3162,0,-0.00548,-0.00006,-0.03188,0.00164,0.04076,0.00000,0.08953,1.03158,-0.00394,-0.00014
0.3183,0,-0.00554,-0.00006,-0.03194,0.00164,0.04094,0.00000,0.08962,1.03155,-0.00394,-0.00014
0.3203,0,-0.00561,-0.00006,-0.03200,0.00164,0.04111,0.00000,0.08970,1.03157,-0.00394,-0.00014
0.3223,0,-0.00567,-0.00005,-0.03206,0.00165,0.04128,0.00000,0.08980,1.03155,-0.00394,-0.00014
0.3243,0,-0.00573,-0.00005,-0.03211,0.00165,0.04145,0.00000,0.08985,1.03159,-0.00394,-0.00014
0.3263,0,-0.00580,-0.00005,-0.03217,0.00165,0.04162,0.00000,0.08991,1.03157,-0.00394,-0.00014
0.3283,0,-0.00586,-0.00004,-0.03221,0.00165,0.04178,0.00000,0.08999,1.03155,-0.00394,-0.00014
0.3303,0,-0.00593,-0.00004,-0.03226,0.00165,0.04195,0.00000,0.09014,1.03157,-0.00394,-0.00014
0.3323,0,-0.00599,-0.00004,-0.03230,0.00165,0.04211,0.00000,0.09018,1.03156,-0.00394,-0.00014
0.3343,0,-0.00606,-0.00004,-0.03234,0.00165,0.04227,0.00000,0.09028,1.03159,-0.00394,-0.00014
0.3363,0,-0.00612,-0.00003,-0.03238,0.00165,0.04243,0.00000,0.09033,1.03156,-0.00394,-0.00014
0.3383,0,-0.00619,-0.00003,-0.03242,0.00165,0.04259,0.00000,0.09039,1.03157,-0.00394,-0.00014
0.3403,0,-0.00625,-0.00003,-0.03245,0.00165,0.04275,0.00000,0.09057,1.03156,-0.00394,-0.00014
0.3423,0,-0.00632,-0.00002,-0.03248,0.00165,0.04290,0.00000,0.09057,1.03156,-0.00394,-0.00014
0.3443,0,-0.00638,-0.00002,-0.03251,0.00165,0.04306,0.00000,0.09072,1.03160,-0.00394,-0.00014
0.3463,0,-0.00645,-0.00002,-0.03254,0.00165,0.04321,0.00000,0.09087,1.03160,-0.00394,-0.00014
0.3483,0,-0.00651,-0.00001,-0.03256,0.00165,0.04336,0.00000,0.09094,1.03158,-0.00394,-0.00014
0.3503,0,-0.00658,-0.00001,-0.03258,0.00165,0.04351,0.00000,0.09094,1.03158,-0.00394,-0.00014
0.3523,0,-0.00664,-0.00001,-0.03260,0.00165,0.04366,0.00000,0.09109,1.03154,-0.00394,-0.00014
0.3543,0,-0.00671,-0.00000,-0.03261,0.00165,0.04381,0.00000,0.09118,1.03159,-0.00394,-0.00014
0.3563,0,-0.00677,0.00000,-0.03262,0.00165,0.04395,0.00000,0.09123,1.03159,-0.00394,-0.00014
0.3583,0,-0.00684,0.00000,-0.03263,0.00165,0.04409,0.00000,0.09123,1.03159,-0.00394,-0.00014
0.3603,0,-0.00690,0.00001,-0.03264,0.00165,0.04424,0.00000,0.09133,1.03157,-0.00394,-0.00014
0.3623,0,-0.00697,0.00001,-0.03264,0.00165,0.04437,0.00000,0.09139,1.03156,-0.00394,-0.00014
0.3643,0,-0.00703,0.00001,-0.03264,0.00165,0.04451,0.00000,0.09157,1.03156,-0.00394,-0.00014
0.3663,0,-0.00710,0.00002,-0.03264,0.00165,0.04465,0.00000,0.09173,1.03155,-0.00394,-0.00014
0.3683,0,-0.00716,0.00002,-0.03264,0.00165,0.04478,0.00000,0.09175,1.03156,-0.00394,-0.00014
0.3703,0,-0.00723,0.00002,-0.03263,0.00165,0.04492,0.00000,0.09175,1.03156,-0.00394,-0.00014
0.3723,0,-0.00729,0.00003,-0.03262,0.00165,0.04505,0.00000,0.09186,1.03157,-0.00394,-0.00014
0.3743,0,-0.00736,0.00003,-0.03261,0.00165,0.04518,0.00000,0.09201,1.03160,-0.00394,-0.00014
0.3763,0,-0.00739,0.00009,-0.03252,0.00184,0.04531,0.00000,0.09211,1.03157,-0.00600,0.00006
0.3783,0,-0.00746,0.00010,-0.03250,0.00184,0.04543,0.00000,0.09211,1.03157,-0.00600,0.00006
0.3803,0,-0.00752,0.00010,-0.03248,0.00184,0.04556,0.00000,0.09229,1.03158,-0.00600,0.00006
0.3823,0,-0.00759,0.00010,-0.03246,0.00183,0.04568,0.00000,0.09234,1.03157,-0.00600,0.00006
0.3843,0,-0.00765,0.00011,-0.03244,0.00183,0.04580,0.00000,0.09242,1.03156,-0.00600,0.00006
0.3863,0,-0.00772,0.00011,-0.03241,0.00183,0.04592,0.00000,0.09253,1.03157,-0.00600,0.00006
0.3883,0,-0.00778,0.00011,-0.03238,0.00183,0.04604,0.00000,0.09269,1.03160,-0.00600,0.00006
0.3903,0,-0.00785,0.00012,-0.03234,0.00183,0.04616,0.00000,0.09274,1.03159,-0.00600,0.00006
0.3923,0,-0.00791,0.00012,-0.03231,0.00182,0.04628,0.00000,0.09274,1.03159,-0.00600,0.00006
0.3943,0,-0.00798,0.00012,-0.03227,0.00182,0.04639,0.00000,0.09294,1.03158,-0.00600,0.00006
0.3963,0,-0.00804,0.00013,-0.03223,0.00182,0.04650,0.00000,0.09302,1.03160,-0.00600,0.00006
0.3983,0,-0.00811,0.00013,-0.03218,0.00182,0.04661,0.00000,0.09314,1.03160,-0.00600,0.00006
0.4003,0,-0.00817,0.00014,-0.03214,0.00181,0.04672,0.00000,0.09323,1.03158,-0.00600,0.00006
0.4023,0,-0.00823,0.00014,-0.03209,0.00181,0.04682,0.00000,0.09328,1.03161,-0.00600,0.00006
0.4043,0,-0.00830,0.00014,-0.03203,0.00181,0.04693,0.00000,0.09336,1.03161,-0.00600,0.00006
0.4063,0,-0.00836,0.00015,-0.03198,0.00181,0.04703,0.00000,0.09342,1.03160,-0.00600,0.00006
0.4083,0,-0.00843,0.00015,-0.03192,0.00180,0.04713,0.00000,0.09356,1.03161,-0.00600,0.00006
0.4103,0,-0.00849,0.00015,-0.03186,0.00180,0.04723,0.00000,0.09364,1.03162,-0.00600,0.00006
0.4123,0,-0.00855,0.00016,-0.03180,0.00180,0.04733,0.00000,0.09377,1.03163,-0.00600,0.00006
0.4143,0,-0.00862,0.00016,-0.03173,0.00180,0.04743,0.00000,0.09387,1.03159,-0.00600,0.00006
0.4163,0,-0.00868,0.00016,-0.03166,0.00179,0.04752,0.00000,0.09398,1.03163,-0.00600,0.00006
0.4183,0,-0.00874,0.00017,-0.03159,0.00179,0.04762,0.00000,0.09411,1.03162,-0.00600,0.00006
0.4203,0,-0.00881,0.00017,-0.03152,0.00179,0.04771,0.00000,0.09412,1.03162,-0.00600,0.00006
0.4223,0,-0.00887,0.00018,-0.03144,0.00178,0.04780,0.00000,0.09425,1.03161,-0.00600,0.00006
0.4243,0,-0.00893,0.00018,-0.03136,0.00178,0.04788,0.00000,0.09429,1.03160,-0.00600,0.00006
0.4263,0,-0.00899,0.00018,-0.03128,0.00178,0.04797,0.00000,0.09445,1.03159,-0.00600,0.00006
0.4283,0,-0.00906,0.00019,-0.03119,0.00177,0.04805,0.00000,0.09453,1.03159,-0.00600,0.00006
0.4304,0,-0.00912,0.00019,-0.03110,0.00177,0.04814,0.00000,0.09453,1.03159,-0.00600,0.00006
0.4324,0,-0.00918,0.00019,-0.03101,0.00177,0.04822,0.00000,0.09471,1.03160,-0.00600,0.00006
0.4344,0,-0.00924,0.00020,-0.03092,0.00176,0.04830,0.00000,0.09474,1.03159,-0.00600,0.00006
0.4364,0,-0.00931,0.00020,-0.03082,0.00176,0.04838,0.00000,0.09488,1.03159,-0.00600,0.00006
0.4384,0,-0.00923,0.00021,-0.03028,0.00179,0.04845,0.00000,0.09495,1.03159,-0.00785,0.00015
0.4404,0,-0.00929,0.00022,-0.03018,0.00179,0.04852,0.00000,0.09510,1.03158,-0.00785,0.00015
0.4424,0,-0.00935,0.00022,-0.03008,0.00178,0.04860,0.00000,0.09517,1.03163,-0.00785,0.00015
0.4444,0,-0.00941,0.00022,-0.02998,0.00178,0.04867,0.00000,0.09528,1.03161,-0.00785,0.00015
0.4464,0,-0.00947,0.00023,-0.02987,0.00177,0.04874,0.00000,0.09528,1.03160,-0.00785,0.00015
0.4484,0,-0.00953,0.00023,-0.02976,0.00177,0.04880,0.00000,0.09542,1.03161,-0.00785,0.00015
0.4504,0,-0.00959,0.00023,-0.02965,0.00176,0.04887,0.00000,0.09558,1.03159,-0.00785,0.00015
