t,phase,th_x,th_y,thd_x,thd_y,vcmd_x,vcmd_y,tcp_x,tcp_y,th_brut_x,th_brut_y
0.0361,0,-0.00141,-0.00012,-0.00415,0.00004,0.00549,0.00000,0.08884,1.02303,-0.00136,-0.00012
0.0381,0,-0.00142,-0.00012,-0.00460,0.00004,0.00597,0.00000,0.08880,1.02302,-0.00136,-0.00012
0.0401,0,-0.00143,-0.00012,-0.00503,0.00004,0.00642,0.00000,0.08889,1.02302,-0.00136,-0.00012
0.0422,0,-0.00144,-0.00012,-0.00542,0.00005,0.00684,0.00000,0.08889,1.02300,-0.00136,-0.00012
0.0442,0,-0.00145,-0.00012,-0.00578,0.00005,0.00723,0.00000,0.08892,1.02303,-0.00136,-0.00012
0.0462,0,-0.00146,-0.00012,-0.00611,0.00005,0.00759,0.00000,0.08890,1.02302,-0.00136,-0.00012
0.0482,0,-0.00148,-0.00012,-0.00642,0.00005,0.00791,0.00000,0.08898,1.02304,-0.00136,-0.00012
0.0502,0,-0.00156,-0.00008,-0.00806,0.00074,0.00820,0.00000,0.08894,1.02305,-0.00140,-0.00011
0.0522,0,-0.00158,-0.00008,-0.00830,0.00074,0.00846,0.00000,0.08895,1.02302,-0.00140,-0.00011
0.0542,0,-0.00160,-0.00008,-0.00851,0.00074,0.00869,0.00000,0.08898,1.02303,-0.00140,-0.00011
0.0562,0,-0.00162,-0.00008,-0.00869,0.00074,0.00889,0.00000,0.08905,1.02302,-0.00140,-0.00011
0.0582,0,-0.00163,-0.00007,-0.00884,0.00075,0.00905,0.00000,0.08900,1.02301,-0.00140,-0.00011
0.0602,0,-0.00165,-0.00007,-0.00897,0.00075,0.00919,0.00000,0.08901,1.02304,-0.00140,-0.00011
0.0622,0,-0.00167,-0.00007,-0.00906,0.00075,0.00932,0.00000,0.08905,1.02303,-0.00140,-0.00011
0.0642,0,-0.00169,-0.00007,-0.00915,0.00075,0.00948,0.00000,0.08904,1.02301,-0.00140,-0.00011
0.0662,0,-0.00171,-0.00007,-0.00927,0.00075,0.00968,0.00000,0.08905,1.02302,-0.00140,-0.00011
0.0682,0,-0.00172,-0.00007,-0.00942,0.00075,0.00991,0.00000,0.08909,1.02302,-0.00140,-0.00011
0.0702,0,-0.00174,-0.00007,-0.00960,0.00075,0.01017,0.00000,0.08915,1.02304,-0.00140,-0.00011
0.0722,0,-0.00176,-0.00006,-0.00981,0.00075,0.01046,0.00000,0.08912,1.02301,-0.00140,-0.00011
0.0742,0,-0.00178,-0.00006,-0.01005,0.00076,0.01078,0.00000,0.08916,1.02302,-0.00140,-0.00011
0.0763,0,-0.00180,-0.00006,-0.01031,0.00076,0.01114,0.00000,0.08917,1.02304,-0.00140,-0.00011
0.0783,0,-0.00182,-0.00006,-0.01061,0.00076,0.01152,0.00000,0.08913,1.02303,-0.00140,-0.00011
0.0803,0,-0.00184,-0.00006,-0.01093,0.00076,0.01194,0.00000,0.08920,1.02302,-0.00140,-0.00011
0.0823,0,-0.00187,-0.00006,-0.01129,0.00076,0.01233,0.00000,0.08927,1.02302,-0.00140,-0.00011
0.0843,0,-0.00189,-0.00005,-0.01161,0.00076,0.01269,0.00000,0.08927,1.02301,-0.00140,-0.00011
0.0863,0,-0.00191,-0.00005,-0.01191,0.00076,0.01301,0.00000,0.08932,1.02301,-0.00140,-0.00011
0.0883,0,-0.00194,-0.00005,-0.01217,0.00076,0.01330,0.00000,0.08934,1.02304,-0.00140,-0.00011
0.0903,0,-0.00196,-0.00005,-0.01241,0.00076,0.01356,0.00000,0.08936,1.02302,-0.00140,-0.00011
0.0923,0,-0.00199,-0.00005,-0.01261,0.00076,0.01379,0.00000,0.08940,1.02300,-0.00140,-0.00011
0.0943,0,-0.00201,-0.00005,-0.01279,0.00076,0.01402,0.00000,0.08941,1.02303,-0.00140,-0.00011
0.0963,0,-0.00204,-0.00005,-0.01296,0.00077,0.01427,0.00000,0.08949,1.02301,-0.00140,-0.00011
0.0983,0,-0.00206,-0.00004,-0.01316,0.00077,0.01456,0.00000,0.08953,1.02298,-0.00140,-0.00011
0.1003,0,-0.00209,-0.00004,-0.01338,0.00077,0.01488,0.00000,0.08950,1.02299,-0.00140,-0.00011
0.1023,0,-0.00212,-0.00004,-0.01364,0.00077,0.01517,0.00000,0.08954,1.02297,-0.00140,-0.00011
0.1043,0,-0.00215,-0.00004,-0.01387,0.00077,0.01546,0.00000,0.08960,1.02302,-0.00140,-0.00011
0.1063,0,-0.00217,-0.00004,-0.01410,0.00077,0.01574,0.00000,0.08955,1.02299,-0.00140,-0.00011
0.1083,0,-0.00220,-0.00004,-0.01432,0.00077,0.01603,0.00000,0.08963,1.02304,-0.00140,-0.00011
0.1103,0,-0.00223,-0.00004,-0.01455,0.00077,0.01631,0.00000,0.08966,1.02299,-0.00140,-0.00011
0.1123,0,-0.00226,-0.00003,-0.01477,0.00077,0.01660,0.00000,0.08972,1.02300,-0.00140,-0.00011
0.1143,0,-0.00229,-0.00003,-0.01499,0.00077,0.01689,0.00000,0.08970,1.02297,-0.00140,-0.00011
0.1163,0,-0.00188,-0.00005,-0.01147,0.00057,0.01717,0.00000,0.08978,1.02298,-0.00151,-0.00008
0.1183,0,-0.00190,-0.00005,-0.01170,0.00057,0.01745,0.00000,0.08978,1.02299,-0.00151,-0.00008
0.1203,0,-0.00193,-0.00005,-0.01192,0.00057,0.01774,0.00000,0.08976,1.02299,-0.00151,-0.00008
0.1223,0,-0.00195,-0.00005,-0.01215,0.00057,0.01802,0.00000,0.08990,1.02297,-0.00151,-0.00008
0.1244,0,-0.00198,-0.00005,-0.01238,0.00057,0.01831,0.00000,0.08992,1.02298,-0.00151,-0.00008
0.1264,0,-0.00200,-0.00005,-0.01260,0.00057,0.01859,0.00000,0.08994,1.02299,-0.00151,-0.00008
0.1284,0,-0.00203,-0.00005,-0.01283,0.00057,0.01887,0.00000,0.08997,1.02300,-0.00151,-0.00008
0.1304,0,-0.00205,-0.00005,-0.01305,0.00057,0.01915,0.00000,0.09007,1.02298,-0.00151,-0.00008
0.1324,0,-0.00208,-0.00005,-0.01327,0.00057,0.01942,0.00000,0.09009,1.02297,-0.00151,-0.00008
0.1344,0,-0.00211,-0.00004,-0.01349,0.00058,0.01970,0.00000,0.09009,1.02301,-0.00151,-0.00008
0.1364,0,-0.00213,-0.00004,-0.01371,0.00058,0.01998,0.00000,0.09016,1.02296,-0.00151,-0.00008
0.1384,0,-0.00216,-0.00004,-0.01393,0.00058,0.02026,0.00000,0.09017,1.02298,-0.00151,-0.00008
0.1404,0,-0.00219,-0.00004,-0.01414,0.00058,0.02054,0.00000,0.09017,1.02297,-0.00151,-0.00008
0.1424,0,-0.00222,-0.00004,-0.01436,0.00058,0.02081,0.00000,0.09027,1.02295,-0.00151,-0.00008
0.1445,0,-0.00225,-0.00004,-0.01457,0.00058,0.02109,0.00000,0.09028,1.02297,-0.00151,-0.00008
0.1465,0,-0.00228,-0.00004,-0.01479,0.00058,0.02136,0.00000,0.09038,1.02297,-0.00151,-0.00008
0.1485,0,-0.00231,-0.00004,-0.01500,0.00058,0.02164,0.00000,0.09037,1.02293,-0.00151,-0.00008
0.1505,0,-0.00234,-0.00003,-0.01521,0.00058,0.02191,0.00000,0.09042,1.02294,-0.00151,-0.00008
0.1525,0,-0.00237,-0.00003,-0.01542,0.00058,0.02218,0.00000,0.09043,1.02297,-0.00151,-0.00008
0.1545,0,-0.00240,-0.00003,-0.01563,0.00058,0.02245,0.00000,0.09046,1.02295,-0.00151,-0.00008
0.1565,0,-0.00243,-0.00003,-0.01583,0.00058,0.02272,0.00000,0.09051,1.02293,-0.00151,-0.00008
0.1585,0,-0.00246,-0.00003,-0.01604,0.00058,0.02299,0.00000,0.09060,1.02297,-0.00151,-0.00008
0.1605,0,-0.00249,-0.00003,-0.01624,0.00058,0.02325,0.00000,0.09061,1.02294,-0.00151,-0.00008
0.1625,0,-0.00253,-0.00003,-0.01644,0.00058,0.02352,0.00000,0.09063,1.02294,-0.00151,-0.00008
0.1645,0,-0.00256,-0.00003,-0.01664,0.00059,0.02379,0.00000,0.09072,1.02293,-0.00151,-0.00008
0.1665,0,-0.00259,-0.00003,-0.01684,0.00059,0.02405,0.00000,0.09075,1.02293,-0.00151,-0.00008
0.1685,0,-0.00263,-0.00002,-0.01704,0.00059,0.02431,0.00000,0.09081,1.02294,-0.00151,-0.00008
0.1705,0,-0.00266,-0.00002,-0.01723,0.00059,0.02458,0.00000,0.09081,1.02292,-0.00151,-0.00008
0.1725,0,-0.00269,-0.00002,-0.01743,0.00059,0.02484,0.00000,0.09086,1.02292,-0.00151,-0.00008
0.1745,0,-0.00273,-0.00002,-0.01762,0.00059,0.02510,0.00000,0.09088,1.02291,-0.00151,-0.00008
0.1765,0,-0.00277,-0.00002,-0.01781,0.00059,0.02536,0.00000,0.09103,1.02292,-0.00151,-0.00008
0.1785,0,-0.00280,-0.00002,-0.01800,0.00059,0.02562,0.00000,0.09105,1.02290,-0.00151,-0.00008
0.1805,0,-0.00284,-0.00002,-0.01819,0.00059,0.02588,0.00000,0.09105,1.02289,-0.00151,-0.00008
0.1826,0,-0.00324,-0.00013,-0.02049,-0.00006,0.02614,0.00000,0.09113,1.02289,-0.00257,-0.00015
0.1846,0,-0.00328,-0.00013,-0.02067,-0.00006,0.02640,0.00000,0.09122,1.02290,-0.00257,-0.00015
0.1866,0,-0.00333,-0.00013,-0.02085,-0.00005,0.02665,0.00000,0.09129,1.02289,-0.00257,-0.00015
0.1886,0,-0.00337,-0.00013,-0.02102,-0.00005,0.02691,0.00000,0.09126,1.02289,-0.00257,-0.00015
0.1906,0,-0.00341,-0.00013,-0.02120,-0.00005,0.02716,0.00000,0.09137,1.02289,-0.00257,-0.00015
0.1926,0,-0.00345,-0.00013,-0.02137,-0.00005,0.02741,0.00000,0.09145,1.02288,-0.00257,-0.00015
0.1946,0,-0.00350,-0.00013,-0.02154,-0.00005,0.02767,0.00000,0.09141,1.02291,-0.00257,-0.00015
0.1966,0,-0.00354,-0.00013,-0.02171,-0.00004,0.02792,0.00000,0.09149,1.02291,-0.00257,-0.00015
0.1986,0,-0.00358,-0.00013,-0.02187,-0.00004,0.02817,0.00000,0.09154,1.02291,-0.00257,-0.00015
0.2006,0,-0.00363,-0.00013,-0.02204,-0.00004,0.02842,0.00000,0.09158,1.02287,-0.00257,-0.00015
0.2026,0,-0.00367,-0.00013,-0.02220,-0.00004,0.02866,0.00000,0.09166,1.02291,-0.00257,-0.00015
0.2046,0,-0.00371,-0.00013,-0.02236,-0.00003,0.02891,0.00000,0.09175,1.02289,-0.00257,-0.00015
0.2066,0,-0.00376,-0.00013,-0.02252,-0.00003,0.02915,0.00000,0.09174,1.02291,-0.00257,-0.00015
0.2086,0,-0.00380,-0.00013,-0.02268,-0.00003,0.02940,0.00000,0.09182,1.02289,-0.00257,-0.00015
0.2106,0,-0.00385,-0.00013,-0.02284,-0.00003,0.02964,0.00000,0.09187,1.02291,-0.00257,-0.00015
0.2126,0,-0.00390,-0.00013,-0.02299,-0.00002,0.02988,0.00000,0.09190,1.02291,-0.00257,-0.00015
0.2146,0,-0.00394,-0.00013,-0.02314,-0.00002,0.03013,0.00000,0.09199,1.02290,-0.00257,-0.00015
0.2166,0,-0.00399,-0.00013,-0.02329,-0.00002,0.03037,0.00000,0.09203,1.02290,-0.00257,-0.00015
0.2186,0,-0.00404,-0.00013,-0.02344,-0.00002,0.03060,0.00000,0.09211,1.02288,-0.00257,-0.00015
0.2206,0,-0.00408,-0.00013,-0.02359,-0.00001,0.03084,0.00000,0.09212,1.02293,-0.00257,-0.00015
0.2226,0,-0.00413,-0.00013,-0.02373,-0.00001,0.03108,0.00000,0.09218,1.02288,-0.00257,-0.00015
0.2246,0,-0.00418,-0.00013,-0.02388,-0.00001,0.03131,0.00000,0.09237,1.02286,-0.00257,-0.00015
0.2266,0,-0.00423,-0.00013,-0.02402,-0.00001,0.03155,0.00000,0.09233,1.02286,-0.00257,-0.00015
0.2286,0,-0.00427,-0.00013,-0.02416,-0.00000,0.03178,0.00000,0.09242,1.02289,-0.00257,-0.00015
0.2306,0,-0.00432,-0.00013,-0.02429,-0.00000,0.03201,0.00000,0.09248,1.02289,-0.00257,-0.00015
0.2326,0,-0.00437,-0.00013,-0.02443,0.00000,0.03225,0.00000,0.09251,1.02289,-0.00257,-0.00015
0.2346,0,-0.00442,-0.00013,-0.02456,0.00000,0.03248,0.00000,0.09252,1.02287,-0.00257,-0.00015
0.2366,0,-0.00447,-0.00013,-0.02469,0.00000,0.03270,0.00000,0.09263,1.02288,-0.00257,-0.00015
0.2386,0,-0.00452,-0.00013,-0.02482,0.00001,0.03293,0.00000,0.09272,1.02289,-0.00257,-0.00015
0.2406,0,-0.00457,-0.00013,-0.02495,0.00001,0.03316,0.00000,0.09278,1.02288,-0.00257,-0.00015
0.2426,0,-0.00462,-0.00013,-0.02508,0.00001,0.03338,0.00000,0.09279,1.02289,-0.00257,-0.00015
0.2446,0,-0.00467,-0.00013,-0.02520,0.00001,0.03361,0.00000,0.09286,1.02288,-0.00257,-0.00015
0.2466,0,-0.00472,-0.00013,-0.02532,0.00002,0.03383,0.00000,0.09295,1.02287,-0.00257,-0.00015
0.2486,0,-0.00477,-0.00013,-0.02544,0.00002,0.03405,0.00000,0.09304,1.02290,-0.00400,-0.00041
0.2506,0,-0.00495,-0.00036,-0.02611,-0.00094,0.03427,0.00000,0.09304,1.02291,-0.00400,-0.00041
0.2526,0,-0.00500,-0.00036,-0.02622,-0.00093,0.03449,0.00000,0.09316,1.02288,-0.00400,-0.00041
0.2546,0,-0.00505,-0.00036,-0.02633,-0.00092,0.03471,0.00000,0.09325,1.02290,-0.00400,-0.00041
0.2566,0,-0.00510,-0.00036,-0.02644,-0.00092,0.03493,0.00000,0.09330,1.02286,-0.00400,-0.00041
0.2586,0,-0.00516,-0.00036,-0.02655,-0.00091,0.03515,0.00000,0.09341,1.02288,-0.00400,-0.00041
0.2607,0,-0.00521,-0.00037,-0.02666,-0.00090,0.03536,0.00000,0.09342,1.02286,-0.00400,-0.00041
0.2626,0,-0.00526,-0.00037,-0.02676,-0.00090,0.03557,0.00000,0.09354,1.02290,-0.00400,-0.00041
0.2646,0,-0.00532,-0.00037,-0.02686,-0.00089,0.03578,0.00000,0.09359,1.02290,-0.00400,-0.00041
0.2667,0,-0.00537,-0.00037,-0.02696,-0.00088,0.03599,0.00000,0.09363,1.02287,-0.00400,-0.00041
0.2687,0,-0.00542,-0.00037,-0.02705,-0.00088,0.03620,0.00000,0.09371,1.02290,-0.00400,-0.00041
0.2707,0,-0.00548,-0.00038,-0.02715,-0.00087,0.03641,0.00000,0.09380,1.02285,-0.00400,-0.00041
0.2727,0,-0.00553,-0.00038,-0.02724,-0.00086,0.03662,0.00000,0.09389,1.02291,-0.00400,-0.00041
0.2747,0,-0.00559,-0.00038,-0.02733,-0.00086,0.03682,0.00000,0.09395,1.02289,-0.00400,-0.00041
0.2767,0,-0.00564,-0.00038,-0.02741,-0.00085,0.03702,0.00000,0.09407,1.02290,-0.00400,-0.00041
0.2787,0,-0.00570,-0.00038,-0.02750,-0.00084,0.03723,0.00000,0.09410,1.02290,-0.00400,-0.00041
0.2807,0,-0.00575,-0.00038,-0.02758,-0.00084,0.03743,0.00000,0.09416,1.02291,-0.00400,-0.00041
0.2827,0,-0.00581,-0.00039,-0.02766,-0.00083,0.03763,0.00000,0.09421,1.02288,-0.00400,-0.00041
0.2847,0,-0.00586,-0.00039,-0.02774,-0.00082,0.03782,0.00000,0.09433,1.02289,-0.00400,-0.00041
0.2867,0,-0.00592,-0.00039,-0.02781,-0.00082,0.03802,0.00000,0.09436,1.02292,-0.00400,-0.00041
0.2887,0,-0.00597,-0.00039,-0.02788,-0.00081,0.03822,0.00000,0.09443,1.02289,-0.00400,-0.00041
0.2907,0,-0.00603,-0.00039,-0.02796,-0.00080,0.03841,0.00000,0.09453,1.02291,-0.00400,-0.00041
0.2927,0,-0.00609,-0.00039,-0.02802,-0.00079,0.03860,0.00000,0.09461,1.02288,-0.00400,-0.00041
0.2947,0,-0.00614,-0.00040,-0.02809,-0.00079,0.03879,0.00000,0.09474,1.02287,-0.00400,-0.00041
0.2967,0,-0.00620,-0.00040,-0.02815,-0.00078,0.03898,0.00000,0.09477,1.02290,-0.00400,-0.00041
0.2987,0,-0.00625,-0.00040,-0.02822,-0.00077,0.03917,0.00000,0.09483,1.02290,-0.00400,-0.00041
0.3007,0,-0.00631,-0.00040,-0.02828,-0.00076,0.03936,0.00000,0.09500,1.02292,-0.00400,-0.00041
0.3027,0,-0.00637,-0.00040,-0.02833,-0.00076,0.03954,0.00000,0.09502,1.02293,-0.00400,-0.00041
0.3047,0,-0.00642,-0.00040,-0.02839,-0.00075,0.03973,0.00000,0.09508,1.02287,-0.00400,-0.00041
0.3067,0,-0.00648,-0.00040,-0.02844,-0.00074,0.03991,0.00000,0.09513,1.02293,-0.00400,-0.00041
0.3087,0,-0.00654,-0.00041,-0.02849,-0.00074,0.04009,0.00000,0.09528,1.02291,-0.00400,-0.00041
0.3126,0,-0.00659,-0.00041,-0.02854,-0.00073,0.04030,0.00000,0.09542,1.02291,-0.00400,-0.00041
0.3146,0,-0.00665,-0.00041,-0.02861,-0.00072,0.04055,0.00000,0.09548,1.02291,-0.00400,-0.00041
0.3166,0,-0.00671,-0.00041,-0.02872,-0.00071,0.04079,0.00000,0.09558,1.02294,-0.00400,-0.00041
0.3186,0,-0.00660,-0.00037,-0.02818,-0.00057,0.04100,0.00000,0.09567,1.02295,-0.00545,-0.00033
0.3206,0,-0.00666,-0.00038,-0.02826,-0.00056,0.04118,0.00000,0.09574,1.02292,-0.00545,-0.00033
0.3226,0,-0.00672,-0.00038,-0.02830,-0.00056,0.04133,0.00000,0.09582,1.02291,-0.00545,-0.00033
0.3246,0,-0.00677,-0.00038,-0.02832,-0.00055,0.04148,0.00000,0.09588,1.02292,-0.00545,-0.00033
0.3266,0,-0.00683,-0.00038,-0.02833,-0.00054,0.04165,0.00000,0.09599,1.02291,-0.00545,-0.00033
0.3286,0,-0.00689,-0.00038,-0.02836,-0.00054,0.04181,0.00000,0.09603,1.02293,-0.00545,-0.00033
0.3306,0,-0.00694,-0.00038,-0.02839,-0.00053,0.04198,0.00000,0.09613,1.02293,-0.00545,-0.00033
0.3326,0,-0.00700,-0.00038,-0.02841,-0.00052,0.04214,0.00000,0.09620,1.02294,-0.00545,-0.00033
0.3346,0,-0.00706,-0.00038,-0.02843,-0.00052,0.04230,0.00000,0.09623,1.02294,-0.00545,-0.00033
0.3366,0,-0.00711,-0.00038,-0.02845,-0.00051,0.04246,0.00000,0.09634,1.02294,-0.00545,-0.00033
0.3386,0,-0.00717,-0.00039,-0.02847,-0.00050,0.04262,0.00000,0.09644,1.02294,-0.00545,-0.00033
0.3406,0,-0.00723,-0.00039,-0.02849,-0.00049,0.04278,0.00000,0.09654,1.02293,-0.00545,-0.00033
0.3426,0,-0.00728,-0.00039,-0.02850,-0.00049,0.04293,0.00000,0.09663,1.02295,-0.00545,-0.00033
0.3446,0,-0.00734,-0.00039,-0.02851,-0.00048,0.04308,0.00000,0.09673,1.02294,-0.00545,-0.00033
0.3466,0,-0.00740,-0.00039,-0.02852,-0.00047,0.04324,0.00000,0.09676,1.02296,-0.00545,-0.00033
0.3486,0,-0.00745,-0.00039,-0.02852,-0.00047,0.04339,0.00000,0.09690,1.02292,-0.00545,-0.00033
0.3506,0,-0.00751,-0.00039,-0.02852,-0.00046,0.04354,0.00000,0.09700,1.02294,-0.00545,-0.00033
0.3526,0,-0.00757,-0.00039,-0.02852,-0.00045,0.04368,0.00000,0.09706,1.02293,-0.00545,-0.00033
0.3546,0,-0.00763,-0.00039,-0.02852,-0.00045,0.04383,0.00000,0.09712,1.02298,-0.00545,-0.00033
0.3566,0,-0.00768,-0.00039,-0.02852,-0.00044,0.04397,0.00000,0.09721,1.02295,-0.00545,-0.00033
0.3586,0,-0.00774,-0.00039,-0.02851,-0.00043,0.04412,0.00000,0.09733,1.02301,-0.00545,-0.00033
0.3606,0,-0.00780,-0.00040,-0.02850,-0.00042,0.04426,0.00000,0.09745,1.02296,-0.00545,-0.00033
0.3626,0,-0.00785,-0.00040,-0.02849,-0.00042,0.04440,0.00000,0.09745,1.02296,-0.00545,-0.00033
0.3646,0,-0.00791,-0.00040,-0.02847,-0.00041,0.04453,0.00000,0.09753,1.02296,-0.00545,-0.00033
0.3666,0,-0.00797,-0.00040,-0.02846,-0.00040,0.04467,0.00000,0.09768,1.02297,-0.00545,-0.00033
0.3686,0,-0.00802,-0.00040,-0.02844,-0.00039,0.04481,0.00000,0.09773,1.02297,-0.00545,-0.00033
0.3706,0,-0.00808,-0.00040,-0.02841,-0.00039,0.04494,0.00000,0.09780,1.02295,-0.00545,-0.00033
0.3726,0,-0.00814,-0.00040,-0.02839,-0.00038,0.04507,0.00000,0.09791,1.02300,-0.00545,-0.00033
0.3746,0,-0.00819,-0.00040,-0.02836,-0.00037,0.04520,0.00000,0.09799,1.02299,-0.00545,-0.00033
0.3766,0,-0.00825,-0.00040,-0.02833,-0.00037,0.04533,0.00000,0.09812,1.02297,-0.00545,-0.00033
0.3786,0,-0.00831,-0.00040,-0.02830,-0.00036,0.04546,0.00000,0.09819,1.02300,-0.00545,-0.00033
0.3806,0,-0.00836,-0.00040,-0.02827,-0.00035,0.04558,0.00000,0.09835,1.02302,-0.00545,-0.00033
0.3827,0,-0.00842,-0.00040,-0.02823,-0.00034,0.04570,0.00000,0.09838,1.02298,-0.00545,-0.00033
0.3847,0,-0.00849,-0.00013,-0.02826,0.00060,0.04583,0.00000,0.09849,1.02299,-0.00736,0.00008
0.3867,0,-0.00855,-0.00013,-0.02821,0.00060,0.04595,0.00000,0.09857,1.02295,-0.00736,0.00008
0.3887,0,-0.00860,-0.00013,-0.02817,0.00060,0.04607,0.00000,0.09867,1.02298,-0.00736,0.00008
0.3907,0,-0.00866,-0.00012,-0.02812,0.00061,0.04618,0.00000,0.09877,1.02301,-0.00736,0.00008
0.3927,0,-0.00871,-0.00012,-0.02807,0.00061,0.04630,0.00000,0.09881,1.02299,-0.00736,0.00008
0.3947,0,-0.00877,-0.00012,-0.02802,0.00061,0.04641,0.00000,0.09895,1.02299,-0.00736,0.00008
0.3967,0,-0.00883,-0.00012,-0.02796,0.00061,0.04652,0.00000,0.09901,1.02299,-0.00736,0.00008
0.3987,0,-0.00888,-0.00012,-0.02790,0.00061,0.04663,0.00000,0.09914,1.02300,-0.00736,0.00008
0.4007,0,-0.00894,-0.00012,-0.02784,0.00062,0.04674,0.00000,0.09921,1.02302,-0.00736,0.00008
0.4027,0,-0.00899,-0.00012,-0.02778,0.00062,0.04685,0.00000,0.09931,1.02296,-0.00736,0.00008
0.4047,0,-0.00905,-0.00012,-0.02771,0.00062,0.04695,0.00000,0.09945,1.02298,-0.00736,0.00008
0.4067,0,-0.00910,-0.00011,-0.02764,0.00062,0.04706,0.00000,0.09945,1.02301,-0.00736,0.00008
0.4087,0,-0.00916,-0.00011,-0.02757,0.00062,0.04716,0.00000,0.09958,1.02301,-0.00736,0.00008
0.4107,0,-0.00922,-0.00011,-0.02750,0.00063,0.04726,0.00000,0.09967,1.02300,-0.00736,0.00008
0.4127,0,-0.00927,-0.00011,-0.02742,0.00063,0.04735,0.00000,0.09975,1.02301,-0.00736,0.00008
0.4147,0,-0.00932,-0.00011,-0.02734,0.00063,0.04745,0.00000,0.09989,1.02300,-0.00736,0.00008
0.4167,0,-0.00938,-0.00011,-0.02726,0.00063,0.04754,0.00000,0.09993,1.02300,-0.00736,0.00008
0.4187,0,-0.00943,-0.00011,-0.02718,0.00063,0.04764,0.00000,0.10003,1.02299,-0.00736,0.00008
0.4208,0,-0.00949,-0.00011,-0.02709,0.00064,0.04773,0.00000,0.10017,1.02302,-0.00736,0.00008
0.4228,0,-0.00954,-0.00010,-0.02700,0.00064,0.04782,0.00000,0.10027,1.02302,-0.00736,0.00008
0.4248,0,-0.00960,-0.00010,-0.02691,0.00064,0.04790,0.00000,0.10037,1.02301,-0.00736,0.00008
0.4268,0,-0.00965,-0.00010,-0.02681,0.00064,0.04799,0.00000,0.10042,1.02301,-0.00736,0.00008
0.4288,0,-0.00970,-0.00010,-0.02672,0.00064,0.04807,0.00000,0.10052,1.02302,-0.00736,0.00008
0.4308,0,-0.00976,-0.00010,-0.02662,0.00065,0.04815,0.00000,0.10060,1.02299,-0.00736,0.00008
0.4328,0,-0.00981,-0.00010,-0.02651,0.00065,0.04823,0.00000,0.10072,1.02299,-0.00736,0.00008
0.4348,0,-0.00986,-0.00010,-0.02641,0.00065,0.04831,0.00000,0.10083,1.02300,-0.00736,0.00008
0.4368,0,-0.00992,-0.00010,-0.02630,0.00065,0.04839,0.00000,0.10089,1.02300,-0.00736,0.00008
0.4388,0,-0.00997,-0.00009,-0.02619,0.00065,0.04846,0.00000,0.10103,1.02298,-0.00736,0.00008
0.4408,0,-0.01002,-0.00009,-0.02608,0.00065,0.04854,0.00000,0.10115,1.02299,-0.00736,0.00008
0.4428,0,-0.01007,-0.00009,-0.02596,0.00066,0.04861,0.00000,0.10120,1.02301,-0.00736,0.00008
0.4448,0,-0.01012,-0.00009,-0.02584,0.00066,0.04868,0.00000,0.10120,1.02301,-0.00736,0.00008
