t,ex,ey,th_x,th_y,thd_x,thd_y,yaw,vref_x,vref_y,vfb_x,vfb_y,vcmd_x,vcmd_y,tcp_x,tcp_y,dans_cible
0.0461,-0.54174,0.01773,0.00426,-0.00197,-0.07824,0.05529,-0.33963,-0.00319,0.00010,0.02007,-0.00929,0.07487,-0.05233,0.17049,0.81231,0
0.0481,-0.54174,0.01773,0.00363,-0.00153,-0.07858,0.05403,-0.33963,-0.00333,0.00011,0.01709,-0.00722,0.07445,-0.05022,0.17053,0.81228,0
0.0501,-0.54174,0.01773,0.00300,-0.00110,-0.07844,0.05231,-0.33963,-0.00346,0.00011,0.01412,-0.00521,0.07352,-0.04760,0.17060,0.81227,0
0.0521,-0.54174,0.01773,0.00238,-0.00069,-0.07781,0.05012,-0.33963,-0.00360,0.00012,0.01116,-0.00327,0.07208,-0.04446,0.17055,0.81225,0
0.0541,-0.54174,0.01773,0.00176,-0.00030,-0.07671,0.04746,-0.33963,-0.00374,0.00012,0.00823,-0.00143,0.07013,-0.04081,0.17063,0.81220,0
0.0561,-0.54174,0.01773,0.00115,0.00006,-0.07513,0.04435,-0.33963,-0.00388,0.00013,0.00535,0.00031,0.06766,-0.03665,0.17064,0.81211,0
0.0581,-0.54174,0.01773,0.00056,0.00041,-0.07308,0.04077,-0.33963,-0.00402,0.00013,0.00254,0.00192,0.06468,-0.03197,0.17072,0.81207,0
0.0602,-0.54174,0.01773,-0.00001,0.00072,-0.07054,0.03673,-0.33963,-0.00416,0.00014,-0.00019,0.00339,0.06119,-0.02679,0.17078,0.81207,0
0.0622,-0.54174,0.01773,-0.00057,0.00099,-0.06753,0.03224,-0.33963,-0.00429,0.00014,-0.00281,0.00469,0.05719,-0.02109,0.17080,0.81197,0
0.0642,-0.54174,0.01773,-0.00109,0.00123,-0.06405,0.02729,-0.33963,-0.00443,0.00015,-0.00530,0.00582,0.05268,-0.01488,0.17087,0.81189,0
0.0662,-0.54174,0.01773,-0.00159,0.00143,-0.06010,0.02190,-0.33963,-0.00457,0.00015,-0.00766,0.00675,0.04765,-0.00848,0.17093,0.81192,0
0.0682,-0.54174,0.01773,-0.00205,0.00158,-0.05567,0.01632,-0.33963,-0.00471,0.00015,-0.00986,0.00747,0.04212,-0.00208,0.17095,0.81185,0
0.0702,-0.54174,0.01773,-0.00248,0.00169,-0.05078,0.01074,-0.33963,-0.00485,0.00016,-0.01188,0.00798,0.03607,0.00432,0.17100,0.81178,0
0.0722,-0.54174,0.01773,-0.00286,0.00175,-0.04543,0.00515,-0.33963,-0.00499,0.00016,-0.01371,0.00828,0.02967,0.01021,0.17115,0.81170,0
0.0742,-0.54174,0.01773,-0.00320,0.00177,-0.03975,0.00000,-0.33963,-0.00513,0.00017,-0.01533,0.00838,0.02327,0.01558,0.17122,0.81167,0
0.0762,-0.54174,0.01773,-0.00350,0.00175,-0.03405,-0.00471,-0.33963,-0.00526,0.00017,-0.01674,0.00829,0.01687,0.02045,0.17132,0.81166,0
0.0782,-0.54174,0.01773,-0.00375,0.00170,-0.02833,-0.00898,-0.33963,-0.00540,0.00018,-0.01793,0.00803,0.01047,0.02480,0.17138,0.81160,0
0.0802,-0.54174,0.01773,-0.00395,0.00161,-0.02260,-0.01281,-0.33963,-0.00554,0.00018,-0.01890,0.00762,0.00407,0.02864,0.17145,0.81154,0
0.0822,-0.54174,0.01773,-0.00411,0.00149,-0.01686,-0.01620,-0.33963,-0.00568,0.00019,-0.01966,0.00707,-0.00233,0.03197,0.17154,0.81152,0
0.0842,-0.54174,0.01773,-0.00422,0.00135,-0.01111,-0.01913,-0.33963,-0.00582,0.00019,-0.02020,0.00641,-0.00873,0.03478,0.17159,0.81148,0
0.0862,-0.54174,0.01773,-0.00429,0.00119,-0.00535,-0.02162,-0.33963,-0.00596,0.00019,-0.02053,0.00564,-0.01513,0.03709,0.17167,0.81144,0
0.0882,-0.53801,0.01587,0.00282,-0.00635,0.00885,-0.03703,-0.34306,-0.00610,0.00020,0.01679,-0.03189,-0.02102,0.03888,0.17179,0.81137,0
0.0902,-0.53801,0.01587,0.00291,-0.00665,0.01368,-0.03813,-0.34306,-0.00623,0.00020,0.01721,-0.03331,-0.02640,0.04016,0.17179,0.81137,0
0.0922,-0.53801,0.01587,0.00304,-0.00696,0.01808,-0.03876,-0.34306,-0.00637,0.00021,0.01780,-0.03476,-0.03126,0.04093,0.17186,0.81140,0
0.0942,-0.53801,0.01587,0.00320,-0.00727,0.02202,-0.03893,-0.34306,-0.00651,0.00021,0.01854,-0.03623,-0.03561,0.04118,0.17189,0.81134,0
0.0962,-0.53801,0.01587,0.00339,-0.00758,0.02552,-0.03865,-0.34306,-0.00665,0.00022,0.01943,-0.03770,-0.03945,0.04093,0.17199,0.81131,0
0.0982,-0.53801,0.01587,0.00361,-0.00789,0.02857,-0.03791,-0.34306,-0.00679,0.00022,0.02044,-0.03915,-0.04278,0.04016,0.17207,0.81130,0
0.1002,-0.53801,0.01587,0.00384,-0.00819,0.03116,-0.03671,-0.34306,-0.00693,0.00023,0.02155,-0.04056,-0.04560,0.03888,0.17210,0.81127,0
0.1022,-0.53801,0.01587,0.00410,-0.00847,0.03329,-0.03505,-0.34306,-0.00706,0.00023,0.02276,-0.04191,-0.04790,0.03709,0.17216,0.81124,0
0.1042,-0.53801,0.01587,0.00438,-0.00875,0.03498,-0.03294,-0.34306,-0.00720,0.00024,0.02403,-0.04320,-0.04969,0.03478,0.17219,0.81124,0
0.1062,-0.53801,0.01587,0.00466,-0.00900,0.03620,-0.03037,-0.34306,-0.00734,0.00024,0.02537,-0.04440,-0.05097,0.03197,0.17225,0.81121,0
0.1082,-0.53801,0.01587,0.00495,-0.00923,0.03697,-0.02735,-0.34306,-0.00748,0.00024,0.02673,-0.04549,-0.05174,0.02864,0.17227,0.81121,0
0.1102,-0.53801,0.01587,0.00525,-0.00943,0.03728,-0.02388,-0.34306,-0.00762,0.00025,0.02812,-0.04646,-0.05200,0.02480,0.17238,0.81121,0
0.1122,-0.53801,0.01587,0.00555,-0.00961,0.03713,-0.01995,-0.34306,-0.00775,0.00025,0.02952,-0.04728,-0.05174,0.02045,0.17237,0.81120,0
0.1142,-0.53801,0.01587,0.00584,-0.00975,0.03653,-0.01558,-0.34306,-0.00789,0.00026,0.03089,-0.04796,-0.05097,0.01558,0.17249,0.81117,0
0.1162,-0.53801,0.01587,0.00613,-0.00986,0.03547,-0.01077,-0.34306,-0.00803,0.00026,0.03224,-0.04845,-0.04969,0.01021,0.17250,0.81117,0
0.1182,-0.53801,0.01587,0.00641,-0.00992,0.03395,-0.00551,-0.34306,-0.00817,0.00027,0.03353,-0.04876,-0.04790,0.00432,0.17260,0.81117,0
0.1203,-0.53801,0.01587,0.00667,-0.00994,0.03197,0.00019,-0.34306,-0.00831,0.00027,0.03476,-0.04886,-0.04560,-0.00208,0.17265,0.81116,0
0.1223,-0.53801,0.01587,0.00692,-0.00992,0.02954,0.00633,-0.34306,-0.00845,0.00028,0.03591,-0.04874,-0.04278,-0.00848,0.17268,0.81118,0
0.1243,-0.53801,0.01587,0.00714,-0.00984,0.02666,0.01246,-0.34306,-0.00859,0.00028,0.03696,-0.04838,-0.03945,-0.01488,0.17272,0.81115,0
0.1263,-0.53801,0.01587,0.00734,-0.00972,0.02333,0.01859,-0.34306,-0.00872,0.00029,0.03788,-0.04779,-0.03561,-0.02128,0.17277,0.81119,0
0.1283,-0.53801,0.01587,0.00751,-0.00955,0.01955,0.02470,-0.34306,-0.00886,0.00029,0.03868,-0.04697,-0.03126,-0.02768,0.17286,0.81116,0
0.1303,-0.53801,0.01587,0.00765,-0.00932,0.01532,0.03080,-0.34306,-0.00900,0.00029,0.03932,-0.04592,-0.02640,-0.03408,0.17282,0.81114,0
0.1323,-0.53801,0.01587,0.00776,-0.00905,0.01064,0.03688,-0.34306,-0.00914,0.00030,0.03979,-0.04464,-0.02102,-0.04048,0.17288,0.81115,0
0.1343,-0.53801,0.01587,0.00782,-0.00873,0.00552,0.04295,-0.34306,-0.00928,0.00030,0.04008,-0.04313,-0.01513,-0.04637,0.17287,0.81115,0
0.1363,-0.53801,0.01587,0.00784,-0.00837,-0.00004,0.04855,-0.34306,-0.00942,0.00031,0.04016,-0.04140,-0.00873,-0.05175,0.17289,0.81114,0
0.1383,-0.53801,0.01587,0.00782,-0.00796,-0.00603,0.05368,-0.34306,-0.00955,0.00031,0.04003,-0.03947,-0.00233,-0.05661,0.17291,0.81112,0
0.1404,-0.52898,0.00988,0.00503,-0.00049,-0.00681,0.06132,-0.35360,-0.00970,0.00032,0.03588,-0.01016,0.00407,-0.06096,0.17288,0.81113,0
0.1424,-0.52898,0.00988,0.00496,0.00001,-0.01261,0.06505,-0.35360,-0.00984,0.00032,0.03549,-0.00777,0.01047,-0.06480,0.17288,0.81113,0
0.1444,-0.52898,0.00988,0.00483,0.00055,-0.01841,0.06830,-0.35360,-0.00998,0.00033,0.03488,-0.00524,0.01687,-0.06813,0.17291,0.81113,0
0.1464,-0.52898,0.00988,0.00466,0.00110,-0.02420,0.07109,-0.35360,-0.01012,0.00033,0.03406,-0.00261,0.02327,-0.07095,0.17292,0.81111,0
0.1484,-0.52898,0.00988,0.00445,0.00168,-0.02997,0.07339,-0.35360,-0.01025,0.00034,0.03301,0.00013,0.02916,-0.07325,0.17288,0.81113,0
0.1504,-0.52898,0.00988,0.00418,0.00228,-0.03529,0.07522,-0.35360,-0.01039,0.00034,0.03176,0.00294,0.03453,-0.07504,0.17292,0.81107,0
0.1524,-0.52898,0.00988,0.00388,0.00288,-0.04015,0.07657,-0.35360,-0.01053,0.00034,0.03031,0.00581,0.03940,-0.07632,0.17291,0.81105,0
0.1544,-0.52898,0.00988,0.00354,0.00350,-0.04455,0.07744,-0.35360,-0.01067,0.00035,0.02869,0.00872,0.04375,-0.07709,0.17293,0.81101,0
0.1564,-0.52898,0.00988,0.00317,0.00412,-0.04849,0.07784,-0.35360,-0.01081,0.00035,0.02691,0.01166,0.04759,-0.07735,0.17293,0.81102,0
0.1584,-0.52898,0.00988,0.00277,0.00474,-0.05197,0.07775,-0.35360,-0.01095,0.00036,0.02498,0.01460,0.05092,-0.07709,0.17295,0.81097,0
0.1604,-0.52898,0.00988,0.00234,0.00536,-0.05498,0.07718,-0.35360,-0.01108,0.00036,0.02294,0.01753,0.05373,-0.07632,0.17294,0.81089,0
0.1624,-0.52898,0.00988,0.00189,0.00598,-0.05752,0.07614,-0.35360,-0.01122,0.00037,0.02079,0.02043,0.05604,-0.07504,0.17299,0.81086,0
0.1644,-0.52898,0.00988,0.00142,0.00658,-0.05960,0.07462,-0.35360,-0.01136,0.00037,0.01855,0.02329,0.05783,-0.07325,0.17300,0.81086,0
0.1664,-0.52898,0.00988,0.00094,0.00717,-0.06120,0.07261,-0.35360,-0.01150,0.00038,0.01625,0.02607,0.05911,-0.07095,0.17304,0.81085,0
0.1684,-0.52898,0.00988,0.00045,0.00774,-0.06233,0.07014,-0.35360,-0.01164,0.00038,0.01389,0.02877,0.05988,-0.06813,0.17307,0.81079,0
0.1704,-0.52898,0.00988,-0.00006,0.00829,-0.06300,0.06719,-0.35360,-0.01178,0.00039,0.01149,0.03137,0.06013,-0.06480,0.17305,0.81073,0
0.1725,-0.52898,0.00988,-0.00056,0.00881,-0.06319,0.06376,-0.35360,-0.01192,0.00039,0.00908,0.03385,0.05988,-0.06096,0.17308,0.81070,0
0.1745,-0.52898,0.00988,-0.00106,0.00931,-0.06291,0.05986,-0.35360,-0.01205,0.00039,0.00667,0.03618,0.05911,-0.05661,0.17316,0.81066,0
0.1765,-0.52898,0.00988,-0.00156,0.00977,-0.06216,0.05550,-0.35360,-0.01219,0.00040,0.00428,0.03837,0.05783,-0.05175,0.17315,0.81058,0
0.1785,-0.52898,0.00988,-0.00206,0.01019,-0.06094,0.05067,-0.35360,-0.01233,0.00040,0.00193,0.04038,0.05604,-0.04637,0.17312,0.81055,0
0.1805,-0.52898,0.00988,-0.00254,0.01058,-0.05924,0.04537,-0.35360,-0.01247,0.00041,-0.00037,0.04219,0.05373,-0.04048,0.17311,0.81044,0
0.1825,-0.52898,0.00988,-0.00300,0.01092,-0.05708,0.03961,-0.35360,-0.01261,0.00041,-0.00259,0.04380,0.05092,-0.03408,0.17318,0.81041,0
0.1845,-0.52898,0.00988,-0.00345,0.01121,-0.05445,0.03340,-0.35360,-0.01275,0.00042,-0.00473,0.04518,0.04759,-0.02768,0.17322,0.81040,0
0.1865,-0.52898,0.00988,-0.00387,0.01145,-0.05136,0.02716,-0.35360,-0.01289,0.00042,-0.00675,0.04633,0.04375,-0.02128,0.17324,0.81024,0
0.1885,-0.52898,0.00988,-0.00427,0.01164,-0.04780,0.02091,-0.35360,-0.01302,0.00043,-0.00865,0.04724,0.03940,-0.01488,0.17324,0.81024,0
0.1905,-0.52898,0.00988,-0.00464,0.01179,-0.04377,0.01466,-0.35360,-0.01316,0.00043,-0.01041,0.04791,0.03453,-0.00848,0.17332,0.81010,0
0.1925,-0.52898,0.00988,-0.00497,0.01188,-0.03929,0.00839,-0.35360,-0.01330,0.00044,-0.01201,0.04835,0.02916,-0.00208,0.17332,0.81010,0
0.1945,-0.52898,0.00988,-0.00526,0.01192,-0.03435,0.00212,-0.35360,-0.01344,0.00044,-0.01343,0.04855,0.02327,0.00432,0.17336,0.80998,0
0.1965,-0.52898,0.00988,-0.00552,0.01191,-0.02895,-0.00415,-0.35360,-0.01358,0.00044,-0.01465,0.04851,0.01687,0.01072,0.17336,0.80998,0
0.1985,-0.52898,0.00988,-0.00572,0.01185,-0.02310,-0.01041,-0.35360,-0.01372,0.00045,-0.01566,0.04824,0.01047,0.01712,0.17338,0.80992,0
0.2006,-0.52898,0.00988,-0.00589,0.01175,-0.01724,-0.01667,-0.35360,-0.01386,0.00045,-0.01645,0.04772,0.00407,0.02352,0.17352,0.80983,0
0.2026,-0.52303,0.00883,-0.01281,0.00598,-0.02283,-0.02232,-0.34850,-0.01400,0.00046,-0.04326,0.01943,-0.00233,0.02941,0.17356,0.80980,0
0.2046,-0.52303,0.00883,-0.01296,0.00578,-0.01650,-0.02775,-0.34850,-0.01413,0.00046,-0.04403,0.01848,-0.00873,0.03478,0.17356,0.80980,0
0.2066,-0.52303,0.00883,-0.01307,0.00554,-0.01015,-0.03272,-0.34850,-0.01427,0.00047,-0.04456,0.01734,-0.01513,0.03965,0.17360,0.80975,0
0.2086,-0.52303,0.00883,-0.01313,0.00526,-0.00380,-0.03723,-0.34850,-0.01441,0.00047,-0.04485,0.01602,-0.02153,0.04400,0.17366,0.80971,0
0.2106,-0.52303,0.00883,-0.01313,0.00495,0.00255,-0.04129,-0.34850,-0.01455,0.00048,-0.04491,0.01453,-0.02793,0.04784,0.17370,0.80965,0
0.2126,-0.52303,0.00883,-0.01309,0.00460,0.00890,-0.04489,-0.34850,-0.01469,0.00048,-0.04472,0.01290,-0.03433,0.05117,0.17370,0.80965,0
0.2146,-0.52303,0.00883,-0.01299,0.00423,0.01524,-0.04803,-0.34850,-0.01483,0.00049,-0.04429,0.01115,-0.04073,0.05398,0.17384,0.80957,0
0.2166,-0.52303,0.00883,-0.01284,0.00384,0.02158,-0.05070,-0.34850,-0.01497,0.00049,-0.04362,0.00928,-0.04713,0.05629,0.17384,0.80957,0
0.2186,-0.52303,0.00883,-0.01264,0.00342,0.02790,-0.05291,-0.34850,-0.01510,0.00049,-0.04272,0.00732,-0.05353,0.05808,0.17392,0.80949,0
0.2206,-0.52303,0.00883,-0.01240,0.00299,0.03421,-0.05465,-0.34850,-0.01524,0.00050,-0.04158,0.00529,-0.05942,0.05936,0.17393,0.80943,0
0.2227,-0.52303,0.00883,-0.01210,0.00255,0.04006,-0.05592,-0.34850,-0.01538,0.00050,-0.04020,0.00320,-0.06480,0.06013,0.17397,0.80937,0
0.2247,-0.52303,0.00883,-0.01176,0.00210,0.04545,-0.05673,-0.34850,-0.01552,0.00051,-0.03862,0.00107,-0.06966,0.06038,0.17402,0.80940,0
0.2267,-0.52303,0.00883,-0.01137,0.00164,0.05038,-0.05707,-0.34850,-0.01566,0.00051,-0.03683,-0.00108,-0.07401,0.06013,0.17404,0.80940,0
0.2287,-0.52303,0.00883,-0.01095,0.00119,0.05484,-0.05694,-0.34850,-0.01580,0.00052,-0.03488,-0.00324,-0.07785,0.05936,0.17410,0.80931,0
0.2307,-0.52303,0.00883,-0.01050,0.00073,0.05883,-0.05634,-0.34850,-0.01594,0.00052,-0.03276,-0.00538,-0.08118,0.05808,0.17415,0.80935,0
0.2327,-0.52303,0.00883,-0.01001,0.00029,0.06236,-0.05527,-0.34850,-0.01608,0.00053,-0.03050,-0.00749,-0.08400,0.05629,0.17415,0.80934,0
0.2347,-0.52303,0.00883,-0.00950,-0.00015,0.06542,-0.05374,-0.34850,-0.01622,0.00053,-0.02811,-0.00955,-0.08630,0.05398,0.17418,0.80928,0
0.2367,-0.52303,0.00883,-0.00897,-0.00057,0.06800,-0.05174,-0.34850,-0.01635,0.00054,-0.02562,-0.01154,-0.08809,0.05117,0.17418,0.80928,0
0.2387,-0.52303,0.00883,-0.00842,-0.00098,0.07010,-0.04928,-0.34850,-0.01649,0.00054,-0.02305,-0.01345,-0.08937,0.04784,0.17425,0.80926,0
0.2407,-0.52303,0.00883,-0.00785,-0.00136,0.07174,-0.04635,-0.34850,-0.01663,0.00054,-0.02040,-0.01526,-0.09014,0.04400,0.17431,0.80925,0
0.2427,-0.52303,0.00883,-0.00727,-0.00171,0.07289,-0.04296,-0.34850,-0.01677,0.00055,-0.01769,-0.01694,-0.09040,0.03965,0.17433,0.80924,0
0.2447,-0.52303,0.00883,-0.00668,-0.00204,0.07357,-0.03911,-0.34850,-0.01691,0.00055,-0.01496,-0.01850,-0.09014,0.03478,0.17444,0.80928,0
0.2467,-0.52303,0.00883,-0.00609,-0.00234,0.07377,-0.03480,-0.34850,-0.01704,0.00056,-0.01221,-0.01989,-0.08937,0.02941,0.17438,0.80925,0
0.2487,-0.52303,0.00883,-0.00551,-0.00260,0.07350,-0.03004,-0.34850,-0.01718,0.00056,-0.00946,-0.02112,-0.08809,0.02352,0.17445,0.80924,0
0.2507,-0.52303,0.00883,-0.00492,-0.00282,0.07275,-0.02482,-0.34850,-0.01732,0.00057,-0.00672,-0.02215,-0.08630,0.01712,0.17447,0.80924,0
0.2527,-0.52303,0.00883,-0.00434,-0.00299,0.07152,-0.01915,-0.34850,-0.01746,0.00057,-0.00403,-0.02298,-0.08400,0.01072,0.17453,0.80926,0
0.2547,-0.52303,0.00883,-0.00378,-0.00312,0.06981,-0.01347,-0.34850,-0.01760,0.00058,-0.00139,-0.02360,-0.08118,0.00432,0.17448,0.80924,0
0.2567,-0.52303,0.00883,-0.00323,-0.00321,0.06763,-0.00779,-0.34850,-0.01774,0.00058,0.00117,-0.02400,-0.07785,-0.00208,0.17448,0.80927,0
0.2587,-0.52303,0.00883,-0.00270,-0.00325,0.06498,-0.00210,-0.34850,-0.01787,0.00059,0.00364,-0.02419,-0.07401,-0.00848,0.17448,0.80925,0
0.2607,-0.52303,0.00883,-0.00219,-0.00324,0.06186,0.00359,-0.34850,-0.01801,0.00059,0.00601,-0.02416,-0.06966,-0.01488,0.17441,0.80926,0
0.2627,-0.52303,0.00883,-0.00171,-0.00319,0.05826,0.00927,-0.34850,-0.01815,0.00059,0.00824,-0.02391,-0.06480,-0.02128,0.17442,0.80926,0
0.2647,-0.52303,0.00883,-0.00126,-0.00309,0.05420,0.01495,-0.34850,-0.01829,0.00060,0.01033,-0.02345,-0.05942,-0.02717,0.17444,0.80925,0
0.2667,-0.51956,0.00448,0.00385,-0.00186,0.06081,0.01639,-0.35220,-0.01843,0.00060,0.03791,-0.02196,-0.05353,-0.03255,0.17433,0.80926,0
0.2687,-0.51956,0.00448,0.00431,-0.00171,0.05550,0.02110,-0.35220,-0.01857,0.00061,0.04007,-0.02125,-0.04713,-0.03741,0.17432,0.80927,0
0.2707,-0.51956,0.00448,0.00473,-0.00152,0.04972,0.02536,-0.35220,-0.01871,0.00061,0.04202,-0.02037,-0.04073,-0.04176,0.17429,0.80927,0
0.2727,-0.51956,0.00448,0.00511,-0.00130,0.04392,0.02917,-0.35220,-0.01884,0.00062,0.04375,-0.01933,-0.03433,-0.04560,0.17420,0.80932,0
0.2747,-0.51956,0.00448,0.00543,-0.00106,0.03809,0.03253,-0.35220,-0.01898,0.00062,0.04527,-0.01817,-0.02793,-0.04893,0.17418,0.80928,0
0.2767,-0.51956,0.00448,0.00572,-0.00079,0.03224,0.03544,-0.35220,-0.01912,0.00063,0.04656,-0.01688,-0.02153,-0.05175,0.17418,0.80928,0
0.2787,-0.51956,0.00448,0.00595,-0.00049,0.02638,0.03788,-0.35220,-0.01926,0.00063,0.04763,-0.01549,-0.01513,-0.05405,0.17417,0.80930,0
0.2807,-0.51956,0.00448,0.00614,-0.00018,0.02050,0.03987,-0.35220,-0.01940,0.00063,0.04848,-0.01402,-0.00873,-0.05584,0.17406,0.80927,0
0.2827,-0.51956,0.00448,0.00628,0.00014,0.01461,0.04140,-0.35220,-0.01953,0.00064,0.04910,-0.01248,-0.00233,-0.05712,0.17400,0.80925,0
0.2847,-0.51956,0.00448,0.00637,0.00048,0.00871,0.04247,-0.35220,-0.01967,0.00064,0.04950,-0.01089,0.00407,-0.05789,0.17396,0.80920,0
0.2867,-0.51956,0.00448,0.00642,0.00082,0.00281,0.04307,-0.35220,-0.01981,0.00065,0.04968,-0.00927,0.01047,-0.05815,0.17396,0.80914,0
0.2887,-0.51956,0.00448,0.00642,0.00117,-0.00309,0.04322,-0.35220,-0.01995,0.00065,0.04964,-0.00764,0.01687,-0.05789,0.17389,0.80918,0
0.2907,-0.51956,0.00448,0.00637,0.00151,-0.00899,0.04291,-0.35220,-0.02009,0.00066,0.04937,-0.00601,0.02327,-0.05712,0.17388,0.80915,0
0.2927,-0.51956,0.00448,0.00627,0.00185,-0.01488,0.04214,-0.35220,-0.02023,0.00066,0.04888,-0.00440,0.02916,-0.05584,0.17383,0.80914,0
0.2947,-0.51956,0.00448,0.00613,0.00218,-0.02033,0.04090,-0.35220,-0.02036,0.00067,0.04817,-0.00283,0.03453,-0.05405,0.17384,0.80910,0
0.2967,-0.51956,0.00448,0.00595,0.00250,-0.02532,0.03921,-0.35220,-0.02050,0.00067,0.04727,-0.00131,0.03940,-0.05175,0.17383,0.80908,0
0.2987,-0.51956,0.00448,0.00573,0.00281,-0.02987,0.03706,-0.35220,-0.02064,0.00068,0.04618,0.00013,0.04375,-0.04893,0.17378,0.80902,0
0.3007,-0.51956,0.00448,0.00547,0.00310,-0.03396,0.03445,-0.35220,-0.02078,0.00068,0.04493,0.00148,0.04759,-0.04560,0.17379,0.80898,0
0.3028,-0.51956,0.00448,0.00519,0.00336,-0.03760,0.03138,-0.35220,-0.02092,0.00068,0.04354,0.00273,0.05092,-0.04176,0.17376,0.80893,0
0.3048,-0.51956,0.00448,0.00487,0.00360,-0.04078,0.02787,-0.35220,-0.02106,0.00069,0.04201,0.00385,0.05373,-0.03741,0.17370,0.80895,0
0.3068,-0.51956,0.00448,0.00454,0.00380,-0.04349,0.02389,-0.35220,-0.02119,0.00069,0.04038,0.00483,0.05604,-0.03255,0.17374,0.80889,0
0.3088,-0.51956,0.00448,0.00418,0.00398,-0.04575,0.01947,-0.35220,-0.02133,0.00070,0.03865,0.00565,0.05783,-0.02717,0.17362,0.80882,0
