t,ex,ey,th_x,th_y,thd_x,thd_y,yaw,vref_x,vref_y,vfb_x,vfb_y,vcmd_x,vcmd_y,tcp_x,tcp_y,dans_cible,th_brut_x,th_brut_y
0.0000,-0.48994,-0.10258,-0.01068,0.00256,0.00000,0.00000,2.04031,-0.00000,-0.00000,-0.01041,0.00250,-0.00013,0.00013,0.03272,0.87651,0,-0.01068,0.00256
0.0020,-0.48620,-0.10517,-0.01203,0.00310,0.00021,-0.00005,2.04468,-0.00014,-0.00003,-0.01061,0.00224,-0.00038,0.00038,0.03270,0.87653,0,-0.01338,0.00364
0.0040,-0.48620,-0.10517,-0.01203,0.00310,0.00066,-0.00034,2.04468,-0.00028,-0.00006,-0.01061,0.00224,-0.00077,0.00077,0.03276,0.87652,0,-0.01338,0.00364
0.0060,-0.48620,-0.10517,-0.01203,0.00310,0.00121,-0.00074,2.04468,-0.00042,-0.00009,-0.01060,0.00224,-0.00128,0.00128,0.03276,0.87654,0,-0.01338,0.00364
0.0080,-0.48620,-0.10517,-0.01202,0.00310,0.00189,-0.00126,2.04468,-0.00056,-0.00012,-0.01060,0.00224,-0.00192,0.00192,0.03277,0.87651,0,-0.01338,0.00364
0.0100,-0.48620,-0.10517,-0.01202,0.00309,0.00268,-0.00189,2.04468,-0.00070,-0.00015,-0.01060,0.00224,-0.00269,0.00243,0.03277,0.87655,0,-0.01338,0.00364
0.0120,-0.48620,-0.10517,-0.01201,0.00309,0.00358,-0.00240,2.04468,-0.00084,-0.00017,-0.01059,0.00223,-0.00358,0.00282,0.03271,0.87653,0,-0.01338,0.00364
0.0140,-0.48620,-0.10517,-0.01201,0.00308,0.00460,-0.00280,2.04468,-0.00097,-0.00020,-0.01058,0.00223,-0.00461,0.00307,0.03267,0.87656,0,-0.01338,0.00364
0.0160,-0.48620,-0.10517,-0.01200,0.00308,0.00574,-0.00309,2.04468,-0.00111,-0.00023,-0.01057,0.00222,-0.00576,0.00320,0.03273,0.87657,0,-0.01338,0.00364
0.0180,-0.48620,-0.10517,-0.01198,0.00307,0.00698,-0.00326,2.04468,-0.00125,-0.00026,-0.01056,0.00222,-0.00704,0.00320,0.03265,0.87656,0,-0.01338,0.00364
0.0200,-0.48620,-0.10517,-0.01197,0.00306,0.00835,-0.00331,2.04468,-0.00139,-0.00029,-0.01055,0.00221,-0.00845,0.00307,0.03268,0.87660,0,-0.01338,0.00364
0.0220,-0.48620,-0.10517,-0.01195,0.00306,0.00983,-0.00325,2.04468,-0.00153,-0.00032,-0.01053,0.00220,-0.00998,0.00282,0.03263,0.87658,0,-0.01338,0.00364
0.0240,-0.48620,-0.10517,-0.01193,0.00305,0.01142,-0.00308,2.04468,-0.00167,-0.00035,-0.01051,0.00220,-0.01158,0.00243,0.03263,0.87658,0,-0.01338,0.00364
0.0260,-0.48620,-0.10517,-0.01190,0.00305,0.01308,-0.00278,2.04468,-0.00181,-0.00038,-0.01049,0.00219,-0.01306,0.00192,0.03253,0.87659,0,-0.01338,0.00364
0.0280,-0.48620,-0.10517,-0.01188,0.00304,0.01461,-0.00238,2.04468,-0.00195,-0.00041,-0.01046,0.00219,-0.01440,0.00154,0.03255,0.87663,0,-0.01338,0.00364
0.0300,-0.48620,-0.10517,-0.01185,0.00304,0.01603,-0.00208,2.04468,-0.00209,-0.00044,-0.01043,0.00218,-0.01562,0.00128,0.03252,0.87659,0,-0.01338,0.00364
0.0320,-0.48620,-0.10517,-0.01181,0.00303,0.01734,-0.00191,2.04468,-0.00223,-0.00047,-0.01040,0.00218,-0.01670,0.00115,0.03247,0.87661,0,-0.01338,0.00364
0.0340,-0.48620,-0.10517,-0.01178,0.00303,0.01852,-0.00184,2.04468,-0.00236,-0.00050,-0.01037,0.00217,-0.01766,0.00115,0.03243,0.87661,0,-0.01338,0.00364
0.0360,-0.48620,-0.10517,-0.01174,0.00302,0.01960,-0.00190,2.04468,-0.00250,-0.00052,-0.01033,0.00217,-0.01850,0.00128,0.03239,0.87661,0,-0.01338,0.00364
0.0380,-0.48620,-0.10517,-0.01170,0.00302,0.02055,-0.00207,2.04468,-0.00264,-0.00055,-0.01030,0.00216,-0.01920,0.00154,0.03230,0.87659,0,-0.01338,0.00364
0.0400,-0.48620,-0.10517,-0.01166,0.00302,0.02139,-0.00235,2.04468,-0.00278,-0.00058,-0.01026,0.00216,-0.01978,0.00166,0.03231,0.87660,0,-0.01338,0.00364
0.0420,-0.48620,-0.10517,-0.01161,0.00301,0.02212,-0.00252,2.04468,-0.00292,-0.00061,-0.01022,0.00216,-0.02022,0.00166,0.03227,0.87663,0,-0.01338,0.00364
0.0441,-0.48620,-0.10517,-0.01157,0.00301,0.02272,-0.00257,2.04468,-0.00306,-0.00064,-0.01017,0.00215,-0.02054,0.00154,0.03232,0.87662,0,-0.01338,0.00364
0.0461,-0.48620,-0.10517,-0.01152,0.00300,0.02322,-0.00251,2.04468,-0.00320,-0.00067,-0.01013,0.00214,-0.02074,0.00147,0.03222,0.87662,0,-0.01338,0.00364
0.0481,-0.48620,-0.10517,-0.01147,0.00300,0.02359,-0.00251,2.04468,-0.00334,-0.00070,-0.01009,0.00214,-0.02080,0.00144,0.03219,0.87664,0,-0.01338,0.00364
0.0501,-0.48620,-0.10517,-0.01143,0.00299,0.02385,-0.00253,2.04468,-0.00348,-0.00073,-0.01004,0.00213,-0.02074,0.00141,0.03221,0.87667,0,-0.01338,0.00364
0.0521,-0.48620,-0.10517,-0.01138,0.00299,0.02399,-0.00255,2.04468,-0.00362,-0.00076,-0.01000,0.00213,-0.02054,0.00137,0.03213,0.87666,0,-0.01338,0.00364
0.0541,-0.48620,-0.10517,-0.01133,0.00298,0.02402,-0.00257,2.04468,-0.00376,-0.00079,-0.00996,0.00212,-0.02022,0.00134,0.03212,0.87666,0,-0.01338,0.00364
