t,ex,ey,th_x,th_y,thd_x,thd_y,yaw,vref_x,vref_y,vfb_x,vfb_y,vcmd_x,vcmd_y,tcp_x,tcp_y,dans_cible,th_brut_x,th_brut_y
0.0000,-0.36396,-0.02629,-0.02942,-0.00188,0.00000,0.00000,3.13037,-0.00000,-0.00000,-0.13907,-0.00888,-0.00013,-0.00013,0.08016,0.84832,0,-0.02942,-0.00188
0.0020,-0.36396,-0.02629,-0.02942,-0.00188,0.00060,0.00014,3.13037,-0.00014,-0.00001,-0.13907,-0.00888,-0.00038,-0.00038,0.08021,0.84836,0,-0.02942,-0.00188
0.0040,-0.36396,-0.02629,-0.02941,-0.00188,0.00131,0.00039,3.13037,-0.00028,-0.00002,-0.13906,-0.00887,-0.00077,-0.00077,0.08017,0.84835,0,-0.02942,-0.00188
0.0060,-0.36396,-0.02629,-0.02941,-0.00188,0.00214,0.00075,3.13037,-0.00042,-0.00003,-0.13904,-0.00887,-0.00128,-0.00128,0.08017,0.84835,0,-0.02942,-0.00188
0.0081,-0.36396,-0.02629,-0.02941,-0.00187,0.00307,0.00122,3.13037,-0.00056,-0.00004,-0.13902,-0.00886,-0.00192,-0.00192,0.08019,0.84831,0,-0.02942,-0.00188
0.0101,-0.36396,-0.02629,-0.02940,-0.00187,0.00411,0.00180,3.13037,-0.00069,-0.00005,-0.13898,-0.00885,-0.00269,-0.00269,0.08020,0.84835,0,-0.02942,-0.00188
0.0121,-0.36396,-0.02629,-0.02939,-0.00187,0.00526,0.00249,3.13037,-0.00083,-0.00006,-0.13894,-0.00883,-0.00358,-0.00358,0.08021,0.84835,0,-0.02942,-0.00188
0.0141,-0.36396,-0.02629,-0.02938,-0.00186,0.00651,0.00328,3.13037,-0.00097,-0.00007,-0.13889,-0.00880,-0.00461,-0.00461,0.08023,0.84834,0,-0.02942,-0.00188
0.0161,-0.36396,-0.02629,-0.02936,-0.00185,0.00788,0.00419,3.13037,-0.00111,-0.00008,-0.13882,-0.00876,-0.00576,-0.00576,0.08020,0.84832,0,-0.02942,-0.00188
0.0181,-0.36396,-0.02629,-0.02935,-0.00184,0.00936,0.00520,3.13037,-0.00125,-0.00009,-0.13874,-0.00872,-0.00704,-0.00704,0.08014,0.84827,0,-0.02942,-0.00188
0.0201,-0.36396,-0.02629,-0.02933,-0.00183,0.01094,0.00633,3.13037,-0.00139,-0.00010,-0.13864,-0.00866,-0.00845,-0.00845,0.08015,0.84830,0,-0.02942,-0.00188
0.0221,-0.36396,-0.02629,-0.02930,-0.00182,0.01264,0.00756,3.13037,-0.00152,-0.00011,-0.13853,-0.00860,-0.00998,-0.00973,0.08010,0.84828,0,-0.02942,-0.00188
0.0241,-0.36396,-0.02629,-0.02927,-0.00180,0.01444,0.00869,3.13037,-0.00166,-0.00012,-0.13840,-0.00852,-0.01158,-0.01088,0.08010,0.84824,0,-0.02942,-0.00188
0.0261,-0.36396,-0.02629,-0.02924,-0.00178,0.01630,0.00970,3.13037,-0.00180,-0.00013,-0.13826,-0.00843,-0.01318,-0.01190,0.08001,0.84821,0,-0.02942,-0.00188
0.0282,-0.36396,-0.02629,-0.02921,-0.00176,0.01816,0.01061,3.13037,-0.00194,-0.00014,-0.13810,-0.00834,-0.01478,-0.01280,0.08007,0.84819,0,-0.02942,-0.00188
0.0302,-0.36396,-0.02629,-0.02917,-0.00174,0.02001,0.01140,3.13037,-0.00208,-0.00015,-0.13792,-0.00823,-0.01638,-0.01357,0.08001,0.84819,0,-0.02942,-0.00188
0.0322,-0.36396,-0.02629,-0.02913,-0.00172,0.02187,0.01209,3.13037,-0.00222,-0.00016,-0.13772,-0.00812,-0.01798,-0.01421,0.07998,0.84818,0,-0.02942,-0.00188
0.0342,-0.36396,-0.02629,-0.02908,-0.00169,0.02372,0.01266,3.13037,-0.00236,-0.00017,-0.13751,-0.00801,-0.01958,-0.01472,0.07991,0.84814,0,-0.02942,-0.00188
0.0362,-0.36427,-0.02631,-0.02867,-0.00161,0.02410,0.01267,3.11991,-0.00249,-0.00018,-0.13567,-0.00762,-0.02118,-0.01510,0.07989,0.84807,0,-0.02863,-0.00171
0.0382,-0.36427,-0.02631,-0.02862,-0.00158,0.02594,0.01302,3.11991,-0.00263,-0.00019,-0.13543,-0.00750,-0.02278,-0.01536,0.07989,0.84807,0,-0.02863,-0.00171
0.0402,-0.36427,-0.02631,-0.02857,-0.00156,0.02779,0.01327,3.11991,-0.00277,-0.00020,-0.13518,-0.00737,-0.02438,-0.01549,0.07984,0.84808,0,-0.02863,-0.00171
0.0422,-0.36427,-0.02631,-0.02851,-0.00153,0.02964,0.01340,3.11991,-0.00291,-0.00021,-0.13491,-0.00725,-0.02598,-0.01549,0.07977,0.84803,0,-0.02863,-0.00171
0.0442,-0.36427,-0.02631,-0.02845,-0.00150,0.03148,0.01343,3.11991,-0.00305,-0.00022,-0.13462,-0.00712,-0.02758,-0.01536,0.07978,0.84805,0,-0.02863,-0.00171
0.0462,-0.36427,-0.02631,-0.02839,-0.00148,0.03332,0.01334,3.11991,-0.00319,-0.00023,-0.13432,-0.00699,-0.02918,-0.01510,0.07972,0.84797,0,-0.02863,-0.00171
0.0483,-0.36427,-0.02631,-0.02832,-0.00145,0.03517,0.01315,3.11991,-0.00333,-0.00024,-0.13400,-0.00687,-0.03078,-0.01472,0.07964,0.84794,0,-0.02863,-0.00171
0.0503,-0.36427,-0.02631,-0.02825,-0.00142,0.03701,0.01284,3.11991,-0.00347,-0.00025,-0.13366,-0.00675,-0.03238,-0.01421,0.07965,0.84793,0,-0.02863,-0.00171
0.0523,-0.36427,-0.02631,-0.02817,-0.00140,0.03885,0.01243,3.11991,-0.00361,-0.00026,-0.13330,-0.00663,-0.03398,-0.01357,0.07950,0.84789,0,-0.02863,-0.00171
0.0543,-0.36427,-0.02631,-0.02809,-0.00138,0.04068,0.01191,3.11991,-0.00374,-0.00027,-0.13293,-0.00651,-0.03558,-0.01280,0.07948,0.84786,0,-0.02863,-0.00171
0.0563,-0.36427,-0.02631,-0.02801,-0.00135,0.04252,0.01127,3.11991,-0.00388,-0.00028,-0.13254,-0.00640,-0.03718,-0.01190,0.07938,0.84782,0,-0.02863,-0.00171
0.0583,-0.36427,-0.02631,-0.02792,-0.00133,0.04436,0.01053,3.11991,-0.00402,-0.00029,-0.13213,-0.00630,-0.03878,-0.01088,0.07936,0.84781,0,-0.02863,-0.00171
0.0603,-0.36427,-0.02631,-0.02783,-0.00131,0.04619,0.00967,3.11991,-0.00416,-0.00030,-0.13170,-0.00620,-0.04038,-0.00973,0.07928,0.84777,0,-0.02863,-0.00171
0.0623,-0.36427,-0.02631,-0.02774,-0.00129,0.04802,0.00871,3.11991,-0.00429,-0.00031,-0.13126,-0.00612,-0.04198,-0.00845,0.07920,0.84770,0,-0.02863,-0.00171
0.0643,-0.36427,-0.02631,-0.02764,-0.00128,0.04985,0.00764,3.11991,-0.00443,-0.00032,-0.13080,-0.00604,-0.04358,-0.00704,0.07921,0.84774,0,-0.02863,-0.00171
0.0663,-0.36427,-0.02631,-0.02754,-0.00126,0.05168,0.00646,3.11991,-0.00457,-0.00033,-0.13032,-0.00597,-0.04518,-0.00576,0.07906,0.84769,0,-0.02863,-0.00171
0.0683,-0.36427,-0.02631,-0.02743,-0.00125,0.05351,0.00538,3.11991,-0.00471,-0.00034,-0.12983,-0.00592,-0.04678,-0.00461,0.07902,0.84767,0,-0.02863,-0.00171
0.0703,-0.36427,-0.02631,-0.02732,-0.00124,0.05533,0.00442,3.11991,-0.00485,-0.00035,-0.12931,-0.00587,-0.04838,-0.00358,0.07894,0.84766,0,-0.02863,-0.00171
0.0723,-0.36427,-0.02631,-0.02721,-0.00123,0.05716,0.00356,3.11991,-0.00498,-0.00036,-0.12879,-0.00583,-0.04998,-0.00269,0.07887,0.84763,0,-0.02863,-0.00171
0.0743,-0.36427,-0.02631,-0.02709,-0.00123,0.05898,0.00282,3.11991,-0.00512,-0.00037,-0.12824,-0.00580,-0.05158,-0.00192,0.07880,0.84765,0,-0.02863,-0.00171
0.0763,-0.36427,-0.02631,-0.02697,-0.00122,0.06080,0.00218,3.11991,-0.00526,-0.00038,-0.12768,-0.00578,-0.05318,-0.00128,0.07873,0.84762,0,-0.02863,-0.00171
0.0783,-0.36427,-0.02631,-0.02685,-0.00122,0.06261,0.00166,3.11991,-0.00540,-0.00039,-0.12710,-0.00576,-0.05478,-0.00077,0.07858,0.84761,0,-0.02863,-0.00171
0.0803,-0.36427,-0.02631,-0.02672,-0.00121,0.06443,0.00124,3.11991,-0.00554,-0.00040,-0.12650,-0.00575,-0.05638,-0.00038,0.07855,0.84759,0,-0.02863,-0.00171
0.0823,-0.36427,-0.02631,-0.02659,-0.00121,0.06624,0.00093,3.11991,-0.00567,-0.00041,-0.12588,-0.00574,-0.05798,-0.00013,0.07842,0.84759,0,-0.02863,-0.00171
0.0843,-0.36427,-0.02631,-0.02646,-0.00121,0.06805,0.00073,3.11991,-0.00581,-0.00042,-0.12525,-0.00573,-0.05958,-0.00000,0.07831,0.84759,0,-0.02863,-0.00171
0.0863,-0.36427,-0.02631,-0.02632,-0.00121,0.06986,0.00064,3.11991,-0.00595,-0.00043,-0.12460,-0.00573,-0.06118,-0.00000,0.07824,0.84755,0,-0.02863,-0.00171
