t,ex,ey,th_x,th_y,thd_x,thd_y,yaw,vref_x,vref_y,vfb_x,vfb_y,vcmd_x,vcmd_y,tcp_x,tcp_y,dans_cible,th_brut_x,th_brut_y
0.0000,-0.51347,-0.10815,-0.00410,-0.00281,0.00000,0.00000,2.25472,-0.00000,-0.00000,0.00000,0.00000,-0.00000,-0.00000,0.05486,0.88782,0,-0.00410,-0.00281
0.0020,-0.51347,-0.10815,-0.00410,-0.00281,0.00008,0.00005,2.25472,-0.00014,-0.00003,0.00000,0.00000,-0.00013,-0.00003,0.05485,0.88782,0,-0.00410,-0.00281
0.0040,-0.51347,-0.10815,-0.00410,-0.00281,0.00028,0.00013,2.25472,-0.00029,-0.00006,0.00000,0.00000,-0.00029,-0.00006,0.05483,0.88783,0,-0.00410,-0.00281
0.0060,-0.51347,-0.10815,-0.00410,-0.00281,0.00051,0.00022,2.25472,-0.00043,-0.00009,0.00000,0.00000,-0.00043,-0.00009,0.05484,0.88782,0,-0.00410,-0.00281
0.0080,-0.51347,-0.10815,-0.00410,-0.00281,0.00072,0.00030,2.25472,-0.00057,-0.00012,0.00000,0.00000,-0.00057,-0.00012,0.05485,0.88779,0,-0.00410,-0.00281
0.0100,-0.51347,-0.10815,-0.00410,-0.00281,0.00093,0.00038,2.25472,-0.00072,-0.00015,0.00000,0.00000,-0.00072,-0.00015,0.05482,0.88780,0,-0.00410,-0.00281
0.0120,-0.51347,-0.10815,-0.00410,-0.00280,0.00114,0.00046,2.25472,-0.00086,-0.00018,0.00000,0.00000,-0.00086,-0.00018,0.05481,0.88779,0,-0.00410,-0.00281
0.0140,-0.51347,-0.10815,-0.00410,-0.00280,0.00136,0.00054,2.25472,-0.00100,-0.00021,0.00000,0.00000,-0.00100,-0.00021,0.05485,0.88778,0,-0.00410,-0.00281
0.0160,-0.51347,-0.10815,-0.00409,-0.00280,0.00157,0.00062,2.25472,-0.00115,-0.00024,0.00000,0.00000,-0.00115,-0.00024,0.05479,0.88779,0,-0.00410,-0.00281
0.0181,-0.51347,-0.10815,-0.00409,-0.00280,0.00178,0.00070,2.25472,-0.00129,-0.00027,0.00000,0.00000,-0.00129,-0.00027,0.05484,0.88781,0,-0.00410,-0.00281
0.0201,-0.51347,-0.10815,-0.00409,-0.00280,0.00199,0.00078,2.25472,-0.00143,-0.00030,0.00000,0.00000,-0.00143,-0.00030,0.05478,0.88781,0,-0.00410,-0.00281
0.0221,-0.51347,-0.10815,-0.00408,-0.00280,0.00221,0.00086,2.25472,-0.00158,-0.00033,0.00000,0.00000,-0.00158,-0.00033,0.05483,0.88779,0,-0.00410,-0.00281
0.0241,-0.51347,-0.10815,-0.00408,-0.00280,0.00242,0.00094,2.25472,-0.00172,-0.00036,0.00000,0.00000,-0.00172,-0.00036,0.05484,0.88782,0,-0.00410,-0.00281
0.0261,-0.51347,-0.10815,-0.00407,-0.00279,0.00263,0.00103,2.25472,-0.00186,-0.00039,0.00000,0.00000,-0.00186,-0.00039,0.05484,0.88781,0,-0.00410,-0.00281
0.0281,-0.51347,-0.10815,-0.00407,-0.00279,0.00284,0.00111,2.25472,-0.00201,-0.00042,0.00000,0.00000,-0.00201,-0.00042,0.05482,0.88777,0,-0.00410,-0.00281
0.0301,-0.51347,-0.10815,-0.00406,-0.00279,0.00306,0.00119,2.25472,-0.00215,-0.00045,0.00000,0.00000,-0.00215,-0.00045,0.05485,0.88783,0,-0.00410,-0.00281
0.0321,-0.51347,-0.10815,-0.00405,-0.00279,0.00327,0.00127,2.25472,-0.00229,-0.00048,0.00000,0.00000,-0.00229,-0.00048,0.05483,0.88778,0,-0.00410,-0.00281
0.0341,-0.51347,-0.10815,-0.00405,-0.00278,0.00348,0.00135,2.25472,-0.00244,-0.00051,0.00000,0.00000,-0.00244,-0.00051,0.05483,0.88779,0,-0.00410,-0.00281
0.0361,-0.51347,-0.10815,-0.00404,-0.00278,0.00369,0.00143,2.25472,-0.00258,-0.00054,0.00000,0.00000,-0.00258,-0.00054,0.05481,0.88780,0,-0.00410,-0.00281
0.0381,-0.51347,-0.10815,-0.00403,-0.00278,0.00390,0.00151,2.25472,-0.00272,-0.00057,0.00000,0.00000,-0.00272,-0.00057,0.05480,0.88777,0,-0.00410,-0.00281
0.0401,-0.51347,-0.10815,-0.00402,-0.00278,0.00412,0.00159,2.25472,-0.00287,-0.00060,0.00000,0.00000,-0.00287,-0.00060,0.05479,0.88777,0,-0.00410,-0.00281
0.0421,-0.51347,-0.10815,-0.00402,-0.00277,0.00433,0.00167,2.25472,-0.00301,-0.00063,0.00000,0.00000,-0.00301,-0.00063,0.05480,0.88778,0,-0.00410,-0.00281
0.0441,-0.51347,-0.10815,-0.00401,-0.00277,0.00454,0.00175,2.25472,-0.00315,-0.00066,0.00000,0.00000,-0.00315,-0.00066,0.05478,0.88777,0,-0.00410,-0.00281
