t,ex,ey,th_x,th_y,thd_x,thd_y,yaw,vref_x,vref_y,vfb_x,vfb_y,vcmd_x,vcmd_y,tcp_x,tcp_y,dans_cible,th_brut_x,th_brut_y
0.0000,-0.49627,-0.10564,0.00092,-0.00168,0.00000,0.00000,2.31143,-0.00000,-0.00000,0.00000,0.00000,-0.00000,-0.00000,0.03276,0.87655,0,0.00092,-0.00168
0.0020,-0.49627,-0.10564,0.00092,-0.00168,-0.00001,0.00003,2.31143,-0.00014,-0.00003,0.00000,0.00000,-0.00013,-0.00003,0.03276,0.87655,0,0.00092,-0.00168
0.0040,-0.49627,-0.10564,0.00092,-0.00168,0.00009,0.00009,2.31143,-0.00029,-0.00006,0.00000,0.00000,-0.00029,-0.00006,0.03272,0.87654,0,0.00092,-0.00168
0.0060,-0.49627,-0.10564,0.00092,-0.00168,0.00022,0.00015,2.31143,-0.00043,-0.00009,0.00000,0.00000,-0.00043,-0.00009,0.03270,0.87655,0,0.00092,-0.00168
0.0080,-0.49627,-0.10564,0.00092,-0.00168,0.00034,0.00021,2.31143,-0.00057,-0.00012,0.00000,0.00000,-0.00057,-0.00012,0.03275,0.87656,0,0.00092,-0.00168
0.0100,-0.49627,-0.10564,0.00092,-0.00168,0.00046,0.00027,2.31143,-0.00072,-0.00015,0.00000,0.00000,-0.00072,-0.00015,0.03275,0.87658,0,0.00092,-0.00168
0.0120,-0.49627,-0.10564,0.00092,-0.00168,0.00058,0.00033,2.31143,-0.00086,-0.00018,0.00000,0.00000,-0.00086,-0.00018,0.03274,0.87654,0,0.00092,-0.00168
0.0140,-0.49627,-0.10564,0.00092,-0.00168,0.00070,0.00039,2.31143,-0.00100,-0.00021,0.00000,0.00000,-0.00100,-0.00021,0.03270,0.87659,0,0.00092,-0.00168
0.0160,-0.49627,-0.10564,0.00092,-0.00168,0.00082,0.00045,2.31143,-0.00114,-0.00024,0.00000,0.00000,-0.00114,-0.00024,0.03280,0.87655,0,0.00092,-0.00168
0.0180,-0.49627,-0.10564,0.00093,-0.00168,0.00093,0.00051,2.31143,-0.00129,-0.00027,0.00000,0.00000,-0.00129,-0.00027,0.03277,0.87656,0,0.00092,-0.00168
0.0200,-0.49627,-0.10564,0.00093,-0.00168,0.00105,0.00058,2.31143,-0.00143,-0.00030,0.00000,0.00000,-0.00143,-0.00030,0.03277,0.87656,0,0.00092,-0.00168
0.0220,-0.49627,-0.10564,0.00093,-0.00168,0.00117,0.00064,2.31143,-0.00157,-0.00033,0.00000,0.00000,-0.00157,-0.00033,0.03275,0.87656,0,0.00092,-0.00168
0.0240,-0.49627,-0.10564,0.00093,-0.00168,0.00129,0.00070,2.31143,-0.00172,-0.00037,0.00000,0.00000,-0.00172,-0.00037,0.03274,0.87657,0,0.00092,-0.00168
0.0260,-0.49627,-0.10564,0.00094,-0.00168,0.00141,0.00076,2.31143,-0.00186,-0.00040,0.00000,0.00000,-0.00186,-0.00040,0.03273,0.87656,0,0.00092,-0.00168
0.0280,-0.49627,-0.10564,0.00094,-0.00167,0.00153,0.00082,2.31143,-0.00200,-0.00043,0.00000,0.00000,-0.00200,-0.00043,0.03279,0.87655,0,0.00092,-0.00168
0.0300,-0.49627,-0.10564,0.00094,-0.00167,0.00165,0.00088,2.31143,-0.00214,-0.00046,0.00000,0.00000,-0.00214,-0.00046,0.03276,0.87655,0,0.00092,-0.00168
0.0320,-0.49627,-0.10564,0.00094,-0.00167,0.00176,0.00094,2.31143,-0.00229,-0.00049,0.00000,0.00000,-0.00229,-0.00049,0.03273,0.87654,0,0.00092,-0.00168
0.0340,-0.49627,-0.10564,0.00095,-0.00167,0.00188,0.00100,2.31143,-0.00243,-0.00052,0.00000,0.00000,-0.00243,-0.00052,0.03273,0.87654,0,0.00092,-0.00168
0.0360,-0.49627,-0.10564,0.00095,-0.00167,0.00200,0.00106,2.31143,-0.00257,-0.00055,0.00000,0.00000,-0.00257,-0.00055,0.03274,0.87650,0,0.00092,-0.00168
0.0380,-0.49627,-0.10564,0.00096,-0.00166,0.00212,0.00112,2.31143,-0.00272,-0.00058,0.00000,0.00000,-0.00272,-0.00058,0.03274,0.87652,0,0.00092,-0.00168
0.0400,-0.49627,-0.10564,0.00096,-0.00166,0.00224,0.00118,2.31143,-0.00286,-0.00061,0.00000,0.00000,-0.00286,-0.00061,0.03269,0.87654,0,0.00092,-0.00168
0.0420,-0.49627,-0.10564,0.00097,-0.00166,0.00236,0.00124,2.31143,-0.00300,-0.00064,0.00000,0.00000,-0.00300,-0.00064,0.03275,0.87655,0,0.00092,-0.00168
0.0440,-0.49627,-0.10564,0.00097,-0.00166,0.00247,0.00130,2.31143,-0.00314,-0.00067,0.00000,0.00000,-0.00314,-0.00067,0.03273,0.87653,0,0.00092,-0.00168
0.0460,-0.49627,-0.10564,0.00098,-0.00165,0.00259,0.00136,2.31143,-0.00329,-0.00070,0.00000,0.00000,-0.00329,-0.00070,0.03269,0.87654,0,0.00092,-0.00168
0.0480,-0.49627,-0.10564,0.00098,-0.00165,0.00271,0.00142,2.31143,-0.00343,-0.00073,0.00000,0.00000,-0.00343,-0.00073,0.03276,0.87656,0,0.00092,-0.00168
0.0501,-0.49627,-0.10564,0.00099,-0.00165,0.00283,0.00148,2.31143,-0.00357,-0.00076,0.00000,0.00000,-0.00357,-0.00076,0.03274,0.87651,0,0.00092,-0.00168
0.0521,-0.49627,-0.10564,0.00099,-0.00165,0.00294,0.00154,2.31143,-0.00371,-0.00079,0.00000,0.00000,-0.00371,-0.00079,0.03268,0.87653,0,0.00092,-0.00168
0.0541,-0.49627,-0.10564,0.00100,-0.00164,0.00306,0.00160,2.31143,-0.00386,-0.00082,0.00000,0.00000,-0.00386,-0.00082,0.03267,0.87653,0,0.00092,-0.00168
0.0561,-0.49627,-0.10564,0.00100,-0.00164,0.00318,0.00166,2.31143,-0.00400,-0.00085,0.00000,0.00000,-0.00400,-0.00085,0.03266,0.87655,0,0.00092,-0.00168
0.0581,-0.49627,-0.10564,0.00101,-0.00164,0.00330,0.00171,2.31143,-0.00414,-0.00088,0.00000,0.00000,-0.00414,-0.00088,0.03270,0.87654,0,0.00092,-0.00168
0.0601,-0.49627,-0.10564,0.00102,-0.00163,0.00341,0.00177,2.31143,-0.00429,-0.00091,0.00000,0.00000,-0.00429,-0.00091,0.03268,0.87652,0,0.00092,-0.00168
0.0621,-0.49627,-0.10564,0.00102,-0.00163,0.00353,0.00183,2.31143,-0.00443,-0.00094,0.00000,0.00000,-0.00443,-0.00094,0.03264,0.87654,0,0.00092,-0.00168
0.0641,-0.49627,-0.10564,0.00103,-0.00162,0.00365,0.00189,2.31143,-0.00457,-0.00097,0.00000,0.00000,-0.00457,-0.00097,0.03266,0.87652,0,0.00092,-0.00168
0.0661,-0.49627,-0.10564,0.00104,-0.00162,0.00376,0.00195,2.31143,-0.00472,-0.00100,0.00000,0.00000,-0.00472,-0.00100,0.03268,0.87653,0,0.00092,-0.00168
0.0681,-0.49627,-0.10564,0.00105,-0.00162,0.00388,0.00201,2.31143,-0.00486,-0.00103,0.00000,0.00000,-0.00486,-0.00103,0.03268,0.87653,0,0.00092,-0.00168
0.0701,-0.49627,-0.10564,0.00105,-0.00161,0.00400,0.00207,2.31143,-0.00500,-0.00106,0.00000,0.00000,-0.00500,-0.00106,0.03264,0.87654,0,0.00092,-0.00168
0.0721,-0.49627,-0.10564,0.00106,-0.00161,0.00411,0.00213,2.31143,-0.00515,-0.00110,0.00000,0.00000,-0.00515,-0.00110,0.03265,0.87650,0,0.00092,-0.00168
0.0741,-0.49627,-0.10564,0.00107,-0.00160,0.00423,0.00219,2.31143,-0.00529,-0.00113,0.00000,0.00000,-0.00529,-0.00113,0.03263,0.87653,0,0.00092,-0.00168
0.0761,-0.49627,-0.10564,0.00108,-0.00160,0.00435,0.00225,2.31143,-0.00543,-0.00116,0.00000,0.00000,-0.00543,-0.00116,0.03265,0.87651,0,0.00092,-0.00168
0.0781,-0.49627,-0.10564,0.00109,-0.00160,0.00446,0.00231,2.31143,-0.00558,-0.00119,0.00000,0.00000,-0.00558,-0.00119,0.03261,0.87655,0,0.00092,-0.00168
0.0801,-0.49627,-0.10564,0.00110,-0.00159,0.00458,0.00237,2.31143,-0.00572,-0.00122,0.00000,0.00000,-0.00572,-0.00122,0.03260,0.87651,0,0.00092,-0.00168
0.0821,-0.49627,-0.10564,0.00111,-0.00159,0.00469,0.00242,2.31143,-0.00586,-0.00125,0.00000,0.00000,-0.00586,-0.00125,0.03256,0.87656,0,0.00092,-0.00168
0.0841,-0.49673,-0.10492,0.00260,-0.00316,0.02181,-0.01562,2.30549,-0.00601,-0.00128,0.00000,0.00000,-0.00601,-0.00128,0.03257,0.87655,0,0.00174,-0.00249
0.0861,-0.49673,-0.10492,0.00264,-0.00319,0.02190,-0.01553,2.30549,-0.00615,-0.00131,0.00000,0.00000,-0.00615,-0.00131,0.03257,0.87655,0,0.00174,-0.00249
0.0882,-0.49673,-0.10492,0.00269,-0.00322,0.02198,-0.01544,2.30549,-0.00629,-0.00134,0.00000,0.00000,-0.00629,-0.00134,0.03256,0.87655,0,0.00174,-0.00249
0.0902,-0.49673,-0.10492,0.00273,-0.00325,0.02207,-0.01535,2.30549,-0.00643,-0.00137,0.00000,0.00000,-0.00643,-0.00137,0.03255,0.87653,0,0.00174,-0.00249
0.0922,-0.49673,-0.10492,0.00277,-0.00328,0.02215,-0.01526,2.30549,-0.00658,-0.00140,0.00000,0.00000,-0.00658,-0.00140,0.03257,0.87652,0,0.00174,-0.00249
0.0942,-0.49673,-0.10492,0.00282,-0.00331,0.02224,-0.01517,2.30549,-0.00672,-0.00143,0.00000,0.00000,-0.00672,-0.00143,0.03252,0.87651,0,0.00174,-0.00249
0.0962,-0.49673,-0.10492,0.00286,-0.00334,0.02232,-0.01507,2.30549,-0.00686,-0.00146,0.00000,0.00000,-0.00686,-0.00146,0.03253,0.87651,0,0.00174,-0.00249
0.0982,-0.49673,-0.10492,0.00291,-0.00337,0.02240,-0.01498,2.30549,-0.00701,-0.00149,0.00000,0.00000,-0.00701,-0.00149,0.03255,0.87652,0,0.00174,-0.00249
0.1002,-0.49673,-0.10492,0.00295,-0.00340,0.02248,-0.01489,2.30549,-0.00715,-0.00152,0.00000,0.00000,-0.00715,-0.00152,0.03253,0.87653,0,0.00174,-0.00249
0.1022,-0.49673,-0.10492,0.00300,-0.00343,0.02256,-0.01480,2.30549,-0.00729,-0.00155,0.00000,0.00000,-0.00729,-0.00155,0.03248,0.87653,0,0.00174,-0.00249
0.1042,-0.49673,-0.10492,0.00304,-0.00346,0.02264,-0.01470,2.30549,-0.00743,-0.00158,0.00000,0.00000,-0.00743,-0.00158,0.03249,0.87652,0,0.00174,-0.00249
0.1062,-0.49673,-0.10492,0.00309,-0.00349,0.02272,-0.01461,2.30549,-0.00758,-0.00161,0.00000,0.00000,-0.00758,-0.00161,0.03245,0.87650,0,0.00174,-0.00249
