t,ex,ey,th_x,th_y,thd_x,thd_y,yaw,vref_x,vref_y,vfb_x,vfb_y,vcmd_x,vcmd_y,tcp_x,tcp_y,dans_cible,th_brut_x,th_brut_y
0.0000,-0.42802,-0.00154,0.01067,-0.00338,0.00000,0.00000,0.44589,-0.00000,-0.00000,0.00000,0.00000,-0.00000,-0.00000,0.10637,0.84813,0,0.01067,-0.00338
0.0020,-0.42802,-0.00154,0.01067,-0.00338,-0.00018,0.00006,0.44589,-0.00014,-0.00000,0.00000,0.00000,-0.00013,-0.00000,0.10634,0.84815,0,0.01067,-0.00338
0.0040,-0.42802,-0.00154,0.01067,-0.00338,-0.00025,0.00011,0.44589,-0.00028,-0.00000,0.00000,0.00000,-0.00028,-0.00000,0.10638,0.84814,0,0.01067,-0.00338
0.0060,-0.42802,-0.00154,0.01067,-0.00338,-0.00030,0.00017,0.44589,-0.00042,-0.00000,0.00000,0.00000,-0.00042,-0.00000,0.10636,0.84810,0,0.01067,-0.00338
0.0080,-0.42802,-0.00154,0.01067,-0.00338,-0.00036,0.00023,0.44589,-0.00056,-0.00000,0.00000,0.00000,-0.00056,-0.00000,0.10638,0.84813,0,0.01067,-0.00338
0.0100,-0.42802,-0.00154,0.01067,-0.00338,-0.00042,0.00029,0.44589,-0.00069,-0.00000,0.00000,0.00000,-0.00069,-0.00000,0.10637,0.84811,0,0.01067,-0.00338
0.0120,-0.42802,-0.00154,0.01067,-0.00338,-0.00048,0.00034,0.44589,-0.00083,-0.00000,0.00000,0.00000,-0.00083,-0.00000,0.10635,0.84813,0,0.01067,-0.00338
0.0140,-0.42802,-0.00154,0.01067,-0.00338,-0.00054,0.00040,0.44589,-0.00097,-0.00000,0.00000,0.00000,-0.00097,-0.00000,0.10635,0.84814,0,0.01067,-0.00338
0.0160,-0.42802,-0.00154,0.01066,-0.00338,-0.00060,0.00046,0.44589,-0.00111,-0.00000,0.00000,0.00000,-0.00111,-0.00000,0.10636,0.84813,0,0.01067,-0.00338
0.0180,-0.42802,-0.00154,0.01066,-0.00338,-0.00066,0.00051,0.44589,-0.00125,-0.00000,0.00000,0.00000,-0.00125,-0.00000,0.10633,0.84811,0,0.01067,-0.00338
0.0201,-0.42802,-0.00154,0.01066,-0.00338,-0.00072,0.00057,0.44589,-0.00139,-0.00000,0.00000,0.00000,-0.00139,-0.00000,0.10635,0.84813,0,0.01067,-0.00338
0.0221,-0.42802,-0.00154,0.01066,-0.00338,-0.00078,0.00063,0.44589,-0.00152,-0.00001,0.00000,0.00000,-0.00152,-0.00001,0.10637,0.84810,0,0.01067,-0.00338
0.0241,-0.42802,-0.00154,0.01066,-0.00338,-0.00084,0.00069,0.44589,-0.00166,-0.00001,0.00000,0.00000,-0.00166,-0.00001,0.10636,0.84810,0,0.01067,-0.00338
0.0261,-0.42802,-0.00154,0.01066,-0.00337,-0.00090,0.00074,0.44589,-0.00180,-0.00001,0.00000,0.00000,-0.00180,-0.00001,0.10634,0.84808,0,0.01067,-0.00338
0.0281,-0.42802,-0.00154,0.01066,-0.00337,-0.00096,0.00080,0.44589,-0.00194,-0.00001,0.00000,0.00000,-0.00194,-0.00001,0.10635,0.84809,0,0.01067,-0.00338
0.0301,-0.42802,-0.00154,0.01065,-0.00337,-0.00102,0.00086,0.44589,-0.00208,-0.00001,0.00000,0.00000,-0.00208,-0.00001,0.10639,0.84813,0,0.01067,-0.00338
0.0321,-0.42802,-0.00154,0.01065,-0.00337,-0.00108,0.00091,0.44589,-0.00222,-0.00001,0.00000,0.00000,-0.00222,-0.00001,0.10636,0.84813,0,0.01067,-0.00338
0.0341,-0.42802,-0.00154,0.01065,-0.00337,-0.00115,0.00097,0.44589,-0.00235,-0.00001,0.00000,0.00000,-0.00235,-0.00001,0.10633,0.84814,0,0.01067,-0.00338
0.0361,-0.42802,-0.00154,0.01065,-0.00337,-0.00121,0.00103,0.44589,-0.00249,-0.00001,0.00000,0.00000,-0.00249,-0.00001,0.10635,0.84812,0,0.01067,-0.00338
0.0381,-0.42802,-0.00154,0.01064,-0.00336,-0.00127,0.00108,0.44589,-0.00263,-0.00001,0.00000,0.00000,-0.00263,-0.00001,0.10632,0.84811,0,0.01067,-0.00338
0.0401,-0.42802,-0.00154,0.01064,-0.00336,-0.00133,0.00114,0.44589,-0.00277,-0.00001,0.00000,0.00000,-0.00277,-0.00001,0.10635,0.84809,0,0.01067,-0.00338
0.0421,-0.42802,-0.00154,0.01064,-0.00336,-0.00139,0.00120,0.44589,-0.00291,-0.00001,0.00000,0.00000,-0.00291,-0.00001,0.10635,0.84812,0,0.01067,-0.00338
0.0441,-0.42802,-0.00154,0.01064,-0.00336,-0.00145,0.00125,0.44589,-0.00305,-0.00001,0.00000,0.00000,-0.00305,-0.00001,0.10636,0.84811,0,0.01067,-0.00338
0.0461,-0.42802,-0.00154,0.01063,-0.00335,-0.00151,0.00131,0.44589,-0.00319,-0.00001,0.00000,0.00000,-0.00319,-0.00001,0.10627,0.84811,0,0.01067,-0.00338
0.0481,-0.42802,-0.00154,0.01063,-0.00335,-0.00157,0.00137,0.44589,-0.00332,-0.00001,0.00000,0.00000,-0.00332,-0.00001,0.10633,0.84813,0,0.01067,-0.00338
0.0501,-0.42802,-0.00154,0.01063,-0.00335,-0.00163,0.00142,0.44589,-0.00346,-0.00001,0.00000,0.00000,-0.00346,-0.00001,0.10637,0.84814,0,0.01067,-0.00338
0.0521,-0.42802,-0.00154,0.01062,-0.00335,-0.00169,0.00148,0.44589,-0.00360,-0.00001,0.00000,0.00000,-0.00360,-0.00001,0.10625,0.84809,0,0.01067,-0.00338
0.0541,-0.42802,-0.00154,0.01062,-0.00334,-0.00175,0.00154,0.44589,-0.00374,-0.00001,0.00000,0.00000,-0.00374,-0.00001,0.10628,0.84814,0,0.01067,-0.00338
0.0561,-0.42802,-0.00154,0.01062,-0.00334,-0.00180,0.00159,0.44589,-0.00388,-0.00001,0.00000,0.00000,-0.00388,-0.00001,0.10637,0.84814,0,0.01067,-0.00338
0.0581,-0.42802,-0.00154,0.01061,-0.00334,-0.00186,0.00165,0.44589,-0.00402,-0.00001,0.00000,0.00000,-0.00402,-0.00001,0.10628,0.84810,0,0.01067,-0.00338
0.0601,-0.42802,-0.00154,0.01061,-0.00333,-0.00192,0.00171,0.44589,-0.00415,-0.00001,0.00000,0.00000,-0.00415,-0.00001,0.10631,0.84812,0,0.01067,-0.00338
0.0621,-0.42802,-0.00154,0.01061,-0.00333,-0.00198,0.00176,0.44589,-0.00429,-0.00002,0.00000,0.00000,-0.00429,-0.00002,0.10632,0.84810,0,0.01067,-0.00338
0.0641,-0.42802,-0.00154,0.01060,-0.00333,-0.00204,0.00182,0.44589,-0.00443,-0.00002,0.00000,0.00000,-0.00443,-0.00002,0.10632,0.84810,0,0.01067,-0.00338
0.0661,-0.42802,-0.00154,0.01060,-0.00332,-0.00210,0.00187,0.44589,-0.00457,-0.00002,0.00000,0.00000,-0.00457,-0.00002,0.10627,0.84811,0,0.01067,-0.00338
