t,ex,ey,th_x,th_y,thd_x,thd_y,yaw,vref_x,vref_y,vfb_x,vfb_y,vcmd_x,vcmd_y,tcp_x,tcp_y,dans_cible,th_brut_x,th_brut_y
0.0000,-0.47177,-0.09338,0.01736,0.01146,0.00000,0.00000,1.75761,-0.00000,-0.00000,0.00000,0.00000,-0.00000,-0.00000,-0.00715,0.86173,0,0.02036,0.01254
0.0020,-0.47515,-0.09461,0.01886,0.01200,-0.00032,-0.00020,1.75761,-0.00014,-0.00003,0.00000,0.00000,-0.00013,-0.00003,-0.00720,0.86173,0,0.02036,0.01254
0.0040,-0.47515,-0.09461,0.01886,0.01200,-0.00052,-0.00038,1.75761,-0.00027,-0.00005,0.00000,0.00000,-0.00027,-0.00005,-0.00724,0.86174,0,0.02036,0.01254
0.0060,-0.47515,-0.09461,0.01886,0.01200,-0.00072,-0.00056,1.75761,-0.00041,-0.00008,0.00000,0.00000,-0.00041,-0.00008,-0.00716,0.86176,0,0.02036,0.01254
0.0080,-0.47515,-0.09461,0.01886,0.01200,-0.00092,-0.00074,1.75761,-0.00055,-0.00011,0.00000,0.00000,-0.00055,-0.00011,-0.00718,0.86174,0,0.02036,0.01254
0.0100,-0.47515,-0.09461,0.01886,0.01199,-0.00112,-0.00091,1.75761,-0.00068,-0.00013,0.00000,0.00000,-0.00068,-0.00013,-0.00716,0.86174,0,0.02036,0.01254
0.0120,-0.47515,-0.09461,0.01885,0.01199,-0.00132,-0.00109,1.75761,-0.00082,-0.00016,0.00000,0.00000,-0.00082,-0.00016,-0.00716,0.86173,0,0.02036,0.01254
0.0140,-0.47515,-0.09461,0.01885,0.01199,-0.00152,-0.00127,1.75761,-0.00095,-0.00019,0.00000,0.00000,-0.00095,-0.00019,-0.00719,0.86179,0,0.02036,0.01254
0.0160,-0.47515,-0.09461,0.01885,0.01199,-0.00172,-0.00145,1.75761,-0.00109,-0.00022,0.00000,0.00000,-0.00109,-0.00022,-0.00722,0.86174,0,0.02036,0.01254
0.0180,-0.47515,-0.09461,0.01884,0.01198,-0.00192,-0.00163,1.75761,-0.00122,-0.00024,0.00000,0.00000,-0.00122,-0.00024,-0.00721,0.86176,0,0.02036,0.01254
0.0201,-0.47515,-0.09461,0.01884,0.01198,-0.00212,-0.00180,1.75761,-0.00136,-0.00027,0.00000,0.00000,-0.00136,-0.00027,-0.00718,0.86172,0,0.02036,0.01254
0.0221,-0.47515,-0.09461,0.01884,0.01198,-0.00232,-0.00198,1.75761,-0.00150,-0.00030,0.00000,0.00000,-0.00150,-0.00030,-0.00723,0.86175,0,0.02036,0.01254
0.0241,-0.47515,-0.09461,0.01883,0.01197,-0.00252,-0.00216,1.75761,-0.00163,-0.00032,0.00000,0.00000,-0.00163,-0.00032,-0.00714,0.86175,0,0.02036,0.01254
0.0261,-0.47515,-0.09461,0.01883,0.01197,-0.00272,-0.00234,1.75761,-0.00177,-0.00035,0.00000,0.00000,-0.00177,-0.00035,-0.00721,0.86174,0,0.02036,0.01254
0.0281,-0.47515,-0.09461,0.01882,0.01196,-0.00292,-0.00252,1.75761,-0.00190,-0.00038,0.00000,0.00000,-0.00190,-0.00038,-0.00721,0.86172,0,0.02036,0.01254
0.0301,-0.47515,-0.09461,0.01881,0.01196,-0.00312,-0.00269,1.75761,-0.00204,-0.00040,0.00000,0.00000,-0.00204,-0.00040,-0.00721,0.86171,0,0.02036,0.01254
0.0321,-0.47515,-0.09461,0.01881,0.01195,-0.00331,-0.00287,1.75761,-0.00217,-0.00043,0.00000,0.00000,-0.00217,-0.00043,-0.00719,0.86178,0,0.02036,0.01254
0.0341,-0.47515,-0.09461,0.01880,0.01195,-0.00351,-0.00305,1.75761,-0.00231,-0.00046,0.00000,0.00000,-0.00231,-0.00046,-0.00719,0.86176,0,0.02036,0.01254
0.0361,-0.47515,-0.09461,0.01879,0.01194,-0.00371,-0.00322,1.75761,-0.00245,-0.00048,0.00000,0.00000,-0.00245,-0.00048,-0.00721,0.86172,0,0.02036,0.01254
0.0381,-0.47515,-0.09461,0.01879,0.01193,-0.00391,-0.00340,1.75761,-0.00258,-0.00051,0.00000,0.00000,-0.00258,-0.00051,-0.00724,0.86172,0,0.02036,0.01254
0.0401,-0.47515,-0.09461,0.01878,0.01193,-0.00411,-0.00358,1.75761,-0.00272,-0.00054,0.00000,0.00000,-0.00272,-0.00054,-0.00721,0.86172,0,0.02036,0.01254
0.0421,-0.47515,-0.09461,0.01877,0.01192,-0.00431,-0.00376,1.75761,-0.00285,-0.00056,0.00000,0.00000,-0.00285,-0.00056,-0.00721,0.86174,0,0.02036,0.01254
0.0441,-0.47515,-0.09461,0.01876,0.01191,-0.00451,-0.00393,1.75761,-0.00299,-0.00059,0.00000,0.00000,-0.00299,-0.00059,-0.00715,0.86175,0,0.02036,0.01254
0.0461,-0.47515,-0.09461,0.01875,0.01190,-0.00471,-0.00411,1.75761,-0.00313,-0.00062,0.00000,0.00000,-0.00313,-0.00062,-0.00720,0.86175,0,0.02036,0.01254
0.0481,-0.47515,-0.09461,0.01874,0.01189,-0.00490,-0.00428,1.75761,-0.00326,-0.00065,0.00000,0.00000,-0.00326,-0.00065,-0.00720,0.86175,0,0.02036,0.01254
0.0501,-0.47515,-0.09461,0.01873,0.01189,-0.00510,-0.00446,1.75761,-0.00340,-0.00067,0.00000,0.00000,-0.00340,-0.00067,-0.00725,0.86171,0,0.02036,0.01254
