t,ex,ey,th_x,th_y,thd_x,thd_y,yaw,vref_x,vref_y,vfb_x,vfb_y,vcmd_x,vcmd_y,tcp_x,tcp_y,dans_cible,th_brut_x,th_brut_y
0.0001,-0.40929,-0.03713,-0.00698,0.00584,0.00000,0.00000,0.18693,-0.00000,-0.00000,0.00000,0.00000,-0.00000,-0.00000,0.13826,0.83832,0,-0.00698,0.00584
0.0020,-0.40929,-0.03713,-0.00698,0.00584,0.00012,-0.00010,0.18693,-0.00014,-0.00001,0.00000,0.00000,-0.00014,-0.00001,0.13826,0.83831,0,-0.00698,0.00584
0.0040,-0.40929,-0.03713,-0.00698,0.00584,0.00035,-0.00018,0.18693,-0.00028,-0.00003,0.00000,0.00000,-0.00028,-0.00003,0.13821,0.83833,0,-0.00698,0.00584
0.0060,-0.40929,-0.03713,-0.00698,0.00584,0.00059,-0.00027,0.18693,-0.00041,-0.00004,0.00000,0.00000,-0.00041,-0.00004,0.13820,0.83834,0,-0.00698,0.00584
0.0080,-0.40929,-0.03713,-0.00698,0.00584,0.00082,-0.00036,0.18693,-0.00055,-0.00005,0.00000,0.00000,-0.00055,-0.00005,0.13822,0.83833,0,-0.00698,0.00584
0.0100,-0.40929,-0.03713,-0.00698,0.00583,0.00106,-0.00045,0.18693,-0.00069,-0.00006,0.00000,0.00000,-0.00069,-0.00006,0.13828,0.83832,0,-0.00698,0.00584
0.0120,-0.40929,-0.03713,-0.00697,0.00583,0.00129,-0.00053,0.18693,-0.00083,-0.00008,0.00000,0.00000,-0.00083,-0.00008,0.13819,0.83833,0,-0.00698,0.00584
0.0140,-0.41176,-0.03657,-0.00642,0.00544,0.00134,-0.00059,0.18752,-0.00097,-0.00009,0.00000,0.00000,-0.00097,-0.00009,0.13817,0.83830,0,-0.00588,0.00506
0.0161,-0.41176,-0.03657,-0.00642,0.00544,0.00157,-0.00067,0.18752,-0.00111,-0.00010,0.00000,0.00000,-0.00111,-0.00010,0.13821,0.83830,0,-0.00588,0.00506
0.0181,-0.41176,-0.03657,-0.00642,0.00544,0.00180,-0.00075,0.18752,-0.00124,-0.00011,0.00000,0.00000,-0.00124,-0.00011,0.13822,0.83830,0,-0.00588,0.00506
0.0201,-0.41176,-0.03657,-0.00641,0.00544,0.00202,-0.00083,0.18752,-0.00138,-0.00013,0.00000,0.00000,-0.00138,-0.00013,0.13821,0.83832,0,-0.00588,0.00506
0.0221,-0.41176,-0.03657,-0.00641,0.00544,0.00225,-0.00091,0.18752,-0.00152,-0.00014,0.00000,0.00000,-0.00152,-0.00014,0.13824,0.83834,0,-0.00588,0.00506
0.0241,-0.41176,-0.03657,-0.00640,0.00544,0.00247,-0.00099,0.18752,-0.00166,-0.00015,0.00000,0.00000,-0.00166,-0.00015,0.13823,0.83832,0,-0.00588,0.00506
0.0261,-0.41176,-0.03657,-0.00640,0.00543,0.00270,-0.00107,0.18752,-0.00179,-0.00016,0.00000,0.00000,-0.00179,-0.00016,0.13820,0.83834,0,-0.00588,0.00506
0.0281,-0.41176,-0.03657,-0.00639,0.00543,0.00292,-0.00115,0.18752,-0.00193,-0.00018,0.00000,0.00000,-0.00193,-0.00018,0.13819,0.83836,0,-0.00588,0.00506
0.0301,-0.41176,-0.03657,-0.00639,0.00543,0.00315,-0.00123,0.18752,-0.00207,-0.00019,0.00000,0.00000,-0.00207,-0.00019,0.13820,0.83834,0,-0.00588,0.00506
