t,ex,ey,th_x,th_y,thd_x,thd_y,yaw,vref_x,vref_y,vfb_x,vfb_y,vcmd_x,vcmd_y,tcp_x,tcp_y,dans_cible
0.1122,-0.53516,0.00363,0.00427,-0.00112,-0.05737,0.00571,0.70055,-0.00776,0.00004,0.01863,-0.00448,0.06682,-0.00122,0.18041,0.79741,0
0.1142,-0.53516,0.00363,0.00381,-0.00108,-0.05785,0.00438,0.70055,-0.00790,0.00004,0.01644,-0.00429,0.06656,-0.00009,0.18039,0.79740,0
0.1162,-0.53516,0.00363,0.00334,-0.00105,-0.05787,0.00349,0.70055,-0.00804,0.00004,0.01423,-0.00414,0.06579,0.00052,0.18044,0.79738,0
0.1182,-0.53546,0.00312,-0.00127,-0.00475,-0.06443,0.00173,0.70211,-0.00817,0.00004,-0.00789,-0.02218,0.06451,0.00063,0.18045,0.79739,0
0.1202,-0.53546,0.00312,-0.00178,-0.00474,-0.06323,0.00195,0.70211,-0.00831,0.00004,-0.01032,-0.02211,0.06272,0.00022,0.18053,0.79732,0
0.1223,-0.53546,0.00312,-0.00228,-0.00472,-0.06155,0.00262,0.70211,-0.00845,0.00004,-0.01270,-0.02203,0.06042,-0.00070,0.18057,0.79736,0
0.1243,-0.53546,0.00312,-0.00276,-0.00469,-0.05941,0.00372,0.70211,-0.00859,0.00005,-0.01500,-0.02191,0.05760,-0.00213,0.18067,0.79729,0
0.1263,-0.53546,0.00312,-0.00323,-0.00466,-0.05679,0.00526,0.70211,-0.00873,0.00005,-0.01722,-0.02174,0.05427,-0.00408,0.18069,0.79728,0
0.1283,-0.53546,0.00312,-0.00367,-0.00461,-0.05371,0.00723,0.70211,-0.00887,0.00005,-0.01933,-0.02150,0.05043,-0.00653,0.18072,0.79726,0
0.1303,-0.53546,0.00312,-0.00409,-0.00454,-0.05016,0.00964,0.70211,-0.00901,0.00005,-0.02131,-0.02118,0.04608,-0.00950,0.18079,0.79728,0
0.1323,-0.53546,0.00312,-0.00447,-0.00445,-0.04615,0.01247,0.70211,-0.00915,0.00005,-0.02315,-0.02076,0.04122,-0.01298,0.18087,0.79722,0
0.1343,-0.53546,0.00312,-0.00482,-0.00434,-0.04168,0.01574,0.70211,-0.00928,0.00005,-0.02483,-0.02023,0.03584,-0.01697,0.18095,0.79723,0
0.1363,-0.53546,0.00312,-0.00514,-0.00420,-0.03674,0.01944,0.70211,-0.00942,0.00005,-0.02633,-0.01956,0.02995,-0.02045,0.18098,0.79724,0
0.1383,-0.53546,0.00312,-0.00541,-0.00403,-0.03135,0.02268,0.70211,-0.00956,0.00005,-0.02764,-0.01877,0.02355,-0.02342,0.18106,0.79718,0
0.1403,-0.53546,0.00312,-0.00564,-0.00384,-0.02551,0.02548,0.70211,-0.00970,0.00005,-0.02873,-0.01786,0.01715,-0.02588,0.18112,0.79718,0
0.1423,-0.53546,0.00312,-0.00582,-0.00362,-0.01965,0.02783,0.70211,-0.00984,0.00005,-0.02960,-0.01685,0.01075,-0.02782,0.18119,0.79717,0
0.1444,-0.53546,0.00312,-0.00595,-0.00339,-0.01379,0.02972,0.70211,-0.00998,0.00005,-0.03026,-0.01576,0.00435,-0.02925,0.18126,0.79714,0
0.1464,-0.53546,0.00312,-0.00604,-0.00315,-0.00791,0.03116,0.70211,-0.01012,0.00005,-0.03069,-0.01461,-0.00205,-0.03017,0.18133,0.79711,0
0.1484,-0.53546,0.00312,-0.00608,-0.00290,-0.00204,0.03215,0.70211,-0.01026,0.00005,-0.03090,-0.01341,-0.00845,-0.03058,0.18136,0.79709,0
0.1504,-0.53546,0.00312,-0.00607,-0.00264,0.00384,0.03268,0.70211,-0.01040,0.00006,-0.03088,-0.01218,-0.01485,-0.03047,0.18136,0.79701,0
0.1524,-0.53546,0.00312,-0.00602,-0.00238,0.00972,0.03275,0.70211,-0.01053,0.00006,-0.03065,-0.01095,-0.02125,-0.02986,0.18141,0.79696,0
0.1544,-0.53546,0.00312,-0.00591,-0.00212,0.01559,0.03238,0.70211,-0.01067,0.00006,-0.03019,-0.00972,-0.02765,-0.02873,0.18141,0.79696,0
0.1564,-0.53546,0.00312,-0.00577,-0.00186,0.02145,0.03154,0.70211,-0.01081,0.00006,-0.02951,-0.00851,-0.03405,-0.02709,0.18139,0.79688,0
0.1584,-0.53546,0.00312,-0.00557,-0.00161,0.02729,0.03025,0.70211,-0.01095,0.00006,-0.02861,-0.00734,-0.03994,-0.02494,0.18151,0.79688,0
0.1604,-0.53546,0.00312,-0.00533,-0.00138,0.03269,0.02851,0.70211,-0.01109,0.00006,-0.02750,-0.00623,-0.04531,-0.02227,0.18153,0.79687,0
0.1624,-0.53546,0.00312,-0.00505,-0.00116,0.03763,0.02631,0.70211,-0.01123,0.00006,-0.02619,-0.00519,-0.05018,-0.01910,0.18163,0.79687,0
0.1644,-0.53546,0.00312,-0.00473,-0.00096,0.04211,0.02367,0.70211,-0.01136,0.00006,-0.02471,-0.00424,-0.05453,-0.01541,0.18159,0.79681,0
0.1664,-0.53546,0.00312,-0.00438,-0.00078,0.04613,0.02057,0.70211,-0.01150,0.00006,-0.02306,-0.00341,-0.05837,-0.01121,0.18164,0.79678,0
0.1684,-0.53546,0.00312,-0.00399,-0.00063,0.04969,0.01703,0.70211,-0.01164,0.00006,-0.02127,-0.00270,-0.06170,-0.00649,0.18171,0.79675,0
0.1704,-0.53546,0.00312,-0.00358,-0.00051,0.05278,0.01304,0.70211,-0.01178,0.00006,-0.01936,-0.00213,-0.06451,-0.00207,0.18170,0.79674,0
0.1724,-0.53546,0.00312,-0.00315,-0.00042,0.05541,0.00928,0.70211,-0.01192,0.00006,-0.01733,-0.00171,-0.06682,0.00185,0.18170,0.79667,0
0.1744,-0.53546,0.00312,-0.00270,-0.00036,0.05757,0.00596,0.70211,-0.01205,0.00006,-0.01522,-0.00142,-0.06861,0.00526,0.18174,0.79666,0
0.1764,-0.53546,0.00312,-0.00223,-0.00033,0.05926,0.00307,0.70211,-0.01219,0.00006,-0.01304,-0.00125,-0.06989,0.00815,0.18174,0.79661,0
0.1784,-0.53546,0.00312,-0.00175,-0.00031,0.06048,0.00062,0.70211,-0.01233,0.00007,-0.01080,-0.00118,-0.07066,0.01053,0.18183,0.79659,0
0.1804,-0.53546,0.00312,-0.00127,-0.00031,0.06123,-0.00140,0.70211,-0.01247,0.00007,-0.00852,-0.00119,-0.07091,0.01240,0.18186,0.79656,0
0.1824,-0.53546,0.00312,-0.00078,-0.00033,0.06151,-0.00297,0.70211,-0.01261,0.00007,-0.00622,-0.00127,-0.07066,0.01376,0.18185,0.79651,0
0.1844,-0.53546,0.00312,-0.00028,-0.00036,0.06132,-0.00411,0.70211,-0.01275,0.00007,-0.00393,-0.00141,-0.06989,0.01461,0.18193,0.79651,0
0.1864,-0.53495,0.00236,0.01093,-0.00205,0.07111,-0.00405,0.70159,-0.01289,0.00007,0.04957,-0.01014,-0.06861,0.01494,0.18192,0.79647,0
0.1884,-0.53495,0.00236,0.01149,-0.00208,0.06926,-0.00419,0.70159,-0.01303,0.00007,0.05220,-0.01030,-0.06682,0.01476,0.18189,0.79644,0
0.1904,-0.53495,0.00236,0.01204,-0.00211,0.06693,-0.00390,0.70159,-0.01316,0.00007,0.05475,-0.01045,-0.06451,0.01407,0.18191,0.79640,0
0.1924,-0.53495,0.00236,0.01256,-0.00214,0.06413,-0.00317,0.70159,-0.01330,0.00007,0.05720,-0.01059,-0.06170,0.01287,0.18190,0.79635,0
0.1944,-0.53495,0.00236,0.01306,-0.00216,0.06086,-0.00200,0.70159,-0.01344,0.00007,0.05954,-0.01068,-0.05837,0.01115,0.18192,0.79632,0
0.1964,-0.53495,0.00236,0.01353,-0.00217,0.05711,-0.00039,0.70159,-0.01358,0.00007,0.06174,-0.01073,-0.05453,0.00893,0.18187,0.79629,0
0.1984,-0.53495,0.00236,0.01397,-0.00217,0.05290,0.00166,0.70159,-0.01372,0.00007,0.06380,-0.01070,-0.05018,0.00619,0.18186,0.79625,0
0.2004,-0.53495,0.00236,0.01438,-0.00214,0.04823,0.00415,0.70159,-0.01386,0.00007,0.06568,-0.01059,-0.04531,0.00294,0.18192,0.79622,0
0.2024,-0.53495,0.00236,0.01474,-0.00210,0.04309,0.00707,0.70159,-0.01399,0.00007,0.06738,-0.01038,-0.03994,-0.00082,0.18184,0.79620,0
0.2045,-0.53495,0.00236,0.01507,-0.00203,0.03749,0.01042,0.70159,-0.01413,0.00007,0.06888,-0.01005,-0.03405,-0.00510,0.18186,0.79618,0
0.2065,-0.53495,0.00236,0.01534,-0.00193,0.03143,0.01421,0.70159,-0.01427,0.00008,0.07015,-0.00959,-0.02765,-0.00951,0.18174,0.79618,0
0.2085,-0.53495,0.00236,0.01557,-0.00180,0.02492,0.01810,0.70159,-0.01441,0.00008,0.07119,-0.00897,-0.02125,-0.01341,0.18167,0.79615,0
0.2105,-0.53495,0.00236,0.01574,-0.00164,0.01840,0.02155,0.70159,-0.01455,0.00008,0.07198,-0.00822,-0.01485,-0.01680,0.18167,0.79614,0
0.2125,-0.53495,0.00236,0.01586,-0.00146,0.01187,0.02454,0.70159,-0.01469,0.00008,0.07252,-0.00735,-0.00845,-0.01967,0.18162,0.79611,0
0.2145,-0.53495,0.00236,0.01593,-0.00125,0.00533,0.02709,0.70159,-0.01482,0.00008,0.07282,-0.00638,-0.00205,-0.02204,0.18163,0.79609,0
0.2165,-0.53495,0.00236,0.01595,-0.00103,-0.00121,0.02918,0.70159,-0.01496,0.00008,0.07287,-0.00531,0.00435,-0.02389,0.18161,0.79607,0
0.2185,-0.53495,0.00236,0.01591,-0.00079,-0.00775,0.03082,0.70159,-0.01510,0.00008,0.07267,-0.00418,0.01075,-0.02523,0.18154,0.79603,0
0.2205,-0.53495,0.00236,0.01582,-0.00053,-0.01428,0.03201,0.70159,-0.01524,0.00008,0.07222,-0.00299,0.01715,-0.02606,0.18150,0.79598,0
0.2225,-0.53495,0.00236,0.01568,-0.00028,-0.02081,0.03274,0.70159,-0.01538,0.00008,0.07153,-0.00176,0.02355,-0.02637,0.18145,0.79594,0
0.2245,-0.53495,0.00236,0.01549,-0.00001,-0.02732,0.03302,0.70159,-0.01552,0.00008,0.07059,-0.00052,0.02995,-0.02617,0.18149,0.79589,0
0.2265,-0.53495,0.00236,0.01524,0.00025,-0.03382,0.03284,0.70159,-0.01565,0.00008,0.06940,0.00073,0.03635,-0.02547,0.18148,0.79584,0
0.2285,-0.53495,0.00236,0.01495,0.00051,-0.04030,0.03220,0.70159,-0.01579,0.00008,0.06796,0.00196,0.04275,-0.02425,0.18151,0.79581,0
0.2305,-0.53495,0.00236,0.01460,0.00076,-0.04675,0.03111,0.70159,-0.01593,0.00008,0.06629,0.00315,0.04915,-0.02251,0.18157,0.79578,0
0.2325,-0.53495,0.00236,0.01420,0.00101,-0.05318,0.02957,0.70159,-0.01607,0.00009,0.06436,0.00430,0.05504,-0.02027,0.18161,0.79579,0
0.2345,-0.53495,0.00236,0.01375,0.00124,-0.05915,0.02757,0.70159,-0.01621,0.00009,0.06221,0.00538,0.06042,-0.01751,0.18163,0.79575,0
0.2365,-0.53495,0.00236,0.01326,0.00145,-0.06464,0.02512,0.70159,-0.01635,0.00009,0.05983,0.00638,0.06528,-0.01424,0.18164,0.79570,0
0.2385,-0.53495,0.00236,0.01272,0.00164,-0.06966,0.02222,0.70159,-0.01648,0.00009,0.05726,0.00727,0.06963,-0.01046,0.18162,0.79567,0
0.2405,-0.53495,0.00236,0.01214,0.00180,-0.07421,0.01888,0.70159,-0.01662,0.00009,0.05451,0.00805,0.07347,-0.00617,0.18166,0.79566,0
0.2425,-0.53495,0.00236,0.01153,0.00194,-0.07828,0.01508,0.70159,-0.01676,0.00009,0.05159,0.00869,0.07680,-0.00137,0.18167,0.79562,0
0.2445,-0.53495,0.00236,0.01089,0.00204,-0.08187,0.01084,0.70159,-0.01690,0.00009,0.04853,0.00918,0.07962,0.00395,0.18167,0.79562,0
0.2465,-0.53495,0.00236,0.01022,0.00211,-0.08497,0.00615,0.70159,-0.01704,0.00009,0.04534,0.00951,0.08192,0.00960,0.18167,0.79555,0
0.2485,-0.53440,0.00243,-0.00173,-0.00075,-0.09925,0.00685,0.70085,-0.01718,0.00009,-0.01066,-0.00392,0.08371,0.01473,0.18173,0.79551,0
0.2505,-0.53440,0.00243,-0.00253,-0.00071,-0.10063,0.00251,0.70085,-0.01732,0.00009,-0.01447,-0.00374,0.08499,0.01935,0.18173,0.79552,0
0.2525,-0.53440,0.00243,-0.00334,-0.00071,-0.10152,-0.00140,0.70085,-0.01745,0.00009,-0.01833,-0.00372,0.08576,0.02346,0.18180,0.79548,0
0.2545,-0.53440,0.00243,-0.00415,-0.00073,-0.10191,-0.00486,0.70085,-0.01759,0.00009,-0.02221,-0.00384,0.08602,0.02706,0.18179,0.79546,0
0.2565,-0.53440,0.00243,-0.00497,-0.00078,-0.10181,-0.00789,0.70085,-0.01773,0.00009,-0.02610,-0.00408,0.08576,0.03015,0.18179,0.79542,0
0.2585,-0.53440,0.00243,-0.00578,-0.00085,-0.10122,-0.01047,0.70085,-0.01787,0.00009,-0.02997,-0.00443,0.08499,0.03272,0.18178,0.79542,0
0.2605,-0.53440,0.00243,-0.00658,-0.00095,-0.10014,-0.01261,0.70085,-0.01801,0.00010,-0.03382,-0.00486,0.08371,0.03478,0.18185,0.79540,0
0.2625,-0.53440,0.00243,-0.00738,-0.00105,-0.09857,-0.01430,0.70085,-0.01815,0.00010,-0.03761,-0.00537,0.08192,0.03633,0.18187,0.79537,0
0.2645,-0.53440,0.00243,-0.00816,-0.00117,-0.09651,-0.01555,0.70085,-0.01828,0.00010,-0.04134,-0.00594,0.07962,0.03737,0.18192,0.79535,0
0.2665,-0.53440,0.00243,-0.00892,-0.00130,-0.09395,-0.01635,0.70085,-0.01842,0.00010,-0.04498,-0.00654,0.07680,0.03790,0.18190,0.79534,0
0.2685,-0.53440,0.00243,-0.00966,-0.00143,-0.09091,-0.01671,0.70085,-0.01856,0.00010,-0.04851,-0.00716,0.07347,0.03791,0.18197,0.79534,0
0.2705,-0.53440,0.00243,-0.01037,-0.00157,-0.08739,-0.01662,0.70085,-0.01870,0.00010,-0.05192,-0.00779,0.06963,0.03741,0.18196,0.79532,0
0.2725,-0.53440,0.00243,-0.01106,-0.00170,-0.08338,-0.01608,0.70085,-0.01884,0.00010,-0.05518,-0.00841,0.06528,0.03640,0.18201,0.79530,0
0.2745,-0.53440,0.00243,-0.01171,-0.00182,-0.07889,-0.01510,0.70085,-0.01898,0.00010,-0.05829,-0.00900,0.06042,0.03488,0.18200,0.79528,0
0.2765,-0.53440,0.00243,-0.01232,-0.00194,-0.07391,-0.01367,0.70085,-0.01911,0.00010,-0.06122,-0.00954,0.05504,0.03285,0.18206,0.79526,0
0.2785,-0.53440,0.00243,-0.01289,-0.00204,-0.06847,-0.01180,0.70085,-0.01925,0.00010,-0.06395,-0.01003,0.04915,0.03030,0.18210,0.79532,0
0.2805,-0.53440,0.00243,-0.01341,-0.00212,-0.06254,-0.00948,0.70085,-0.01939,0.00010,-0.06647,-0.01043,0.04275,0.02724,0.18217,0.79525,0
0.2825,-0.53440,0.00243,-0.01389,-0.00219,-0.05615,-0.00672,0.70085,-0.01953,0.00010,-0.06875,-0.01073,0.03635,0.02367,0.18222,0.79529,0
0.2845,-0.53440,0.00243,-0.01431,-0.00223,-0.04973,-0.00352,0.70085,-0.01967,0.00010,-0.07079,-0.01093,0.02995,0.01959,0.18224,0.79530,0
0.2865,-0.53440,0.00243,-0.01468,-0.00224,-0.04328,0.00012,0.70085,-0.01981,0.00010,-0.07259,-0.01099,0.02355,0.01500,0.18231,0.79531,0
0.2885,-0.53440,0.00243,-0.01500,-0.00223,-0.03681,0.00420,0.70085,-0.01994,0.00011,-0.07414,-0.01091,0.01715,0.00989,0.18242,0.79532,0
0.2905,-0.53440,0.00243,-0.01527,-0.00218,-0.03032,0.00871,0.70085,-0.02008,0.00011,-0.07545,-0.01067,0.01075,0.00427,0.18244,0.79533,0
0.2925,-0.53440,0.00243,-0.01549,-0.00209,-0.02382,0.01365,0.70085,-0.02022,0.00011,-0.07652,-0.01024,0.00435,-0.00186,0.18247,0.79534,0
0.2945,-0.53440,0.00243,-0.01565,-0.00196,-0.01730,0.01902,0.70085,-0.02036,0.00011,-0.07734,-0.00962,-0.00205,-0.00826,0.18252,0.79537,0
0.2965,-0.53440,0.00243,-0.01576,-0.00178,-0.01078,0.02462,0.70085,-0.02050,0.00011,-0.07791,-0.00880,-0.00845,-0.01414,0.18258,0.79537,0
0.2985,-0.53440,0.00243,-0.01582,-0.00156,-0.00425,0.02976,0.70085,-0.02064,0.00011,-0.07823,-0.00777,-0.01485,-0.01952,0.18259,0.79539,0
0.3005,-0.53440,0.00243,-0.01583,-0.00131,0.00229,0.03445,0.70085,-0.02077,0.00011,-0.07831,-0.00656,-0.02125,-0.02438,0.18256,0.79538,0
0.3025,-0.53440,0.00243,-0.01579,-0.00101,0.00882,0.03868,0.70085,-0.02091,0.00011,-0.07814,-0.00517,-0.02765,-0.02874,0.18253,0.79541,0
0.3045,-0.53440,0.00243,-0.01569,-0.00069,0.01534,0.04245,0.70085,-0.02105,0.00011,-0.07773,-0.00364,-0.03405,-0.03258,0.18250,0.79539,0
0.3065,-0.53440,0.00243,-0.01554,-0.00034,0.02186,0.04576,0.70085,-0.02119,0.00011,-0.07707,-0.00197,-0.04045,-0.03590,0.18259,0.79539,0
0.3085,-0.53440,0.00243,-0.01534,0.00004,0.02836,0.04861,0.70085,-0.02133,0.00011,-0.07616,-0.00019,-0.04685,-0.03872,0.18260,0.79538,0
0.3105,-0.53440,0.00243,-0.01509,0.00044,0.03485,0.05100,0.70085,-0.02147,0.00011,-0.07501,0.00170,-0.05325,-0.04102,0.18266,0.79535,0
