t,ex,ey,th_x,th_y,thd_x,thd_y,yaw,vref_x,vref_y,vfb_x,vfb_y,vcmd_x,vcmd_y,tcp_x,tcp_y,dans_cible,th_brut_x,th_brut_y
0.0000,-0.41454,-0.00111,-0.00703,0.00019,0.00000,0.00000,0.78523,-0.00003,-0.00000,0.00000,0.00000,-0.00003,-0.00000,0.10452,0.84779,0,-0.00703,0.00019
0.0020,-0.41454,-0.00111,-0.00703,0.00019,0.00014,-0.00000,0.78523,-0.00162,-0.00000,0.00000,0.00000,-0.00019,-0.00000,0.10455,0.84780,0,-0.00703,0.00019
0.0040,-0.41454,-0.00111,-0.00703,0.00019,0.00040,-0.00000,0.78523,-0.00322,-0.00001,0.00000,0.00000,-0.00047,-0.00001,0.10454,0.84777,0,-0.00703,0.00019
0.0060,-0.41454,-0.00111,-0.00703,0.00019,0.00076,-0.00000,0.78523,-0.00482,-0.00001,0.00000,0.00000,-0.00089,-0.00001,0.10457,0.84778,0,-0.00703,0.00019
0.0080,-0.41454,-0.00111,-0.00702,0.00019,0.00123,-0.00000,0.78523,-0.00642,-0.00002,0.00000,0.00000,-0.00143,-0.00002,0.10455,0.84780,0,-0.00703,0.00019
0.0100,-0.41454,-0.00111,-0.00702,0.00019,0.00181,-0.00000,0.78523,-0.00802,-0.00002,0.00000,0.00000,-0.00210,-0.00002,0.10454,0.84782,0,-0.00703,0.00019
0.0120,-0.41454,-0.00111,-0.00702,0.00019,0.00250,-0.00000,0.78523,-0.00962,-0.00003,0.00000,0.00000,-0.00290,-0.00003,0.10456,0.84778,0,-0.00703,0.00019
0.0140,-0.41454,-0.00111,-0.00701,0.00019,0.00330,-0.00000,0.78523,-0.01122,-0.00003,0.00000,0.00000,-0.00382,-0.00003,0.10451,0.84778,0,-0.00703,0.00019
0.0160,-0.41454,-0.00111,-0.00700,0.00019,0.00421,0.00000,0.78523,-0.01282,-0.00003,0.00000,0.00000,-0.00488,-0.00003,0.10452,0.84777,0,-0.00703,0.00019
0.0180,-0.41454,-0.00111,-0.00699,0.00019,0.00523,0.00000,0.78523,-0.01442,-0.00004,0.00000,0.00000,-0.00606,-0.00004,0.10456,0.84776,0,-0.00703,0.00019
0.0200,-0.41454,-0.00111,-0.00698,0.00019,0.00636,0.00000,0.78523,-0.01602,-0.00004,0.00000,0.00000,-0.00737,-0.00004,0.10451,0.84780,0,-0.00703,0.00019
0.0220,-0.41454,-0.00111,-0.00697,0.00019,0.00759,0.00000,0.78523,-0.01762,-0.00005,0.00000,0.00000,-0.00881,-0.00005,0.10455,0.84780,0,-0.00703,0.00019
0.0241,-0.41454,-0.00111,-0.00695,0.00019,0.00894,0.00000,0.78523,-0.01926,-0.00005,0.00000,0.00000,-0.01038,-0.00005,0.10449,0.84779,0,-0.00703,0.00019
0.0261,-0.41454,-0.00111,-0.00693,0.00019,0.01039,0.00000,0.78523,-0.02086,-0.00006,0.00000,0.00000,-0.01198,-0.00006,0.10440,0.84777,0,-0.00703,0.00019
0.0281,-0.41454,-0.00111,-0.00691,0.00019,0.01188,0.00000,0.78523,-0.02246,-0.00006,0.00000,0.00000,-0.01358,-0.00006,0.10444,0.84781,0,-0.00703,0.00019
0.0301,-0.41454,-0.00111,-0.00689,0.00019,0.01336,0.00000,0.78523,-0.02407,-0.00006,0.00000,0.00000,-0.01518,-0.00006,0.10442,0.84780,0,-0.00703,0.00019
0.0321,-0.41454,-0.00111,-0.00686,0.00019,0.01484,0.00000,0.78523,-0.02567,-0.00007,0.00000,0.00000,-0.01678,-0.00007,0.10433,0.84780,0,-0.00703,0.00019
0.0341,-0.41454,-0.00111,-0.00683,0.00019,0.01632,0.00001,0.78523,-0.02729,-0.00007,0.00000,0.00000,-0.01838,-0.00007,0.10429,0.84779,0,-0.00703,0.00019
