t,ex,ey,th_x,th_y,thd_x,thd_y,yaw,vref_x,vref_y,vfb_x,vfb_y,vcmd_x,vcmd_y,tcp_x,tcp_y,dans_cible,th_brut_x,th_brut_y
0.0000,-0.39624,-0.00427,-0.02448,-0.00129,0.00000,0.00000,0.46315,-0.00000,-0.00000,-0.11572,-0.00610,-0.00013,-0.00013,0.10633,0.84814,0,-0.02448,-0.00129
0.0020,-0.39624,-0.00427,-0.02448,-0.00129,0.00052,0.00013,0.46315,-0.00014,-0.00000,-0.11572,-0.00610,-0.00038,-0.00038,0.10635,0.84810,0,-0.02448,-0.00129
0.0040,-0.39624,-0.00427,-0.02448,-0.00129,0.00115,0.00037,0.46315,-0.00028,-0.00000,-0.11571,-0.00609,-0.00077,-0.00077,0.10634,0.84814,0,-0.02448,-0.00129
0.0060,-0.39624,-0.00427,-0.02447,-0.00129,0.00189,0.00072,0.46315,-0.00042,-0.00000,-0.11569,-0.00609,-0.00128,-0.00128,0.10637,0.84815,0,-0.02448,-0.00129
0.0080,-0.39624,-0.00427,-0.02447,-0.00129,0.00274,0.00118,0.46315,-0.00056,-0.00001,-0.11567,-0.00608,-0.00192,-0.00192,0.10629,0.84811,0,-0.02448,-0.00129
0.0100,-0.39624,-0.00427,-0.02446,-0.00128,0.00369,0.00175,0.46315,-0.00069,-0.00001,-0.11564,-0.00607,-0.00269,-0.00269,0.10633,0.84809,0,-0.02448,-0.00129
0.0120,-0.39624,-0.00427,-0.02445,-0.00128,0.00476,0.00243,0.46315,-0.00083,-0.00001,-0.11560,-0.00605,-0.00358,-0.00358,0.10632,0.84810,0,-0.02448,-0.00129
0.0140,-0.39624,-0.00427,-0.02444,-0.00127,0.00593,0.00321,0.46315,-0.00097,-0.00001,-0.11555,-0.00602,-0.00461,-0.00461,0.10632,0.84810,0,-0.02448,-0.00129
0.0161,-0.39624,-0.00427,-0.02443,-0.00127,0.00722,0.00411,0.46315,-0.00111,-0.00001,-0.11549,-0.00598,-0.00576,-0.00576,0.10630,0.84810,0,-0.02448,-0.00129
0.0181,-0.39624,-0.00427,-0.02441,-0.00126,0.00861,0.00512,0.46315,-0.00125,-0.00001,-0.11542,-0.00594,-0.00704,-0.00678,0.10630,0.84805,0,-0.02448,-0.00129
0.0201,-0.39624,-0.00427,-0.02439,-0.00125,0.01012,0.00601,0.46315,-0.00139,-0.00001,-0.11533,-0.00589,-0.00845,-0.00768,0.10628,0.84809,0,-0.02448,-0.00129
0.0221,-0.39624,-0.00427,-0.02437,-0.00123,0.01173,0.00680,0.46315,-0.00153,-0.00002,-0.11523,-0.00583,-0.00998,-0.00845,0.10626,0.84808,0,-0.02448,-0.00129
0.0241,-0.39624,-0.00427,-0.02435,-0.00122,0.01345,0.00748,0.46315,-0.00166,-0.00002,-0.11511,-0.00576,-0.01158,-0.00909,0.10615,0.84802,0,-0.02448,-0.00129
0.0261,-0.39624,-0.00427,-0.02432,-0.00120,0.01522,0.00804,0.46315,-0.00180,-0.00002,-0.11498,-0.00569,-0.01318,-0.00960,0.10620,0.84804,0,-0.02448,-0.00129
0.0281,-0.39624,-0.00427,-0.02429,-0.00119,0.01700,0.00850,0.46315,-0.00194,-0.00002,-0.11482,-0.00561,-0.01478,-0.00998,0.10617,0.84798,0,-0.02448,-0.00129
0.0301,-0.39624,-0.00427,-0.02425,-0.00117,0.01877,0.00885,0.46315,-0.00208,-0.00002,-0.11466,-0.00553,-0.01638,-0.01024,0.10608,0.84797,0,-0.02448,-0.00129
0.0321,-0.39624,-0.00427,-0.02421,-0.00115,0.02055,0.00909,0.46315,-0.00222,-0.00002,-0.11447,-0.00544,-0.01798,-0.01037,0.10607,0.84797,0,-0.02448,-0.00129
0.0341,-0.39624,-0.00427,-0.02417,-0.00113,0.02232,0.00921,0.46315,-0.00236,-0.00003,-0.11427,-0.00536,-0.01958,-0.01037,0.10603,0.84799,0,-0.02448,-0.00129
0.0361,-0.39578,-0.00374,-0.02454,-0.00104,0.02284,0.00921,0.45213,-0.00250,-0.00003,-0.11588,-0.00475,-0.02118,-0.01024,0.10602,0.84796,0,-0.02525,-0.00110
0.0382,-0.39578,-0.00374,-0.02449,-0.00102,0.02462,0.00911,0.45213,-0.00264,-0.00003,-0.11566,-0.00466,-0.02278,-0.00998,0.10598,0.84795,0,-0.02525,-0.00110
0.0402,-0.39578,-0.00374,-0.02444,-0.00100,0.02640,0.00891,0.45213,-0.00278,-0.00003,-0.11542,-0.00458,-0.02438,-0.00960,0.10592,0.84795,0,-0.02525,-0.00110
0.0422,-0.39578,-0.00374,-0.02438,-0.00098,0.02818,0.00860,0.45213,-0.00291,-0.00003,-0.11516,-0.00450,-0.02598,-0.00909,0.10585,0.84796,0,-0.02525,-0.00110
0.0442,-0.39578,-0.00374,-0.02433,-0.00097,0.02995,0.00818,0.45213,-0.00305,-0.00003,-0.11489,-0.00442,-0.02758,-0.00845,0.10584,0.84795,0,-0.02525,-0.00110
0.0462,-0.39578,-0.00374,-0.02427,-0.00095,0.03172,0.00765,0.45213,-0.00319,-0.00003,-0.11460,-0.00434,-0.02918,-0.00768,0.10576,0.84791,0,-0.02525,-0.00110
0.0482,-0.39578,-0.00374,-0.02420,-0.00094,0.03350,0.00701,0.45213,-0.00333,-0.00004,-0.11429,-0.00427,-0.03078,-0.00678,0.10574,0.84789,0,-0.02525,-0.00110
0.0502,-0.39578,-0.00374,-0.02413,-0.00092,0.03527,0.00626,0.45213,-0.00347,-0.00004,-0.11397,-0.00421,-0.03238,-0.00576,0.10568,0.84790,0,-0.02525,-0.00110
0.0522,-0.39578,-0.00374,-0.02406,-0.00091,0.03704,0.00540,0.45213,-0.00361,-0.00004,-0.11363,-0.00415,-0.03398,-0.00461,0.10566,0.84789,0,-0.02525,-0.00110
0.0542,-0.39578,-0.00374,-0.02398,-0.00090,0.03881,0.00443,0.45213,-0.00375,-0.00004,-0.11328,-0.00411,-0.03558,-0.00358,0.10558,0.84785,0,-0.02525,-0.00110
0.0562,-0.39578,-0.00374,-0.02390,-0.00089,0.04058,0.00357,0.45213,-0.00389,-0.00004,-0.11290,-0.00407,-0.03718,-0.00269,0.10552,0.84789,0,-0.02525,-0.00110
0.0582,-0.39578,-0.00374,-0.02382,-0.00089,0.04234,0.00282,0.45213,-0.00403,-0.00004,-0.11251,-0.00404,-0.03878,-0.00192,0.10543,0.84784,0,-0.02525,-0.00110
0.0603,-0.39578,-0.00374,-0.02373,-0.00088,0.04411,0.00217,0.45213,-0.00417,-0.00004,-0.11211,-0.00402,-0.04038,-0.00128,0.10538,0.84789,0,-0.02525,-0.00110
0.0623,-0.39578,-0.00374,-0.02364,-0.00088,0.04587,0.00164,0.45213,-0.00430,-0.00005,-0.11168,-0.00400,-0.04198,-0.00077,0.10536,0.84786,0,-0.02525,-0.00110
0.0643,-0.39578,-0.00374,-0.02355,-0.00088,0.04763,0.00122,0.45213,-0.00444,-0.00005,-0.11124,-0.00398,-0.04358,-0.00038,0.10528,0.84784,0,-0.02525,-0.00110
0.0663,-0.39578,-0.00374,-0.02345,-0.00087,0.04939,0.00091,0.45213,-0.00458,-0.00005,-0.11079,-0.00397,-0.04518,-0.00013,0.10520,0.84787,0,-0.02525,-0.00110
0.0683,-0.39578,-0.00374,-0.02335,-0.00087,0.05115,0.00070,0.45213,-0.00472,-0.00005,-0.11032,-0.00397,-0.04678,-0.00000,0.10514,0.84780,0,-0.02525,-0.00110
0.0703,-0.39578,-0.00374,-0.02325,-0.00087,0.05291,0.00061,0.45213,-0.00486,-0.00005,-0.10983,-0.00396,-0.04838,-0.00000,0.10502,0.84784,0,-0.02525,-0.00110
0.0723,-0.39578,-0.00374,-0.02314,-0.00087,0.05467,0.00062,0.45213,-0.00500,-0.00005,-0.10932,-0.00396,-0.04998,-0.00013,0.10497,0.84784,0,-0.02525,-0.00110
0.0743,-0.39578,-0.00374,-0.02303,-0.00087,0.05642,0.00075,0.45213,-0.00513,-0.00006,-0.10880,-0.00395,-0.05158,-0.00038,0.10489,0.84784,0,-0.02525,-0.00110
0.0763,-0.39578,-0.00374,-0.02292,-0.00087,0.05817,0.00098,0.45213,-0.00527,-0.00006,-0.10826,-0.00394,-0.05318,-0.00077,0.10477,0.84782,0,-0.02525,-0.00110
0.0783,-0.39578,-0.00374,-0.02280,-0.00086,0.05992,0.00132,0.45213,-0.00541,-0.00006,-0.10771,-0.00393,-0.05478,-0.00128,0.10467,0.84783,0,-0.02525,-0.00110
0.0803,-0.39578,-0.00374,-0.02268,-0.00086,0.06167,0.00177,0.45213,-0.00555,-0.00006,-0.10713,-0.00392,-0.05638,-0.00192,0.10459,0.84781,0,-0.02525,-0.00110
0.0823,-0.39578,-0.00374,-0.02255,-0.00086,0.06341,0.00233,0.45213,-0.00569,-0.00006,-0.10655,-0.00390,-0.05798,-0.00269,0.10449,0.84782,0,-0.02525,-0.00110
0.0843,-0.39578,-0.00374,-0.02242,-0.00085,0.06515,0.00301,0.45213,-0.00583,-0.00006,-0.10594,-0.00387,-0.05958,-0.00358,0.10439,0.84781,0,-0.02525,-0.00110
0.0863,-0.39578,-0.00374,-0.02229,-0.00085,0.06690,0.00379,0.45213,-0.00597,-0.00006,-0.10532,-0.00384,-0.06118,-0.00435,0.10429,0.84779,0,-0.02525,-0.00110
0.0884,-0.39578,-0.00374,-0.02215,-0.00084,0.06863,0.00446,0.45213,-0.00611,-0.00007,-0.10468,-0.00380,-0.06278,-0.00499,0.10420,0.84781,0,-0.02525,-0.00110
0.0904,-0.39578,-0.00374,-0.02202,-0.00083,0.07037,0.00502,0.45213,-0.00625,-0.00007,-0.10403,-0.00375,-0.06438,-0.00550,0.10409,0.84782,0,-0.02525,-0.00110
0.0924,-0.39578,-0.00374,-0.02187,-0.00082,0.07210,0.00547,0.45213,-0.00639,-0.00007,-0.10336,-0.00371,-0.06598,-0.00589,0.10392,0.84779,0,-0.02525,-0.00110
0.0944,-0.39578,-0.00374,-0.02173,-0.00081,0.07383,0.00581,0.45213,-0.00652,-0.00007,-0.10267,-0.00365,-0.06758,-0.00614,0.10383,0.84779,0,-0.02525,-0.00110
0.0964,-0.39578,-0.00374,-0.02158,-0.00079,0.07556,0.00604,0.45213,-0.00666,-0.00007,-0.10197,-0.00360,-0.06918,-0.00627,0.10371,0.84777,0,-0.02525,-0.00110
0.0984,-0.39578,-0.00374,-0.02143,-0.00078,0.07729,0.00616,0.45213,-0.00680,-0.00007,-0.10125,-0.00354,-0.07078,-0.00627,0.10359,0.84774,0,-0.02525,-0.00110
0.1004,-0.39623,-0.00379,-0.02301,-0.00110,0.06217,0.00262,0.44559,-0.00694,-0.00007,-0.10889,-0.00504,-0.07238,-0.00614,0.10345,0.84775,0,-0.02486,-0.00106
0.1024,-0.39623,-0.00379,-0.02288,-0.00109,0.06392,0.00253,0.44559,-0.00708,-0.00008,-0.10830,-0.00501,-0.07398,-0.00589,0.10333,0.84775,0,-0.02486,-0.00106
0.1044,-0.39623,-0.00379,-0.02276,-0.00109,0.06567,0.00233,0.44559,-0.00722,-0.00008,-0.10769,-0.00499,-0.07558,-0.00550,0.10321,0.84772,0,-0.02486,-0.00106
0.1064,-0.39623,-0.00379,-0.02262,-0.00108,0.06741,0.00202,0.44559,-0.00736,-0.00008,-0.10706,-0.00497,-0.07718,-0.00505,0.10306,0.84772,0,-0.02486,-0.00106
0.1084,-0.39623,-0.00379,-0.02249,-0.00108,0.06916,0.00165,0.44559,-0.00749,-0.00008,-0.10642,-0.00495,-0.07878,-0.00473,0.10288,0.84769,0,-0.02486,-0.00106
0.1104,-0.39623,-0.00379,-0.02235,-0.00107,0.07090,0.00139,0.44559,-0.00763,-0.00008,-0.10576,-0.00494,-0.08038,-0.00453,0.10276,0.84771,0,-0.02486,-0.00106
0.1124,-0.39623,-0.00379,-0.02220,-0.00107,0.07264,0.00124,0.44559,-0.00777,-0.00008,-0.10509,-0.00493,-0.08198,-0.00446,0.10262,0.84772,0,-0.02486,-0.00106
0.1145,-0.39623,-0.00379,-0.02206,-0.00107,0.07437,0.00120,0.44559,-0.00791,-0.00009,-0.10440,-0.00492,-0.08358,-0.00452,0.10243,0.84768,0,-0.02486,-0.00106
0.1164,-0.39623,-0.00379,-0.02190,-0.00107,0.07611,0.00126,0.44559,-0.00805,-0.00009,-0.10369,-0.00490,-0.08518,-0.00470,0.10237,0.84766,0,-0.02486,-0.00106
0.1184,-0.39623,-0.00379,-0.02175,-0.00106,0.07784,0.00144,0.44559,-0.00819,-0.00009,-0.10297,-0.00489,-0.08678,-0.00498,0.10220,0.84767,0,-0.02486,-0.00106
