t,ex,ey,th_x,th_y,thd_x,thd_y,yaw,vref_x,vref_y,vfb_x,vfb_y,vcmd_x,vcmd_y,tcp_x,tcp_y,dans_cible,th_brut_x,th_brut_y
0.0000,-0.50228,-0.10582,-0.00022,0.00125,0.00000,0.00000,2.97696,-0.00000,-0.00000,-0.00022,0.00125,-0.00013,0.00013,0.05083,0.87734,0,-0.00022,0.00125
0.0020,-0.50228,-0.10582,-0.00022,0.00125,0.00011,-0.00013,2.97696,-0.00014,-0.00003,-0.00022,0.00125,-0.00036,0.00038,0.05082,0.87735,0,-0.00022,0.00125
0.0040,-0.50228,-0.10582,-0.00022,0.00124,0.00031,-0.00037,2.97696,-0.00027,-0.00006,-0.00022,0.00125,-0.00049,0.00077,0.05085,0.87734,0,-0.00022,0.00125
0.0060,-0.50228,-0.10582,-0.00022,0.00124,0.00043,-0.00072,2.97696,-0.00041,-0.00009,-0.00022,0.00124,-0.00063,0.00116,0.05080,0.87738,0,-0.00022,0.00125
0.0080,-0.50228,-0.10582,-0.00022,0.00124,0.00055,-0.00107,2.97696,-0.00054,-0.00011,-0.00022,0.00124,-0.00076,0.00142,0.05082,0.87734,0,-0.00022,0.00125
0.0100,-0.50228,-0.10582,-0.00022,0.00124,0.00067,-0.00132,2.97696,-0.00068,-0.00014,-0.00022,0.00124,-0.00090,0.00156,0.05085,0.87739,0,-0.00022,0.00125
0.0120,-0.50228,-0.10582,-0.00022,0.00124,0.00079,-0.00146,2.97696,-0.00081,-0.00017,-0.00022,0.00124,-0.00103,0.00156,0.05086,0.87732,0,-0.00022,0.00125
0.0140,-0.50228,-0.10582,-0.00022,0.00123,0.00091,-0.00148,2.97696,-0.00095,-0.00020,-0.00022,0.00123,-0.00117,0.00144,0.05085,0.87740,0,-0.00022,0.00125
0.0160,-0.50228,-0.10582,-0.00021,0.00123,0.00103,-0.00140,2.97696,-0.00109,-0.00023,-0.00022,0.00123,-0.00130,0.00119,0.05083,0.87740,0,-0.00022,0.00125
0.0180,-0.50228,-0.10582,-0.00021,0.00123,0.00115,-0.00121,2.97696,-0.00122,-0.00026,-0.00022,0.00123,-0.00144,0.00097,0.05083,0.87738,0,-0.00022,0.00125
0.0201,-0.50228,-0.10582,-0.00021,0.00123,0.00126,-0.00104,2.97696,-0.00136,-0.00029,-0.00021,0.00123,-0.00157,0.00088,0.05082,0.87740,0,-0.00022,0.00125
0.0221,-0.50228,-0.10582,-0.00021,0.00122,0.00138,-0.00098,2.97696,-0.00149,-0.00031,-0.00021,0.00122,-0.00170,0.00091,0.05086,0.87740,0,-0.00022,0.00125
0.0241,-0.50228,-0.10582,-0.00020,0.00122,0.00150,-0.00103,2.97696,-0.00163,-0.00034,-0.00021,0.00122,-0.00184,0.00088,0.05083,0.87738,0,-0.00022,0.00125
0.0261,-0.50228,-0.10582,-0.00020,0.00122,0.00162,-0.00102,2.97696,-0.00176,-0.00037,-0.00021,0.00122,-0.00197,0.00085,0.05081,0.87740,0,-0.00022,0.00125
0.0281,-0.50228,-0.10582,-0.00020,0.00122,0.00173,-0.00101,2.97696,-0.00190,-0.00040,-0.00021,0.00122,-0.00210,0.00082,0.05083,0.87740,0,-0.00022,0.00125
0.0301,-0.50228,-0.10582,-0.00019,0.00122,0.00185,-0.00101,2.97696,-0.00203,-0.00043,-0.00020,0.00122,-0.00224,0.00079,0.05081,0.87738,0,-0.00022,0.00125
0.0321,-0.50228,-0.10582,-0.00019,0.00121,0.00197,-0.00100,2.97696,-0.00217,-0.00046,-0.00020,0.00121,-0.00237,0.00076,0.05081,0.87739,0,-0.00022,0.00125
0.0341,-0.50228,-0.10582,-0.00019,0.00121,0.00209,-0.00100,2.97696,-0.00231,-0.00049,-0.00020,0.00121,-0.00250,0.00073,0.05082,0.87743,0,-0.00022,0.00125
0.0361,-0.50228,-0.10582,-0.00018,0.00121,0.00220,-0.00099,2.97696,-0.00244,-0.00051,-0.00019,0.00121,-0.00264,0.00069,0.05085,0.87743,0,-0.00022,0.00125
0.0381,-0.50228,-0.10582,-0.00018,0.00121,0.00232,-0.00098,2.97696,-0.00258,-0.00054,-0.00019,0.00121,-0.00277,0.00066,0.05086,0.87741,0,-0.00022,0.00125
0.0401,-0.50228,-0.10582,-0.00017,0.00121,0.00243,-0.00098,2.97696,-0.00271,-0.00057,-0.00019,0.00120,-0.00290,0.00063,0.05083,0.87743,0,-0.00022,0.00125
0.0421,-0.50228,-0.10582,-0.00017,0.00120,0.00255,-0.00097,2.97696,-0.00285,-0.00060,-0.00019,0.00120,-0.00303,0.00060,0.05078,0.87744,0,-0.00022,0.00125
0.0441,-0.50228,-0.10582,-0.00016,0.00120,0.00267,-0.00097,2.97696,-0.00298,-0.00063,-0.00018,0.00120,-0.00316,0.00057,0.05085,0.87742,0,-0.00022,0.00125
0.0461,-0.50228,-0.10582,-0.00016,0.00120,0.00278,-0.00096,2.97696,-0.00312,-0.00066,-0.00018,0.00120,-0.00330,0.00054,0.05078,0.87743,0,-0.00022,0.00125
