t,ex,ey,th_x,th_y,thd_x,thd_y,yaw,vref_x,vref_y,vfb_x,vfb_y,vcmd_x,vcmd_y,tcp_x,tcp_y,dans_cible
0.0982,-0.44677,-0.02674,0.00197,0.00064,0.00097,-0.00368,2.59699,-0.00678,-0.00038,0.00806,0.00137,0.00128,-0.00936,0.10883,0.81661,0
0.1002,-0.44677,-0.02674,0.00197,0.00063,0.00093,0.00077,2.59699,-0.00692,-0.00039,0.00809,0.00131,0.00117,-0.01411,0.10879,0.81669,0
0.1023,-0.44677,-0.02674,0.00198,0.00065,0.00090,0.00478,2.59699,-0.00706,-0.00040,0.00811,0.00141,0.00105,-0.01834,0.10874,0.81674,0
0.1043,-0.44677,-0.02674,0.00199,0.00070,0.00087,0.00835,2.59699,-0.00720,-0.00041,0.00812,0.00166,0.00093,-0.02205,0.10872,0.81682,0
0.1063,-0.44677,-0.02674,0.00199,0.00078,0.00084,0.01148,2.59699,-0.00734,-0.00041,0.00814,0.00204,0.00081,-0.02526,0.10873,0.81695,0
0.1083,-0.44677,-0.02674,0.00200,0.00089,0.00081,0.01416,2.59699,-0.00747,-0.00042,0.00816,0.00252,0.00068,-0.02796,0.10877,0.81702,0
0.1103,-0.44677,-0.02674,0.00201,0.00101,0.00078,0.01640,2.59699,-0.00761,-0.00043,0.00817,0.00310,0.00056,-0.03014,0.10876,0.81710,0
0.1123,-0.44677,-0.02674,0.00201,0.00115,0.00075,0.01819,2.59699,-0.00775,-0.00044,0.00819,0.00375,0.00044,-0.03181,0.10882,0.81719,0
0.1143,-0.44677,-0.02674,0.00202,0.00130,0.00072,0.01954,2.59699,-0.00789,-0.00044,0.00820,0.00446,0.00031,-0.03297,0.10882,0.81728,0
0.1163,-0.44677,-0.02674,0.00202,0.00146,0.00069,0.02043,2.59699,-0.00803,-0.00045,0.00821,0.00522,0.00018,-0.03361,0.10877,0.81734,0
0.1183,-0.44677,-0.02674,0.00203,0.00162,0.00066,0.02088,2.59699,-0.00817,-0.00046,0.00822,0.00600,0.00005,-0.03375,0.10876,0.81737,0
0.1204,-0.44677,-0.02674,0.00204,0.00179,0.00064,0.02088,2.59699,-0.00831,-0.00047,0.00823,0.00679,-0.00008,-0.03337,0.10880,0.81743,0
0.1224,-0.44677,-0.02674,0.00204,0.00196,0.00061,0.02043,2.59699,-0.00845,-0.00048,0.00823,0.00757,-0.00021,-0.03248,0.10873,0.81749,0
0.1244,-0.44677,-0.02674,0.00204,0.00212,0.00059,0.01953,2.59699,-0.00859,-0.00048,0.00824,0.00832,-0.00035,-0.03108,0.10875,0.81754,0
0.1264,-0.44677,-0.02674,0.00205,0.00227,0.00057,0.01818,2.59699,-0.00872,-0.00049,0.00824,0.00903,-0.00048,-0.02917,0.10873,0.81757,0
0.1284,-0.44677,-0.02674,0.00205,0.00240,0.00054,0.01639,2.59699,-0.00886,-0.00050,0.00825,0.00969,-0.00061,-0.02674,0.10876,0.81766,0
0.1323,-0.44677,-0.02674,0.00206,0.00253,0.00052,0.01415,2.59699,-0.00913,-0.00051,0.00823,0.01026,-0.00090,-0.02380,0.10874,0.81769,0
0.1343,-0.44677,-0.02674,0.00206,0.00263,0.00062,0.01146,2.59699,-0.00927,-0.00052,0.00824,0.01075,-0.00103,-0.02035,0.10880,0.81774,0
0.1363,-0.44677,-0.02674,0.00207,0.00271,0.00060,0.00833,2.59699,-0.00941,-0.00053,0.00824,0.01112,-0.00117,-0.01639,0.10881,0.81775,0
0.1383,-0.44677,-0.02674,0.00207,0.00276,0.00058,0.00476,2.59699,-0.00955,-0.00054,0.00824,0.01137,-0.00130,-0.01192,0.10879,0.81779,0
0.1403,-0.44909,-0.02684,0.00238,0.02168,0.00066,0.01721,2.57011,-0.00968,-0.00055,0.00734,0.10070,-0.00195,-0.00693,0.10884,0.81782,0
0.1423,-0.44909,-0.02684,0.00238,0.02179,0.00106,0.01149,2.57011,-0.00982,-0.00055,0.00735,0.10124,-0.00247,-0.00144,0.10882,0.81786,0
0.1443,-0.44909,-0.02684,0.00239,0.02186,0.00134,0.00532,2.57011,-0.00996,-0.00056,0.00738,0.10156,-0.00258,0.00457,0.10879,0.81788,0
0.1463,-0.44909,-0.02684,0.00240,0.02188,0.00127,-0.00128,2.57011,-0.01010,-0.00057,0.00741,0.10164,-0.00269,0.01097,0.10887,0.81789,0
0.1483,-0.44909,-0.02684,0.00241,0.02184,0.00121,-0.00822,2.57011,-0.01024,-0.00058,0.00744,0.10146,-0.00280,0.01737,0.10887,0.81789,0
0.1503,-0.44909,-0.02684,0.00242,0.02175,0.00114,-0.01515,2.57011,-0.01038,-0.00058,0.00746,0.10101,-0.00292,0.02377,0.10889,0.81794,0
0.1523,-0.44909,-0.02684,0.00243,0.02160,0.00107,-0.02207,2.57011,-0.01051,-0.00059,0.00748,0.10031,-0.00303,0.03017,0.10884,0.81794,0
0.1543,-0.44909,-0.02684,0.00244,0.02139,0.00101,-0.02898,2.57011,-0.01065,-0.00060,0.00750,0.09934,-0.00315,0.03657,0.10881,0.81794,0
0.1564,-0.44909,-0.02684,0.00245,0.02113,0.00095,-0.03587,2.57011,-0.01079,-0.00061,0.00751,0.09811,-0.00328,0.04297,0.10881,0.81792,0
0.1584,-0.44909,-0.02684,0.00245,0.02082,0.00089,-0.04274,2.57011,-0.01094,-0.00062,0.00753,0.09663,-0.00341,0.04937,0.10881,0.81793,0
0.1604,-0.44909,-0.02684,0.00246,0.02045,0.00084,-0.04959,2.57011,-0.01107,-0.00062,0.00754,0.09488,-0.00354,0.05577,0.10881,0.81798,0
0.1624,-0.44909,-0.02684,0.00247,0.02003,0.00078,-0.05642,2.57011,-0.01121,-0.00063,0.00754,0.09287,-0.00367,0.06217,0.10877,0.81798,0
0.1645,-0.44909,-0.02684,0.00247,0.01955,0.00073,-0.06321,2.57011,-0.01135,-0.00064,0.00755,0.09061,-0.00380,0.06857,0.10880,0.81801,0
0.1665,-0.44909,-0.02684,0.00248,0.01901,0.00068,-0.06996,2.57011,-0.01149,-0.00065,0.00755,0.08809,-0.00393,0.07497,0.10880,0.81806,0
0.1685,-0.44909,-0.02684,0.00248,0.01843,0.00062,-0.07668,2.57011,-0.01163,-0.00065,0.00756,0.08531,-0.00407,0.08137,0.10877,0.81812,0
0.1705,-0.44909,-0.02684,0.00249,0.01779,0.00057,-0.08336,2.57011,-0.01177,-0.00066,0.00755,0.08229,-0.00421,0.08726,0.10880,0.81819,0
0.1725,-0.44909,-0.02684,0.00249,0.01710,0.00053,-0.08955,2.57011,-0.01191,-0.00067,0.00755,0.07902,-0.00435,0.09264,0.10884,0.81826,0
0.1745,-0.44909,-0.02684,0.00250,0.01636,0.00048,-0.09526,2.57011,-0.01204,-0.00068,0.00755,0.07552,-0.00450,0.09750,0.10880,0.81830,0
0.1765,-0.44909,-0.02684,0.00250,0.01557,0.00043,-0.10048,2.57011,-0.01218,-0.00069,0.00754,0.07182,-0.00464,0.10185,0.10881,0.81836,0
0.1785,-0.44909,-0.02684,0.00250,0.01475,0.00039,-0.10520,2.57011,-0.01232,-0.00069,0.00753,0.06792,-0.00479,0.10569,0.10881,0.81839,0
0.1805,-0.44909,-0.02684,0.00251,0.01389,0.00035,-0.10944,2.57011,-0.01246,-0.00070,0.00752,0.06386,-0.00494,0.10902,0.10881,0.81840,0
0.1825,-0.44909,-0.02684,0.00251,0.01300,0.00031,-0.11317,2.57011,-0.01260,-0.00071,0.00751,0.05965,-0.00509,0.11184,0.10877,0.81843,0
0.1845,-0.44909,-0.02684,0.00251,0.01208,0.00027,-0.11641,2.57011,-0.01274,-0.00072,0.00749,0.05531,-0.00524,0.11414,0.10875,0.81849,0
0.1865,-0.44909,-0.02684,0.00251,0.01114,0.00023,-0.11914,2.57011,-0.01287,-0.00072,0.00748,0.05085,-0.00540,0.11593,0.10883,0.81852,0
0.1886,-0.44909,-0.02684,0.00252,0.01018,0.00019,-0.12138,2.57011,-0.01301,-0.00073,0.00746,0.04630,-0.00556,0.11721,0.10871,0.81860,0
0.1906,-0.44909,-0.02684,0.00252,0.00920,0.00016,-0.12311,2.57011,-0.01315,-0.00074,0.00744,0.04168,-0.00571,0.11798,0.10877,0.81865,0
0.1926,-0.44909,-0.02684,0.00252,0.00821,0.00013,-0.12433,2.57011,-0.01329,-0.00075,0.00742,0.03700,-0.00587,0.11824,0.10875,0.81878,0
0.1946,-0.44909,-0.02684,0.00252,0.00721,0.00009,-0.12506,2.57011,-0.01343,-0.00076,0.00740,0.03228,-0.00603,0.11798,0.10875,0.81883,0
0.1966,-0.44909,-0.02684,0.00252,0.00621,0.00006,-0.12528,2.57011,-0.01357,-0.00076,0.00737,0.02755,-0.00620,0.11721,0.10877,0.81894,0
0.1986,-0.44909,-0.02684,0.00252,0.00521,0.00003,-0.12499,2.57011,-0.01371,-0.00077,0.00735,0.02281,-0.00636,0.11593,0.10874,0.81897,0
0.2006,-0.44909,-0.02684,0.00252,0.00421,0.00000,-0.12420,2.57011,-0.01384,-0.00078,0.00732,0.01810,-0.00652,0.11414,0.10878,0.81905,0
0.2026,-0.44909,-0.02684,0.00252,0.00323,-0.00003,-0.12290,2.57011,-0.01398,-0.00079,0.00729,0.01342,-0.00669,0.11184,0.10873,0.81914,0
0.2046,-0.44909,-0.02684,0.00252,0.00225,-0.00005,-0.12110,2.57011,-0.01412,-0.00079,0.00726,0.00881,-0.00686,0.10902,0.10871,0.81923,0
0.2066,-0.44909,-0.02684,0.00252,0.00129,-0.00008,-0.11880,2.57011,-0.01426,-0.00080,0.00723,0.00427,-0.00703,0.10569,0.10871,0.81936,0
